mode,score_model,risk_model,rule,thresholds,coverage,low_to_high_covered,D1_hidden_pred_ge4_covered,flag_rate_on_gold_high,MAE,QWK,low_to_high,high_to_low,label5_recall,D1_hidden_pred_ge4
downgrade,r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,gap_or_score_cap,"{""gap_threshold"": 3, ""risk_threshold"": null, ""score_cap_threshold"": 3, ""score_threshold"": 4}",,,,,0.5537488708220416,0.5074778328872426,0.24561403508771928,0.006349206349206349,0.7553956834532374,0.5
downgrade,r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,risk_pred_le,"{""gap_threshold"": null, ""risk_threshold"": 3, ""score_cap_threshold"": null, ""score_threshold"": 5}",,,,,0.46883468834688347,0.5203302980491591,0.3508771929824561,0.006349206349206349,0.7553956834532374,0.5769230769230769
downgrade,r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,gap_ge,"{""gap_threshold"": 1, ""risk_threshold"": null, ""score_cap_threshold"": null, ""score_threshold"": 5}",,,,,0.5248419150858176,0.49412488632096174,0.24561403508771928,0.006349206349206349,0.6762589928057554,0.38461538461538464
downgrade,r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,gap_ge,"{""gap_threshold"": 2, ""risk_threshold"": null, ""score_cap_threshold"": null, ""score_threshold"": 5}",,,,,0.46883468834688347,0.5203302980491591,0.3508771929824561,0.006349206349206349,0.7553956834532374,0.5769230769230769
downgrade,r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,score_cap_le,"{""gap_threshold"": null, ""risk_threshold"": null, ""score_cap_threshold"": 3, ""score_threshold"": 5}",,,,,0.46883468834688347,0.5203302980491591,0.3508771929824561,0.006349206349206349,0.7553956834532374,0.5769230769230769
downgrade,r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,risk_or_score_cap,"{""gap_threshold"": null, ""risk_threshold"": 1, ""score_cap_threshold"": 3, ""score_threshold"": 5}",,,,,0.46883468834688347,0.5203302980491591,0.3508771929824561,0.006349206349206349,0.7553956834532374,0.5769230769230769
downgrade,r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,risk_or_score_cap,"{""gap_threshold"": null, ""risk_threshold"": 2, ""score_cap_threshold"": 3, ""score_threshold"": 5}",,,,,0.46883468834688347,0.5203302980491591,0.3508771929824561,0.006349206349206349,0.7553956834532374,0.5769230769230769
downgrade,r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,risk_or_score_cap,"{""gap_threshold"": null, ""risk_threshold"": 3, ""score_cap_threshold"": 2, ""score_threshold"": 5}",,,,,0.46883468834688347,0.5203302980491591,0.3508771929824561,0.006349206349206349,0.7553956834532374,0.5769230769230769
downgrade,r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,risk_or_score_cap,"{""gap_threshold"": null, ""risk_threshold"": 3, ""score_cap_threshold"": 3, ""score_threshold"": 5}",,,,,0.46883468834688347,0.5203302980491591,0.3508771929824561,0.006349206349206349,0.7553956834532374,0.5769230769230769
downgrade,r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,risk_and_gap,"{""gap_threshold"": 1, ""risk_threshold"": 3, ""score_cap_threshold"": null, ""score_threshold"": 5}",,,,,0.46883468834688347,0.5203302980491591,0.3508771929824561,0.006349206349206349,0.7553956834532374,0.5769230769230769
downgrade,r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,risk_and_gap,"{""gap_threshold"": 2, ""risk_threshold"": 3, ""score_cap_threshold"": null, ""score_threshold"": 5}",,,,,0.46883468834688347,0.5203302980491591,0.3508771929824561,0.006349206349206349,0.7553956834532374,0.5769230769230769
downgrade,r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,gap_or_score_cap,"{""gap_threshold"": 1, ""risk_threshold"": null, ""score_cap_threshold"": 2, ""score_threshold"": 5}",,,,,0.5248419150858176,0.49412488632096174,0.24561403508771928,0.006349206349206349,0.6762589928057554,0.38461538461538464
downgrade,r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,gap_or_score_cap,"{""gap_threshold"": 1, ""risk_threshold"": null, ""score_cap_threshold"": 3, ""score_threshold"": 5}",,,,,0.5248419150858176,0.49412488632096174,0.24561403508771928,0.006349206349206349,0.6762589928057554,0.38461538461538464
downgrade,r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,gap_or_score_cap,"{""gap_threshold"": 2, ""risk_threshold"": null, ""score_cap_threshold"": 2, ""score_threshold"": 5}",,,,,0.46883468834688347,0.5203302980491591,0.3508771929824561,0.006349206349206349,0.7553956834532374,0.5769230769230769
downgrade,r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,gap_or_score_cap,"{""gap_threshold"": 2, ""risk_threshold"": null, ""score_cap_threshold"": 3, ""score_threshold"": 5}",,,,,0.46883468834688347,0.5203302980491591,0.3508771929824561,0.006349206349206349,0.7553956834532374,0.5769230769230769
downgrade,r4b_shuffled_reason_balanced,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,gap_or_score_cap,"{""gap_threshold"": 3, ""risk_threshold"": null, ""score_cap_threshold"": 3, ""score_threshold"": 5}",,,,,0.46883468834688347,0.5203302980491591,0.3508771929824561,0.006349206349206349,0.7553956834532374,0.5769230769230769
downgrade,r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,gap_ge,"{""gap_threshold"": 1, ""risk_threshold"": null, ""score_cap_threshold"": null, ""score_threshold"": 4}",,,,,0.6142728093947606,0.46632955757070316,0.21052631578947367,0.015873015873015872,0.6798561151079137,0.46153846153846156
downgrade,r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,gap_or_score_cap,"{""gap_threshold"": 1, ""risk_threshold"": null, ""score_cap_threshold"": 2, ""score_threshold"": 4}",,,,,0.6142728093947606,0.46632955757070316,0.21052631578947367,0.015873015873015872,0.6798561151079137,0.46153846153846156
downgrade,r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,gap_or_score_cap,"{""gap_threshold"": 1, ""risk_threshold"": null, ""score_cap_threshold"": 3, ""score_threshold"": 4}",,,,,0.6142728093947606,0.46632955757070316,0.21052631578947367,0.015873015873015872,0.6798561151079137,0.46153846153846156
downgrade,r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,gap_ge,"{""gap_threshold"": 1, ""risk_threshold"": null, ""score_cap_threshold"": null, ""score_threshold"": 5}",,,,,0.5465221318879856,0.47507022421096345,0.2631578947368421,0.015873015873015872,0.6798561151079137,0.5384615384615384
downgrade,r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,gap_or_score_cap,"{""gap_threshold"": 1, ""risk_threshold"": null, ""score_cap_threshold"": 2, ""score_threshold"": 5}",,,,,0.5465221318879856,0.47507022421096345,0.2631578947368421,0.015873015873015872,0.6798561151079137,0.5384615384615384
downgrade,r5h_h6_from_r5g_a3_highprotect_s30_b0p02_lr1e6,r5h_h2_from_r5f2_real_highprotect_s20_b0p02_lr1e6,gap_or_score_cap,"{""gap_threshold"": 1, ""risk_threshold"": null, ""score_cap_threshold"": 3, ""score_threshold"": 5}",,,,,0.5465221318879856,0.47507022421096345,0.2631578947368421,0.015873015873015872,0.6798561151079137,0.5384615384615384
