sample_id,pilot_group,metric,language,subject,original_human_score,qwen_score,deepseek_score,calibrated_score,recommended_training_use,sample_weight,calibration_source,calibration_confidence,codex_top80_direct_review,target_issue_flag,calibration_note,calibrated_reason_preview
1c013ab584f1c5a49f0e03d8517d29eb909322be,train_all_low_label,Error Identification & Correction Precision,zh,Basic Medicine,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output incorrectly validates the student's answer. The student selected C) 超极化 (hyperpolarization) as the step NOT included in action potential, but the correct answer should be D) 钙离子流入细胞 (calcium ion influx). Hyperpolarization (after-hyperpolar"
63ab64773fb76fbe6cba302eed79041a8316bb7c,train_all_low_label,"Motivation, Guidance & Positive Feedback",zh,History,2,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a direct corrected answer and a factual explanation of errors, but it lacks any encouraging or supportive language. The tone is purely neutral and informational, offering no positive feedback or motivational guidance to the studen"
9b98fbe73d713149b38df9e497e2ad0a0a022c91,train_all_low_label,Higher-Order Thinking & Skill Development,en,Aquaculture,2,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The generated question ('What does aquaculture primarily involve?') is a basic recall/comprehension question that tests rote memorization of a definition. It does not promote critical thinking, problem-solving, analysis, evaluation, or transfer of knowledge. T"
f5dbe00c4a0fb5c4c818e8c652cdcdec09c3d65a,train_all_low_label,"Motivation, Guidance & Positive Feedback",zh,History,2,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a corrected answer and factual explanations for the errors (Napoleon and Lenin), but it completely lacks encouragement, supportive language, or positive feedback. The tone is purely neutral and informational. Furthermore, it direc"
92910121cc180752d916f726d12fa5537c40dd88,train_all_low_label,Scenario Element Integration,en,Mathematics,2,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only a generic explanation of addition without integrating any scenario-specific elements such as student history, learning preferences, or the 'Idea Provision' context. The response is templated and irrelevant to the scenario, ma"
3fdc81f613bf237c32a80d3fb798df97d4a1a3ab,train_all_low_label,Instruction Following & Task Completion,zh,Theoretical Economics,2,5,5,5,review_only,0.25,dual_teacher_consensus,medium,True,False,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"The evaluator output fully follows the instruction to provide a score, scoring details, and personalized feedback in JSON format. The JSON structure is valid and contains all three required fields (评分, 评分细节, 个性化反馈). The feedback is relevant, accurate, and prov"
c17a610f41afcb064ec903fbafb4e67c2fafd59e,train_all_low_label,Scenario Element Integration,en,Biology,2,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The rubric evaluates scenario element integration, personalization, and contextual fit (e.g., student history, learning preferences, teaching context). The evaluator output provides a generic, textbook-style biological explanation of photosynthesis and plant p"
992ac0fdbb258d7a1438e8ee29db7096365cf8ca,train_all_low_label,Reasoning Process Rigor,zh,Clinical Medicine,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only the final answer in JSON format without any reasoning process. The rubric explicitly requires a complete, clear, and rigorous reasoning chain for higher scores. A score of 1 is appropriate because there is almost no effective"
fa439d530a93932f4cf8a09f743d80c44e18e0b8,train_all_low_label,Content Relevance & Scope Control,en,Mathematics,2,5,5,5,review_only,0.25,dual_teacher_consensus,medium,True,False,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"The evaluator output directly answers the multiple-choice question with the correct option (A) in the requested JSON format. The content is strictly relevant to complex analysis and the specific question about singularities of f(z) = z^2 + 1, with no redundant"
4d603e5ed030c00413f35f1852ebb1859d5dc6be,train_all_low_label,Reasoning Process Rigor,zh,Clinical Medicine,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only the final answer 'A) 阿司匹林' in JSON format without any reasoning process. The rubric explicitly requires a complete, clear, and rigorous reasoning chain (推理逻辑链条完整、清晰、严密). The output contains zero reasoning steps, logical analy"
ccdab1ce8e955bdbf2224a22c0f14a10db6718ab,train_all_low_label,Scenario Element Integration,en,Biology,2,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The rubric evaluates scenario element integration, including personalization, student history, and learning preferences. The evaluator output provides a generic biological explanation of photosynthesis without any reference to scenario-specific elements such a"
ef7be96d3b20f985cb175937b67d094d4d204dcc,train_all_low_label,Scenario Element Integration,en,Biology,2,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The rubric evaluates scenario element integration, personalization, and contextual fit. The evaluator output provides a generic biological explanation of photosynthesis without any reference to scenario-specific information such as student history, learning pr"
06861366641747d8214ceee8efb257daab5915fd,train_all_low_label,Scenario Element Integration,en,Business Administration,2,1,1,1,review_only,0.25,dual_teacher_consensus,medium,True,True,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"Output is generic, lacks any integration of scenario elements, and shows no personalization or contextual fit, consistent with rubric level 1."
c7c27202cecaf2f4efd7487760add595085e4712,train_all_low_label,Reasoning Process Rigor,zh,Clinical Medicine,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only the final answer in JSON format without any reasoning process. The rubric explicitly requires a complete, clear, and rigorous reasoning chain for high scores. A score of 1 is appropriate because there is almost no effective r"
26347fdbe0a04b7bfbc0e5079be670bb041a82f8,train_all_low_label,Scenario Element Integration,en,Crop Science,2,3,1,2,review_only,0.25,codex_top80_conservative_median,low,True,True,High-conflict sample inspected in the Codex top-conflict pass; final score uses conservative median and should not be high-weight training data.,Codex calibration retained the score under unresolved teacher-human disagreement; use this row conservatively.
25a37166756d804397ce1540111f9b80f5bd477b,train_all_low_label,Higher-Order Thinking & Skill Development,zh,Clinical Medicine,2,4,3,3,review_only,0.25,codex_top80_conservative_median,medium,True,False,High-conflict sample inspected in the Codex top-conflict pass; final score uses conservative median and should not be high-weight training data.,该计划尝试通过病例分析和文献综述等任务促进高阶思维，但深度和广度有限，多项任务（如观看视频并测验）偏向知识记忆，高阶任务缺乏引导性问题或深层批判性思考提示，整体仍偏重简单应用。
b62bc6a3bc8db6a39e2d347c263aa392be416138,train_all_low_label,Reasoning Process Rigor,zh,Clinical Medicine,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only the final answer 'A) 阿司匹林' in JSON format without any reasoning process. The rubric explicitly requires a complete, clear, and rigorous reasoning chain (推理逻辑链条完整、清晰、严密). The output contains no logical steps, no argumentation,"
3f9f3a828b886a38e49aaea66516138ddb71f9d8,train_all_low_label,Scenario Element Integration,en,Biology,2,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The rubric evaluates scenario element integration, personalization, and contextual fit. The evaluator output provides a generic, textbook-style explanation of photosynthesis and plant parts without any reference to the teaching scenario, student history, learn"
02169e6cc6f86f682c0b04047827e32859533603,train_all_low_label,Scenario Element Integration,en,Mathematics,2,1,5,2,review_only,0.25,codex_top80_conservative_median,low,True,False,High-conflict sample inspected in the Codex top-conflict pass; final score uses conservative median and should not be high-weight training data.,Codex calibration retained the score under unresolved teacher-human disagreement; use this row conservatively.
b21b8c3ac37ecaa0e26ae36e530a7f7c75594d53,train_all_low_label,Reasoning Process Rigor,en,Computer Science,1,2,1,1,high_weight,2.0,human_deepseek_agreement,high,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"No reasoning process is provided; only a final answer statement. According to the rubric, a score of 1 applies because there is virtually no valid reasoning, and no steps are shown."
8ff264a74369c7106935fc453add4b92d95a8b87,train_all_low_label,Reasoning Process Rigor,zh,Clinical Medicine,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only the final answer 'A) 阿司匹林' in JSON format without any reasoning process. The rubric explicitly requires a complete, clear, and rigorous reasoning logic chain. A score of 1 is appropriate because there is almost no effective r"
7a5ae2c79851e40cccaf47deb5d4953023576ec9,train_all_low_label,Scenario Element Integration,en,Business Administration,2,1,1,1,review_only,0.25,dual_teacher_consensus,medium,True,True,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"Output is a generic explanation of Porter's Five Forces with no integration of scenario-specific information, failing to personalize or adapt to any teaching context."
6cc46157fcf2aa5b87cd72293be48481a7e5dacc,train_all_low_label,Instruction Following & Task Completion,en,Theoretical Economics,2,4,4,4,review_only,0.25,dual_teacher_consensus,medium,True,False,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"The evaluator output correctly follows the instruction to provide Score, Scoring Details, and Personalized Feedback in JSON format. The feedback is relevant, accurate, and personalized to the student's answer about Nash Equilibrium and the Prisoner's Dilemma. "
78a2f1f17b59206fae3cdedb6b11a9fef084b670,train_all_low_label,Higher-Order Thinking & Skill Development,en,Business Administration,2,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a clear, accurate summary of Porter's Five Forces framework, but it primarily revolves around memory and comprehension. It describes the five forces and gives basic examples (e.g., low barriers to entry, buyer power) without posin"
1b5df375ab0c6d48d21dc9a88fd408b29454ff67,train_all_low_label,Higher-Order Thinking & Skill Development,en,Business Administration,2,2,2,2,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides a clear, accurate explanation of Porter's Five Forces framework, but it is purely expository and descriptive. It does not include any guiding questions, open-ended prompts, comparative analysis tasks, case studies, or problem-solv"
c71ebb1ec30fb320cce5e1315b2181603bc9f769,train_all_low_label,Reasoning Process Rigor,en,Computer Science,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only a final answer (O(n log n)) in JSON format with no reasoning process whatsoever. The rubric for 'Reasoning Process Rigor' requires complete, clear, and rigorous reasoning with visible steps and arguments. The output contains "
ffbcfd835bce6f2c49e6ba425055824d75949505,train_all_low_label,Reasoning Process Rigor,en,Computer Science,2,5,5,5,review_only,0.25,dual_teacher_consensus,medium,True,False,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"The evaluator output provides a complete, clear, and rigorous explanation of quicksort's average-case time complexity. It correctly identifies O(n log n), explains the divide-and-conquer strategy, notes balanced partitioning leading to logarithmic recursion de"
9473740ab3e011ac08772a84e106e72f4d38f137,train_all_low_label,Reasoning Process Rigor,en,Crop Science,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only the final answer in JSON format without any reasoning process. The rubric explicitly requires reasoning to be complete, clear, and rigorous for higher scores. Since there is virtually no reasoning shown, the output falls into"
49318c4f0d2ec2244ac543b0db468afaf9a85d1b,train_all_low_label,Reasoning Process Rigor,en,Basic Medicine,1,5,5,5,review_only,0.25,dual_teacher_consensus,medium,True,False,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"The evaluator output provides complete, clear, and rigorous reasoning. It correctly identifies the student's answer as correct, explains the liver's regenerative capacity with accurate biological detail (up to 70% removal, regeneration timeline, dependency on "
198938e2f622bb0de4883a3dc7e56f75c8a0dc9b,train_all_low_label,Reasoning Process Rigor,en,Crop Science,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only the final answer ('C) Nitrogen') without any reasoning, explanation, or step-by-step justification. The rubric for 'Reasoning Process Rigor' requires visible reasoning, logical steps, and argumentation. The output contains vi"
6358300a1312a268220578a420e801d4c75e9525,train_all_low_label,Reasoning Process Rigor,en,Psychology,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only a final answer selection ('B) Monoamine Hypothesis') with absolutely no reasoning, explanation, or justification. The rubric for 'Reasoning Process Rigor' requires visible reasoning steps, logical coherence, and argumentation"
74489511928922f9b0aa06c74a3c42dabf84217e,train_all_low_label,Reasoning Process Rigor,en,Psychology,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only a final answer selection with no reasoning process whatsoever. The rubric for 'Reasoning Process Rigor' requires visible, logical, and rigorous reasoning steps. The output contains zero explanation, argumentation, or step-by-"
d7038665e81daff68cadf97e16d4c3e3c3fe543d,train_all_low_label,Reasoning Process Rigor,en,Psychology,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only a final answer selection without any reasoning, explanation, or justification. The rubric requires complete, clear, and rigorous reasoning with correct steps and strong arguments. The output contains virtually no valid reason"
4042b14600691c9b29b70d916e9db910c058d891,train_all_low_label,Reasoning Process Rigor,en,Applied Economics,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only the correct answer option without any reasoning, explanation, or argumentation. The rubric for Reasoning Process Rigor requires visible, logical, and rigorous reasoning steps. Since no reasoning is present, the output fails t"
674bc19324921890f8c1245b4760b0909fc05534,train_all_low_label,Reasoning Process Rigor,en,Crop Science,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only the final answer 'C) Nitrogen' in JSON format without any reasoning process. The rubric explicitly requires reasoning to be complete, clear, and rigorous with visible steps and arguments. Since no reasoning is presented at al"
f0c153c819601d3c479c51f48b2acd66132d1e5f,train_all_low_label,Reasoning Process Rigor,en,Applied Economics,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only the correct multiple-choice answer without any reasoning, explanation, or argumentation. The rubric for Reasoning Process Rigor requires visible, logical, and rigorous reasoning steps. Since no reasoning is present, the outpu"
3bcc02fdb1dc40baccc625e0649658243cccf44d,train_all_low_label,Basic Factual Accuracy,zh,Basic Medicine,2,5,4,4,review_only,0.25,codex_top80_conservative_median,medium,True,False,High-conflict sample inspected in the Codex top-conflict pass; final score uses conservative median and should not be high-weight training data.,"The evaluator output accurately identifies the correct answer and explains the action potential stages, but it includes a minor factual error in the personalized feedback: it states that the action potential involves a sequential opening of ion channels in the"
5680bbfccbc4637e7c9c7e3d63698aaf2b4fa213,train_all_low_label,Reasoning Process Rigor,en,Psychology,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only a final answer selection ('B) Monoamine Hypothesis') without any reasoning, explanation, or argumentation. The rubric for Reasoning Process Rigor requires complete, clear, and rigorous reasoning with correct steps and strong "
d0507dfe7e307caffb26489559bc360d53ac357d,train_all_low_label,Reasoning Process Rigor,en,Crop Science,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only the final answer selection without any reasoning process. The rubric for Reasoning Process Rigor requires visible, logical, and rigorous reasoning steps. The output contains zero reasoning, making it impossible to assess logi"
76bc906a5fe27bf73c1ae0b0f77aa2945732d489,train_all_low_label,Reasoning Process Rigor,en,Crop Science,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only the final answer selection without any reasoning process. The rubric for Reasoning Process Rigor requires visible, logical, and rigorous reasoning steps. The output contains no explanation, argumentation, or step-by-step logi"
76909e50052e68bb729ed62933a86559f6a7c036,train_all_low_label,Reasoning Process Rigor,en,Applied Economics,1,1,2,1,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output provides only the correct answer option without any reasoning process. The rubric explicitly evaluates 'Reasoning Process Rigor,' requiring complete, clear, and rigorous reasoning with correct steps and strong arguments. The output contain"
3e6317e0a4cd57573a6c971fc945cfc7ee52148a,train_all_low_label,Reasoning Process Rigor,en,Applied Economics,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only the correct multiple-choice option without any reasoning process. The rubric for Reasoning Process Rigor requires visible, logical, and rigorous reasoning steps. The output contains no argumentation, no explanation of why opt"
2805e4237ccaed90f917ee91a5c2c44743bbd1b1,train_all_low_label,Reasoning Process Rigor,en,Applied Economics,1,1,1,1,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output provides only the correct answer option (C) without any reasoning, explanation, or argumentation. The rubric for Reasoning Process Rigor requires visible reasoning steps, logical coherence, and argumentation. The output contains zero reaso"
c6e58f07fbe16ee224c59cedaa61413186b3bc74,train_high_disagreement_protection,"Motivation, Guidance & Positive Feedback",en,Psychology,4,4,3,4,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output provides generally supportive and constructive feedback with positive language (e.g., 'solid foundation') and offers useful heuristic guidance by identifying specific areas for improvement (depth, completeness, precision, critical analysis"
5b23f679e3ea42683832b81b2180d147fc0b26e7,train_high_disagreement_protection,Error Identification & Correction Precision,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely identified the student's error (answering True instead of False), provided the correct answer with a clear and accurate explanation listing the seven South American countries the Andes traverse, and contrasted them with North Ame"
382276d5fdd2fcd5072674703e6847f553be31ac,train_high_disagreement_protection,Error Identification & Correction Precision,en,Psychology,4,4,3,4,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output correctly identifies the student's strengths (clear explanation, correct identification of serotonin and dopamine) and provides a meaningful correction regarding bipolar disorder's association with norepinephrine rather than solely dopamin"
01cc5ff057b6de65aa7fc51623308f2c778c9ee7,train_high_disagreement_protection,Basic Factual Accuracy,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identifies the student's answer as incorrect, provides the accurate correct answer (False), and supplies factually accurate explanations about the Andes Mountains being in South America, listing the seven countries they traverse,"
691f6fdae45cbec12e64755c340ae267e6ae71d8,train_high_disagreement_protection,Basic Factual Accuracy,en,Mathematics,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identifies the student's answer as correct and provides accurate factual information about the sum of interior angles of a triangle in Euclidean geometry. All stated facts, including the distinction with non-Euclidean geometries,"
1b0ddc727cc651454f7823b107d6bc27e25fd4f6,train_high_disagreement_protection,Instruction Following & Task Completion,en,Basic Medicine,4,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely follows all instructions: it provides a Score, Scoring Details, and Personalized Feedback in valid JSON format. The correctness assessment is accurate (the liver does regenerate), the explanation is scientifically sound, and the "
7c751485e0f807077429adf1cc93f8259344cb94,train_high_disagreement_protection,Instruction Following & Task Completion,en,Geography,4,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely follows all instructions: it provides a Score, Scoring Details (with Correctness and Explanation), and Personalized Feedback in valid JSON format. The grading is factually correct (Andes are in South America, not North America), "
4d7361e303f3c6a68ed2bc5367e04264e6aac45d,train_high_disagreement_protection,Error Identification & Correction Precision,zh,Theoretical Economics,4,2,1,2,review_only,0.25,codex_top80_conservative_median,medium,True,False,High-conflict sample inspected in the Codex top-conflict pass; final score uses conservative median and should not be high-weight training data.,"The evaluator output fails to identify any actual errors in the student's answer. The student's response is factually correct but incomplete (missing types of elasticity, deeper applications). The evaluator gives a score of 8/10 and provides generic feedback a"
f251793e251d1e0d57a905047fa2fa896f09a447,train_high_disagreement_protection,Basic Factual Accuracy,en,Basic Medicine,5,5,3,5,low_weight,1.0,human_qwen_agreement,medium,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output correctly identifies the student's answer as true, provides an accurate explanation of liver regeneration, and includes appropriate personalized feedback. All factual elements are completely accurate, matching the highest rubric level."
e7118fa96fcb238b002c50a10f19726e5a3aebc5,train_high_disagreement_protection,Error Identification & Correction Precision,en,Psychology,5,4,5,5,high_weight,2.0,human_deepseek_agreement,high,False,False,Original human score agrees with DeepSeek; Qwen is de-weighted by conflict or lower reliability.,"The evaluator output precisely recognizes that the student's answer contains no factual errors, avoiding any false positives or omissions. Its constructive feedback, while offering enrichment rather than strict corrections, remains optimal for the context and "
b0106edd91e17115dd57dc504576ffcd10f4692c,train_high_disagreement_protection,Error Identification & Correction Precision,en,Psychology,4,4,5,4,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output correctly identifies key areas where the student's answer is oversimplified or incomplete, such as the oversimplification of dopamine's role in bipolar disorder, the omission of norepinephrine and non-chemical factors, and the limitations "
8d950666d6ec2798481749464b48bc3b71b835ba,train_high_disagreement_protection,Error Identification & Correction Precision,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely identified the student's error (answering 'True' to a false statement about the Andes being in North America), provided a completely correct and clear explanation that the Andes are in South America with specific country examples"
1214a9796760bb201b38fce79c99471cc31271d2,train_high_disagreement_protection,Error Identification & Correction Precision,en,Mathematics,5,1,1,1,review_only,0.25,dual_teacher_consensus,medium,True,True,Both teachers agree but conflict with the original human score or target-scope flags; keep conservative.,"The evaluator output assigns a Score of 1 to a correct student answer ('True'), which is a critical factual and grading error. The rubric for Error Identification & Correction Precision requires accurate error detection; here, the evaluator falsely identifies "
b2b36167f5c9ecd53b1ba8f952fa806d767a8233,train_high_disagreement_protection,Basic Factual Accuracy,zh,History,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identifies option B (1689年权利法案的通过) as the event marking the end of the Glorious Revolution, which is historically accurate. The output is formatted as requested in JSON."
bd7124d01e96e50d3ca931cd7e892e48a044d7a5,train_high_disagreement_protection,Instruction Following & Task Completion,en,Mathematics,4,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely follows all instructions: it provides a Score, Scoring Details, and Personalized Feedback in valid JSON format. The correctness assessment is accurate (the sum of interior angles of a triangle is 180 degrees), the explanation is "
25d3e05119ffad1cae6b72c274d73d80b4de81db,train_high_disagreement_protection,Error Identification & Correction Precision,en,Psychology,4,4,4,4,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator correctly identified the student's accurate points (serotonin, dopamine, basic definition) and noted valid omissions (norepinephrine, glutamate, mechanism details). The feedback is personalized and actionable. However, the score of 7 is on an uns"
6377f7e3f43e2bd08b05b5d3ca05c0fb6962bbd9,train_high_disagreement_protection,Error Identification & Correction Precision,en,English,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely identified the student's error (selecting 'Quickly' instead of 'Happy'), correctly explained why 'Happy' is the only adjective among the options, accurately classified the other words (verbs and adverb), and provided clear, perso"
ea00860ffd6200bce9bfc24d9f0453b84ea7c126,train_high_disagreement_protection,Basic Factual Accuracy,en,Mathematics,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identifies option A as the true statement. The function f(z) = z^2 + 1 is a polynomial, and polynomials are entire functions with no singularities in the finite complex plane. The JSON format is correct and the answer is factuall"
96d9b097cf96187e2521bd7527a102fc81c3878d,train_high_disagreement_protection,"Motivation, Guidance & Positive Feedback",en,Biology,4,4,5,4,high_weight,2.0,human_qwen_agreement,high,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output provides a generally supportive tone with positive language, acknowledging the student's accurate and well-explained response. It offers useful heuristic guidance by suggesting the addition of specific examples and mentioning miRNA biogene"
74f0f389752631756f5463d1c5d9258a07356573,train_high_disagreement_protection,Basic Factual Accuracy,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output correctly identifies the student's answer as wrong, provides the correct answer (False), gives an accurate explanation that the Andes are in South America, lists the seven countries accurately, and includes personalized feedback. All factu"
cb1433b4ae3c50df72dac42f3e260ed9fe5c658a,train_high_disagreement_protection,Error Identification & Correction Precision,zh,History,4,3,1,3,review_only,0.25,codex_top80_conservative_median,low,True,True,High-conflict sample inspected in the Codex top-conflict pass; final score uses conservative median and should not be high-weight training data.,"The evaluator output provides a structured JSON with scores and personalized feedback, but it fails to identify any actual errors in the student's answer. The student's response is generally accurate but contains some areas that could be improved (e.g., oversi"
6b18656518a80331f0d83ec6732020b9efa4ec0e,train_high_disagreement_protection,Error Identification & Correction Precision,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely identified the student's error (answering 'True' instead of 'False'), provided the correct answer with a clear and accurate explanation listing the seven South American countries the Andes traverse, and delivered personalized, ac"
feae425e29c1383a827108767836fd1c3a595500,train_high_disagreement_protection,Instruction Following & Task Completion,en,Geography,5,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely follows all instructions: it provides a Score, Scoring Details, and Personalized Feedback in valid JSON format. The score of 0 is correct for the student's incorrect True/False answer. The scoring details accurately explain that "
e7b1f49741eab9c6c5bdd47608ee1c39a5316449,train_high_disagreement_protection,Instruction Following & Task Completion,en,Mathematics,4,5,5,5,high_weight,2.0,dual_teacher_consensus,high,False,False,Both teachers agree and are within one point of the original human score.,"The evaluator output precisely follows all instructions: it provides a Score, Scoring Details, and Personalized Feedback in valid JSON format. The content is accurate (the student's answer 'True' is correct, and the explanation is factually sound), complete, a"
5f6fbb495321622aac4f63ae92336dc247b6db31,train_high_disagreement_protection,Reasoning Process Rigor,en,Geography,5,5,3,5,low_weight,1.0,human_qwen_agreement,medium,False,False,Original human score agrees with Qwen; DeepSeek is de-weighted by conflict or lower reliability.,"The evaluator output provides complete, clear, and rigorous reasoning. It correctly identifies that the student's answer is wrong, states the correct answer (False), and explains that the Andes Mountains are located in South America, not North America. The per"
bbf00c682349c24b21ce0c89c071fd906223ebb3,train_high_disagreement_protection,Error Identification & Correction Precision,en,Biology,5,2,1,2,review_only,0.25,codex_top80_conservative_median,medium,True,False,High-conflict sample inspected in the Codex top-conflict pass; final score uses conservative median and should not be high-weight training data.,"The evaluator output fails to accurately identify errors in the student's answer. The student's answer is largely correct and comprehensive, yet the evaluator assigns a score of 8/8 while simultaneously providing feedback that suggests missing content (e.g., '"
860f214e2987dd9d042785210ad674283dd952a4,train_high_disagreement_protection,Scenario Element Integration,en,Geography,4,1,3,3,review_only,0.25,codex_top80_conservative_median,low,True,True,High-conflict sample inspected in the Codex top-conflict pass; final score uses conservative median and should not be high-weight training data.,"The output provides a detailed reasoning without directly giving the answer, which aligns with the scenario instruction. However, it lacks any personalization or integration of specific scenario elements such as student history or learning preferences, resulti"
