variant,split,sample_id,question_key,metric,gold_label,pred_label,quality_score_s,tau1,tau2,tau3,tau4,margin_tau2,margin_tau3,probs,boundary_key
qmr,dev,abd894527f401792d7a5cb4438ee15420de3ea1d,14ba3cb00f998348fe1c491eab066379d3bf192b,Reasoning Process Rigor,2,5,1.65625,-4.016979694366455,-2.7376439571380615,-0.8072576522827148,0.6585874557495117,4.393894195556641,2.463507652282715,"[0.9989719390869141, 0.9951686859130859, 0.9519882202148438, 0.7702472805976868]",912555bd2b4a658bb240812fb72a494d3f9cdab2
qmr,dev,f45ee7ba1b382a63c9d4d3f14889365d54dc1cbd,14ba3cb00f998348fe1c491eab066379d3bf192b,Error Identification & Correction Precision,2,5,2.171875,-4.180739879608154,-2.7862367630004883,-1.1731765270233154,0.25681400299072266,4.958111763000488,3.3450515270233154,"[0.9999163150787354, 0.9993429780006409, 0.9929201006889343, 0.944282054901123]",a1bfcf6d3d6d43757c703a9e0bed76a501cd4bc6
qmr,dev,a7f69c77078e9926635bb2b77ebdd28d5733ae36,14ba3cb00f998348fe1c491eab066379d3bf192b,"Clarity, Simplicity & Inspiration",2,4,2.359375,-3.7404096126556396,-2.363480567932129,0.12925148010253906,2.650693893432617,4.722855567932129,2.230123519897461,"[0.9999841451644897, 0.9998074173927307, 0.982699990272522, 0.37105631828308105]",a4913c2d69a19ac6af78cd65b2aa1d6ac5745a20
qmr,dev,46e715a2df1e392b0e0ddb3fee67f5a339e5e608,1bbfb9a5f532b875aaa1b5a1500fb88535b21a51,"Motivation, Guidance & Positive Feedback",2,4,1.6640625,-3.0518317222595215,-1.1680397987365723,1.6587867736816406,4.5740580558776855,2.8321022987365723,0.005275726318359375,"[0.9943808913230896, 0.9572370648384094, 0.5014476180076599, 0.039396993815898895]",c04a56939c60e39573ac8ff36b683f5d74a737d2
qmr,dev,3783f563820e72434b75d23f81fd58fb010931f7,9d1179a873f8e7454e4075453ea96fee9e73ecff,Content Relevance & Scope Control,2,5,1.109375,-4.531684875488281,-3.8841981887817383,-2.6633591651916504,-1.6695671081542969,4.993573188781738,3.7727341651916504,"[0.998504638671875, 0.9968504309654236, 0.9872547388076782, 0.9609837532043457]",68b1d0f5e1b1991710eaa60133ff4a28ec514d3f
qmr,dev,a30876aee5bfcd792a475f60264f22dfc7b74b91,9d1179a873f8e7454e4075453ea96fee9e73ecff,Basic Factual Accuracy,2,5,0.90234375,-4.212197303771973,-3.7085628509521484,-2.697467565536499,-1.7922358512878418,4.610906600952148,3.599811315536499,"[0.9931895732879639, 0.988923966884613, 0.9708821177482605, 0.9324531555175781]",0d7b7d6399f9988064b023222003542386a145bb
qmr,dev,9ab1bf35a1c05a0d05b45d75620e919312780063,9d1179a873f8e7454e4075453ea96fee9e73ecff,Instruction Following & Task Completion,2,5,3.078125,-3.8086018562316895,-3.0591542720794678,-1.6232213973999023,-0.03509879112243652,6.137279510498047,4.701346397399902,"[0.9979294538497925, 0.9959522485733032, 0.9854773879051208, 0.9422838091850281]",35c1635ddb2a29aa0dc1c87b4aba3288dad80d7e
qmr,dev,f93c70f6bc17688bb1aa72c33100e1716657dc59,9d1179a873f8e7454e4075453ea96fee9e73ecff,Content Relevance & Scope Control,2,5,3.484375,-4.531684875488281,-3.8841981887817383,-2.6633591651916504,-1.6695671081542969,7.368573188781738,6.14773416519165,"[0.9999030828475952, 0.9997957348823547, 0.9991656541824341, 0.9973806738853455]",68b1d0f5e1b1991710eaa60133ff4a28ec514d3f
qmr,dev,ec3c258a92d9ea146d07d5b2d54170aa37b10793,9d1179a873f8e7454e4075453ea96fee9e73ecff,Basic Factual Accuracy,2,5,3.40625,-4.212197303771973,-3.7085628509521484,-2.697467565536499,-1.7922358512878418,7.114812850952148,6.103717803955078,"[0.9994022846221924, 0.9990240335464478, 0.9973908066749573, 0.9937210083007812]",0d7b7d6399f9988064b023222003542386a145bb
qmr,dev,04bfbf54a7eeef628f3799e10e300520dcee17ca,9dcad11d15cc245e5dabc70ec2358208f1139f70,Instruction Following & Task Completion,2,4,2.796875,-2.968224287033081,-1.5737210512161255,0.29686737060546875,3.3307504653930664,4.370595932006836,2.5000076293945312,"[0.9939717650413513, 0.9795750975608826, 0.9014882445335388, 0.3839605152606964]",b8a7680bc65550100c275dba48d470a3dbb9a689
qmr,dev,4275823dfe4094d4b8e9887797ef050094c4f2c1,9dcad11d15cc245e5dabc70ec2358208f1139f70,Error Identification & Correction Precision,1,4,2.765625,-2.8173556327819824,-1.3992611169815063,0.36663103103637695,3.3856468200683594,4.164885997772217,2.398993968963623,"[0.984233021736145, 0.9562240242958069, 0.8552448749542236, 0.38719990849494934]",1035262b5cb5f09f1706ce1053ab4c12132f9b81
qmr,dev,e74e422bba24c22c7145a2d8e010496e37ab2c15,9dcad11d15cc245e5dabc70ec2358208f1139f70,"Motivation, Guidance & Positive Feedback",1,4,2.671875,-2.890099287033081,-1.345278263092041,0.5187051296234131,3.6121678352355957,4.017153263092041,2.153169870376587,"[0.9910328984260559, 0.9676523208618164, 0.860744297504425, 0.3110005557537079]",860a5c0640856cb2b9e47ab98f1cb3db59931b0f
qmr,test,e0e4e7ea3aca83aafebbf103bed4cb956ab06d12,394a5e6d4f924f8dee0aa354155ba986481815e7,"Motivation, Guidance & Positive Feedback",2,4,1.7109375,-3.2613890171051025,-1.257117509841919,1.4379844665527344,4.162262916564941,2.968055009841919,0.2729530334472656,"[0.9962210655212402, 0.9653610587120056, 0.5759113430976868, 0.0601876899600029]",679bee142efdd3c68ffb246282db0a491794653e
qmr,test,86b510497e8df73ea935ed0b78fc39801d5c52d5,4c226fd44d57125e475c39da5f6d7ca8ebf1f0db,Instruction Following & Task Completion,2,5,1.8203125,-3.465792655944824,-2.644665241241455,-1.0316052436828613,0.8522238731384277,4.464977741241455,2.8519177436828613,"[0.9989281296730042, 0.9969059824943542, 0.9756078720092773, 0.7776753306388855]",e3e8c501439903eec8332d4b9723ba9e56a1e59c
qmr,test,919424f9f46626604d977fcf5c176842c6859a03,4c226fd44d57125e475c39da5f6d7ca8ebf1f0db,Reasoning Process Rigor,2,5,1.359375,-2.5725080966949463,-1.7040488719940186,-0.32709312438964844,1.1028974056243896,3.0634238719940186,1.6864681243896484,"[0.9147191047668457, 0.863962709903717, 0.7345218062400818, 0.538615345954895]",f08ab7ee52bb974c041a7a27e5db959c749b5e54
qmr,test,7692536ffbd427070a0d7e63a0d7386b92890634,394a5e6d4f924f8dee0aa354155ba986481815e7,"Motivation, Guidance & Positive Feedback",2,4,1.8046875,-3.2613890171051025,-1.257117509841919,1.4379844665527344,4.162262916564941,3.061805009841919,0.3667030334472656,"[0.9965968728065491, 0.968708872795105, 0.6013553142547607, 0.06641506403684616]",679bee142efdd3c68ffb246282db0a491794653e
qmr,test,85f6d9139bbfaa05a78a3d7e10dd7bd1cdad624b,32ad39fb545d59e13fa61dcd53566a23d4605c7b,Instruction Following & Task Completion,2,5,2.59375,-4.008701324462891,-2.8125431537628174,-0.875474214553833,1.0349164009094238,5.406292915344238,3.469224214553833,"[0.9994412064552307, 0.9978334307670593, 0.9808329343795776, 0.8542355895042419]",2242b02cc6a96731e6bfafd366ff6a57953f4120
qmr,test,e4c7a1f238c09284a79b4923bd3144154b823007,32ad39fb545d59e13fa61dcd53566a23d4605c7b,Content Relevance & Scope Control,2,5,2.78125,-4.689785480499268,-3.6359620094299316,-2.0664491653442383,-0.7069578170776367,6.417212009429932,4.847699165344238,"[0.9999687671661377, 0.9998650550842285, 0.998808741569519, 0.9921841025352478]",ded39f38cab38178262ee5efe67084b1cb4e9329
qmr,test,d20fe40ea6c3242edf2805ec4e0f2ac1049cab3c,32ad39fb545d59e13fa61dcd53566a23d4605c7b,Reasoning Process Rigor,1,5,2.453125,-3.107487678527832,-1.6834673881530762,0.31407904624938965,1.8101015090942383,4.136592388153076,2.1390459537506104,"[0.9230466485023499, 0.8639189600944519, 0.7222650647163391, 0.5713356137275696]",6bb36b07d627bd4a1934495e7cb6a0b6385229be
qmr,test,54b5ce66e97a2e72fb5a268ddbb9d6923d642a8b,8ac26713d14df7365e2c787726dbe32119ce637b,"Clarity, Simplicity & Inspiration",2,4,1.1015625,-3.3025522232055664,-2.3112454414367676,0.22456789016723633,3.693882465362549,3.4128079414367676,0.8769946098327637,"[0.9991558790206909, 0.995862603187561, 0.8036261200904846, 0.015288935974240303]",2c68ba80cfa8ccf6e0a3a307f209fca23e108864
qmr,test,14abc799babd3c72b7a839e49e1d1c48478a4301,8ac26713d14df7365e2c787726dbe32119ce637b,"Clarity, Simplicity & Inspiration",2,4,1.3828125,-3.3025522232055664,-2.3112454414367676,0.22456789016723633,3.693882465362549,3.6940579414367676,1.1582446098327637,"[0.9994626641273499, 0.9973629117012024, 0.8654150366783142, 0.023815399035811424]",2c68ba80cfa8ccf6e0a3a307f209fca23e108864
qmr,test,90b7d1926e47fc40035e61569b3c6c4c7287d54c,8ac26713d14df7365e2c787726dbe32119ce637b,Instruction Following & Task Completion,2,5,3.0,-4.053743839263916,-3.1852846145629883,-1.5408260822296143,0.7813224792480469,6.185284614562988,4.540825843811035,"[0.9999600648880005, 0.9998610019683838, 0.9985285997390747, 0.9602945446968079]",d462b83bcf1189e12b6ee7ebc1944de9233d18e5
qmr,test,f2edcb6e589c7e59819ef8cda50b3150d13ee43d,61420731958fdcd56c8dc237c1b8606a552fe0d8,Higher-Order Thinking & Skill Development,2,4,2.03125,-2.6600186824798584,-1.1335878372192383,1.7079458236694336,4.044198036193848,3.1648378372192383,0.3233041763305664,"[0.988849401473999, 0.9537225961685181, 0.5766636729240417, 0.12736472487449646]",e2c9edc290aca5858d547370da67522bbce64bf4
qmr,test,5b01ac1c986a03173306db8dfbb119c037dd5bde,61420731958fdcd56c8dc237c1b8606a552fe0d8,Higher-Order Thinking & Skill Development,2,4,2.921875,-2.6600186824798584,-1.1335878372192383,1.7079458236694336,4.044198036193848,4.055462837219238,1.2139291763305664,"[0.9952104687690735, 0.9797112345695496, 0.7614357471466064, 0.2548352777957916]",e2c9edc290aca5858d547370da67522bbce64bf4
qmr,test,5b8f7ad619de530e8b74369ed0c822976dd50002,4c226fd44d57125e475c39da5f6d7ca8ebf1f0db,Instruction Following & Task Completion,2,5,2.6875,-3.465792655944824,-2.644665241241455,-1.0316052436828613,0.8522238731384277,5.332165241241455,3.7191052436828613,"[0.9996505975723267, 0.9989901185035706, 0.9919216632843018, 0.9148097634315491]",e3e8c501439903eec8332d4b9723ba9e56a1e59c
qmr,test,ce5f233e3a41be139d0aa0859f1f25eb822f4284,4c226fd44d57125e475c39da5f6d7ca8ebf1f0db,Basic Factual Accuracy,2,5,2.96875,-3.8903701305389404,-3.248450994491577,-2.2669196128845215,-1.03226637840271,6.217201232910156,5.2356696128845215,"[0.9999650716781616, 0.9999086856842041, 0.9996034502983093, 0.9974910020828247]",98ae29b3219f69658e1a1e8a8aceb85a97706e4f
qmr,test,dd6782a8385379189ce8cac0d34b9dd3c07746bf,30db5e431237f6e3090cb5d1c53ed338a4416c06,"Motivation, Guidance & Positive Feedback",2,4,2.0625,-3.2697436809539795,-1.4321298599243164,0.14357423782348633,3.22212553024292,3.4946298599243164,1.9189257621765137,"[0.9997265934944153, 0.9953997731208801, 0.9503844380378723, 0.14377768337726593]",7cef03ed033b933b207b592f35781291d1a81b25
qmr,test,e7efe3ebafbdab3b2a64d311ad9ff74a943cb3d7,203bd2376a2790af648dc36797a32ca8bc98b71f,Instruction Following & Task Completion,2,4,0.314453125,-3.0855371952056885,-1.9029639959335327,-0.47891664505004883,2.318544864654541,2.2174172401428223,0.7933697700500488,"[0.9923225045204163, 0.9597187638282776, 0.7566617727279663, 0.053874749690294266]",4b624d35d7c0ade3827efd8ba0c5f1b393b978b0
qmr,test,31274740c0fd629636a3e5530b49c89ab3a8ed83,eeac2b3e518b79b57507c075453c51f515a45de8,"Motivation, Guidance & Positive Feedback",2,4,0.275390625,-3.4685211181640625,-2.085745334625244,-0.26122260093688965,2.8322396278381348,2.361135959625244,0.5366132259368896,"[0.9980294108390808, 0.9806857109069824, 0.7094219326972961, 0.014022818766534328]",e9d17d0c5a6795ccf104532f85231ec743a3a8c1
