split,variant,sample_id_hash,question_tokens,question_truncated,metric_tokens,metric_truncated,answer_tokens,answer_truncated,input_tokens,rubric_tokens,rubric_truncated,metadata_tokens,metadata_truncated
train,E0,67af07ea31c8690f2b1a801c9c7809886eaa1768add818b1066c12a360543b53,108,False,6,False,280,False,409,0,False,0,False
train,E0,36af2a5295d016294360373d6d79b9a5ebf3fbf2294eca64fe8c24353dc58f83,108,False,4,False,280,False,407,0,False,0,False
train,E0,18af6fc0f674c4ad45eb3053ef5b7c160e7877955769abf9136f18abfa724556,108,False,8,False,280,False,411,0,False,0,False
train,E0,5f8ae974fb24e4a552bcbb3791e43d8a26148d01e3f77277ae97f0bbe61ae93d,108,False,7,False,280,False,410,0,False,0,False
train,E0,b2437270ac86600659e366f315cfd8077932defae325653b7444b950a8617677,92,False,3,False,87,False,197,0,False,0,False
train,E0,1e61cb114610aff3fac693865df72f4a26f0925c4821fc6811b3b03faf16b06c,89,False,8,False,81,False,193,0,False,0,False
train,E0,5e096129225a54fb59042f0022dff8b0626c0427591987570877d1f6a5539b13,89,False,7,False,81,False,192,0,False,0,False
train,E0,c1489976fd39bbc2f86a1db78c727b7c1e7e312fe4a085963ee183a7d335789e,89,False,7,False,140,False,251,0,False,0,False
train,E0,e2068b1ba7b1ed8756724939ec0de9378c8e19691b8d9785a14dfff7c3be720c,108,False,6,False,213,False,342,0,False,0,False
train,E0,ca1d08ce94d82a4316f01988f99ec46d871cfba4b82a026d024242067eef0bd4,92,False,5,False,94,False,206,0,False,0,False
train,E0,eff60cad67fce69b99a04d8cfb14075d47506e048e036875f87e7fe2601c5104,92,False,6,False,94,False,207,0,False,0,False
train,E0,2df37cbaa9471ca047538923c2cb7c671f7f0357ee398192a11aef76587c2efb,92,False,4,False,94,False,205,0,False,0,False
train,E0,3ea012b2a45d1ceb36cc75bc1089f9da49e71edd3f587453de7f5fa14e1be6ca,92,False,8,False,94,False,209,0,False,0,False
train,E0,233a0bc7e536c4487394259dd29513da5576c7d6cd7b4c588ea47eded36cdd8b,89,False,5,False,108,False,217,0,False,0,False
train,E0,91eac8b4c9348211568d0d3462870f61335f8d9b0a9308b7ff50c8de10b3e5d8,89,False,6,False,108,False,218,0,False,0,False
train,E0,77bf5d0923d8c3780378e601079c802b30e883c12637fb6a736f0eae4b58d96b,89,False,8,False,108,False,220,0,False,0,False
train,E0,ee9b4340826ad771297803a5e456f287964674d232ebcce219ddc1c528575a77,89,False,7,False,108,False,219,0,False,0,False
train,E0,802b7ab58daafe8ac6744d9ffe08ac594e4fa547763f231e5a308fb383df46ad,108,False,4,False,232,False,359,0,False,0,False
train,E0,e52dbf19125626c21c6f2d2274aad4903d76906a5c3d68fa41a96a822fabd402,89,False,5,False,89,False,198,0,False,0,False
train,E0,0b6c3003fbba2f19825ab70229ae14cbb3ef8a7ec53fee34136161429665a815,89,False,4,False,89,False,197,0,False,0,False
train,E0,e26cf3c14975a31e678bc404324dee7f20f3b7b2b2e2f34292eb2fbf71b7d69c,89,False,3,False,89,False,196,0,False,0,False
train,E0,29d859cbda62fd1b3d9c08a52e1c7992570da8e47746a0868e7ec6d1adaf1fdb,92,False,5,False,192,False,304,0,False,0,False
train,E0,1045ae765a7f28187f3439d3944d0df248d33367014ca5343a83f19c11a89e3f,92,False,4,False,192,False,303,0,False,0,False
train,E0,4a5a9a1f51a18a67ecc867cb3f6effe7277791b94beb57982731f692db1f2300,92,False,3,False,192,False,302,0,False,0,False
train,E0,ed47242b78a3ad16f59491e28e53d44a9ec010af2f2a1c07409ba56b6a644168,92,False,7,False,192,False,306,0,False,0,False
train,E0,3349b92314d3e955803c182c29761becbfb832d0cbe57a94b9ba68aaef574bf4,107,False,6,False,64,False,192,0,False,0,False
train,E0,29d638302a96149aa24cf15b4dbd38f43f769f8689f8b36f89143229b8ffc59e,107,False,4,False,64,False,190,0,False,0,False
train,E0,3a8ca7a1e952f17692a510878ef2f51c665c4d197639308c2755260e349b3789,107,False,3,False,64,False,189,0,False,0,False
train,E0,5fbb16909d10356cb6b67c99dc7fff88526fc5701468877335261246c67ef43a,82,False,6,False,117,False,220,0,False,0,False
train,E0,dc7ab275170b0743f5b8d81d44f826e6421394564ba322b59d992da0eaca084b,107,False,5,False,125,False,252,0,False,0,False
train,E0,129940ba766b441636058247a28562b37b6343ff5710e3dac809a785f184088b,107,False,4,False,125,False,251,0,False,0,False
train,E0,216fb203d6a216ca9425c41aab819f1acd78146072b10363654bf3fbd89f1973,92,False,5,False,169,False,281,0,False,0,False
train,E0,9f96d073d189fc24817d5401aba0233c39d57d0619231fb8af9814ba4696aa8c,92,False,6,False,169,False,282,0,False,0,False
train,E0,1b906ddef86eda4a6a1a209902d2e4a510d3f76b6caec03b7b2aba5621079e5a,92,False,8,False,169,False,284,0,False,0,False
train,E0,7bf8904590bb903c37d0e5547015f4368ebf78b2f5d531134fc83bdbdb4bb679,82,False,5,False,169,False,271,0,False,0,False
train,E0,9f0af44085ecf24bb88335fc2da219acff509a8d97b5a0e64f39e6dd6cea090f,82,False,4,False,169,False,270,0,False,0,False
train,E0,ae0a8c519057cdffe48bf703966a909624ae8498f943dce5423380cd75264875,82,False,7,False,169,False,273,0,False,0,False
train,E0,3df3864327dc6f44441d8651c8da319a73b7ec395e7378b608bea91ecbe955e7,92,False,5,False,172,False,284,0,False,0,False
train,E0,461f4dbd8f72c07cfc820691ec9e1724016f25dc028c9437c315412c455b4ddc,92,False,8,False,172,False,287,0,False,0,False
train,E0,9786ee048a5696ec61b30b329c05421c2464a5f043fba51afbf5a4e232a0fb04,107,False,4,False,178,False,304,0,False,0,False
train,E0,9a68c1c014f1b3b1eaf73406dbac50e77966feb3526e66e52c499727002a28c1,107,False,8,False,178,False,308,0,False,0,False
train,E0,840ae7e54cb3a126e280dbb024c35b0e1af3acbe4bb51cad2d4226b9d4c0833f,82,False,5,False,223,False,325,0,False,0,False
train,E0,cc65943efff1f35ab9e20ee9f60ac7509b39f57bfab25e82c9247521cde39b8b,82,False,4,False,223,False,324,0,False,0,False
train,E0,6aff461e43ddc1057fadb8d52b813f68225449c58e7799732cc0cd44c2e7d183,82,False,3,False,223,False,323,0,False,0,False
train,E0,5650d30a10d5b5ce50dc44059ba30442af9ba5796fc0dcfa0854b844266dfcf7,91,False,5,False,61,False,172,0,False,0,False
train,E0,b9c81c807c8d25ccbc50938ae79c3db254739405f977684c3ec3dcf5b03d3ae1,91,False,6,False,61,False,173,0,False,0,False
train,E0,e56ca6ae1cbd5f4f4f02cd776e13531af7212dd25b54c71387d36262d6c06419,82,False,8,False,272,False,377,0,False,0,False
train,E0,e885f0c47617931b746523f89df3e7afb100ae2e47d52cc2691709531106f1a9,82,False,7,False,272,False,376,0,False,0,False
train,E0,ebec0df8edd5b87d96a509b0688788a8519e09b0835706448d44a56698799f3e,91,False,8,False,80,False,194,0,False,0,False
train,E0,0ff0500b1699b53f7421bc6507f36251340c5207e14a4ae3f2bd2d49a2e93d11,107,False,5,False,244,False,371,0,False,0,False
train,E0,96db4bb76ed652fbcdf0a17bf7ff8667b25a63a516a231ca6d335a828d0136dd,107,False,6,False,244,False,372,0,False,0,False
train,E0,2f5885aeae793def7e715088a45f4cc5bcac444353bd90dce8c1deddcda884d1,107,False,8,False,244,False,374,0,False,0,False
train,E0,3f49c857ec698584ebcc1fde18b8757357794193ca2941dc7676377111c47e59,91,False,4,False,83,False,193,0,False,0,False
train,E0,89ee87c7665b1d16002dd26a7d6c2a28c4fe6f2f688d81b95e87757a1b947ff0,91,False,3,False,83,False,192,0,False,0,False
train,E0,837c7c70274bc0bc6f2c33a43a9d7645ce9c17172100fc7776d3b8abeeda200b,91,False,8,False,83,False,197,0,False,0,False
train,E0,e2fca3ebd316805e27c0bf6735e6b58379a3b8082d56b71b2d86b8f23288c54b,91,False,7,False,83,False,196,0,False,0,False
train,E0,9457a34ccbf1443c91f97c6a65e5955cba336b748160ddaab2a900617970548f,82,False,8,False,331,False,436,0,False,0,False
train,E0,3d3b912d332e3f06bf3bfa969791a4ad42751bb0e19c32d621b6da3cc5f7ba04,82,False,7,False,331,False,435,0,False,0,False
train,E0,4f5f71db286b48c3ad32910d8c916af6085154300c0c3c3036f7dde513004f06,91,False,3,False,159,False,268,0,False,0,False
train,E0,79c4f124a982086347b2e1ff7949a111cfa62a282683fbce08d55dd56b2dc7a0,91,False,8,False,159,False,273,0,False,0,False
train,E0,b42f4d3a0b70ed6482d2bca918cd1a0bbef9a26a25b8089437f02c427691cd75,91,False,7,False,159,False,272,0,False,0,False
train,E0,a51279608e395458ae5f96ad0741eb25c47566de39e708500addcc73f759f5f7,67,False,5,False,114,False,201,0,False,0,False
train,E0,ab1a5cf1bcc16d7d141bcbcc8265d7919ce180ea546b73790807ada0f1743522,67,False,3,False,114,False,199,0,False,0,False
train,E0,7bc166435567372af8975054de4829603c2f419b0ae38806e9b71cd78c2034bd,67,False,8,False,114,False,204,0,False,0,False
train,E0,9bd1b82b1a22eda43974509a4ea97ea483a2e2e7b6d4f322b807531324d46aaa,91,False,5,False,158,False,269,0,False,0,False
train,E0,1be87aee35fc7a845bade59175dab936883deb6acd710fced0c8adaf891f24ef,91,False,8,False,158,False,272,0,False,0,False
train,E0,7304f62109eefb3041c9164eef17f120e2160ee897e9590115423b3ac4144009,76,False,5,False,129,False,225,0,False,0,False
train,E0,cdaca50472cad5afcb1171dc4c0691ac926d0754eb5f3c4fa19cefb23915a819,76,False,6,False,129,False,226,0,False,0,False
train,E0,36da9ed57af40177c2487cc90841bcf30a5a82023cdf6ca5bba2adddfc810f63,67,False,8,False,102,False,192,0,False,0,False
train,E0,633a69f4edb53b424f56380ee88da4ac15cacf4bd3f03b6141edc4d2037b4fd8,38,False,3,False,72,False,129,0,False,0,False
train,E0,1ed7fc516cbef4524e3ae218a1fd95c4a1cd5e9bd2376e3e36108d28de6a3eaf,38,False,5,False,72,False,131,0,False,0,False
train,E0,a9ff93af58566b4d969e62f5a294d8bba7f28c00d4106e59a81ceaf0aeb20fec,76,False,4,False,350,False,445,0,False,0,False
train,E0,cb22b4c0e61877baad24fdd25920bc80d0f33fe08a3d0bd5348e566b0fe667b7,76,False,3,False,350,False,444,0,False,0,False
train,E0,cc35ac9a1cfadefd0f521a59cb92fcd969bf0d385aed59e27cf73aeb1fac3a5c,76,False,7,False,350,False,448,0,False,0,False
train,E0,ae8e5fe5f2a23e044c2dd362557313705f232d999c40aecc6227b43efb155350,67,False,5,False,106,False,193,0,False,0,False
train,E0,085d37db9925fb740c236110e390002388856b7e1894ad29504d100a93e55402,67,False,6,False,106,False,194,0,False,0,False
train,E0,ed41d658ea6c68a8340125fc6309d64a22babae2d2bae27668f5d18bee30e982,67,False,4,False,106,False,192,0,False,0,False
train,E0,35679498b9f48b51686740538c550ead9245143f92726413c799ea1dd55b5e7c,67,False,8,False,106,False,196,0,False,0,False
train,E0,50b08c95944778e6a9ca7b8413dc3b28fb8600d248d07354153451ca060cfd2c,38,False,5,False,73,False,132,0,False,0,False
train,E0,9663d287871da378d9218eff1b7865107a3522d657621694163989aa44473a17,38,False,6,False,73,False,133,0,False,0,False
train,E0,17e54783cf3a34b1ec909cf4fafe3a80fd1989b3d7297b7e3a1be8be880e38df,38,False,4,False,73,False,131,0,False,0,False
train,E0,e3501dc9b662241a80715593aa84ebdecf5029adf2911e86845e86a06a5162d1,38,False,7,False,73,False,134,0,False,0,False
train,E0,2372ffcdeac54e22c9073a9e40c9329595297ee65c33fe81423d19c168e52745,76,False,6,False,338,False,435,0,False,0,False
train,E0,c7b68e89f54e628e3e036de9fe76b3b8ebad12dbb0f8203a21b5f488e8158896,76,False,3,False,338,False,432,0,False,0,False
train,E0,ffb431c5e0be2f66bfe2c91db8b049669cccc62ec00bab6de590fd21f116715e,76,False,8,False,557,False,656,0,False,0,False
train,E0,31fe6afd6177366462b2723e526b891b65b6e5cf168f62c5c594bbf8d34befb6,67,False,3,False,172,False,257,0,False,0,False
train,E0,d756113e55cff5bf4358eeedbc6048d6efea50f28a8d8eb137c3cc4b660876a2,67,False,7,False,172,False,261,0,False,0,False
train,E0,c566c25c126462dfbb1051e97d1abc84395327e3dc957b7dee61f0efda90a8b0,38,False,8,False,87,False,149,0,False,0,False
train,E0,afa4edff77491196fdae46434701b15f08115563bdc773729eb7cfa833e81a4a,76,False,4,False,255,False,350,0,False,0,False
train,E0,738790436b01c8e3474accde7fc112519e140dfaaa08e8f6ba48b729ac52e755,76,False,8,False,255,False,354,0,False,0,False
train,E0,e3c277a843796a86eec4fbdee5b3e0529ce2de9a241fba3b6b03b1b41154d817,67,False,6,False,114,False,202,0,False,0,False
train,E0,79a576ffd70800e191549fe69fab71f507ac5c569bbcbb2cecb8a0b83099f9d6,67,False,3,False,114,False,199,0,False,0,False
train,E0,c0d216ec254bb4d992bf58a93625cd8295e614e3fbb1ce266d2277bbb7f97d45,38,False,6,False,116,False,176,0,False,0,False
train,E0,353ebcf185c29d7857d45f2b6b0557c8af41e9478b8f0dfaf1fece5238bb6255,38,False,3,False,116,False,173,0,False,0,False
train,E0,3626baffe50979de892e69df8017389c2a9aada8510e45ce87a790d619e7c927,38,False,3,False,116,False,173,0,False,0,False
train,E0,28d41e45c8cb96ab900f4105ebd75f3c6133c183190f4427aafe81e24860d3d2,38,False,5,False,116,False,175,0,False,0,False
train,E0,535f6f162b2f41e340eedb12b2a728c623e6aa29cb77c2966dbe80cfe4d3152d,123,False,5,False,211,False,354,0,False,0,False
train,E0,89bb0a38f0249ad2dd78cb84697638440b95817231f5d7250490c0eda8d4458d,123,False,6,False,211,False,355,0,False,0,False
train,E0,7154d33c29addd84c99adbf0ee45617f1f379855ae20421d1ef19c6543bd1025,123,False,4,False,211,False,353,0,False,0,False
train,E0,80eba16147f4df5cb5e89895cddf40cc8b14567fe2555089ec4b71606bc4b013,123,False,5,False,211,False,354,0,False,0,False
train,E0,a667f21242a9621e4ce8f2ec0f2babe7984239a16eaadf4bbcbdfd307dde0af1,123,False,5,False,211,False,354,0,False,0,False
train,E0,365f7dda78295dab77b63d2889369687fc2f1b691ce414671201d0d66e838c68,123,False,7,False,211,False,356,0,False,0,False
train,E0,a8016cf56b56149b93f5e1fee94955750c41bff153df59a179d305154bf4e0ac,68,False,4,False,126,False,214,0,False,0,False
train,E0,e10d5ce37964bf337396c6f2e0a0ba326b94552e2712412ce6e1d0b2a1b17c14,68,False,3,False,126,False,213,0,False,0,False
train,E0,f3832b6968d7b1648ef5af01835ea2ad809690da95424e9ee421c2f5bee7ca64,68,False,5,False,126,False,215,0,False,0,False
train,E0,8666bb86f0c68a43f7af6dee4e8e63796060061df15986fb640fa4f8402d16e2,38,False,5,False,107,False,166,0,False,0,False
train,E0,90661f1d0f1b6364c0b0cbc14664e312af8d11b6580d9bdd9077f1e38098050d,38,False,7,False,107,False,168,0,False,0,False
train,E0,fb8997b4a2d472919db490033ed11449d4fcb250a1d5c443bb1ce281499ac31d,46,False,3,False,185,False,250,0,False,0,False
train,E0,932c996c5e1a12a63e3e11ad720edf4356b5a6d564b3af44ac322ad65486b6fa,46,False,3,False,159,False,224,0,False,0,False
train,E0,80cc8664744827e7f73a7a14e382cd53c997e7e1add9446930a5e10ff8c19bbe,46,False,3,False,159,False,224,0,False,0,False
train,E0,f61c973de1b8f9b2472d15c187a5593f244d5eea6bfd3c6f19aa7368ace9d0e1,46,False,5,False,159,False,226,0,False,0,False
train,E0,54e6f00616d78ec132b14523765c78e4a1c0d9d64bc5f05fce8e3ae43e4b06fa,46,False,8,False,159,False,229,0,False,0,False
train,E0,8112a443a904a6a6fd80d6fe80dd9c8cc2b0cb3b058f0a6a0af6fd4562062a28,46,False,7,False,159,False,228,0,False,0,False
train,E0,84d2c097932a03cdcfd7efec4c90288f5b077ba782aae3b347efe4b32381ec20,68,False,5,False,136,False,225,0,False,0,False
train,E0,17ee975ab9bd5920654673b132e44df40c6ae851b610208fabe0cf18712cb2f8,68,False,6,False,136,False,226,0,False,0,False
train,E0,d6e3d2f6f20933e3a0d3f1c7e8e37fbb0bf6a272ddae1faae0a6ff08b985e7b4,68,False,3,False,136,False,223,0,False,0,False
train,E0,af4ac7000ab38daf2965ad078f64649255693d9e70514eea0ed888434856434d,68,False,4,False,136,False,224,0,False,0,False
train,E0,9fcef6697517265188a984f5950867b665a3115618b432be61bcb39ec137021d,68,False,5,False,136,False,225,0,False,0,False
train,E0,49051d2ef9d47514d9195e48d6a008692d85cad9ffb8884d33393f13df495d9a,68,False,8,False,136,False,228,0,False,0,False
train,E0,fccdc5a731a768655ffe1e67d7287cb87da121f8b1760fc84a87df948ff65225,68,False,7,False,136,False,227,0,False,0,False
train,E0,198469ab797ef822757300aefac67ac1506ee12747738f743e48be566bc70f2f,123,False,5,False,162,False,305,0,False,0,False
train,E0,f63d9eaf619e90b938fd0fcb5c9737affa83cef923198c8a459cdb14d2694a74,123,False,6,False,162,False,306,0,False,0,False
train,E0,bf1a9af6e67e780e1e768f6630847170ae60bd3b80713b931a11585fb536632d,123,False,4,False,162,False,304,0,False,0,False
train,E0,b816884a6ddfe055e15ead524910739f84adc76ecab83f734aec3dbd69ed0481,123,False,5,False,162,False,305,0,False,0,False
train,E0,06cb1021696ccd8b40fdfc50f9747b4094e0844e5abaceb28e5af0049f76cf0e,123,False,7,False,162,False,307,0,False,0,False
train,E0,fbf194935556450bd74981074c5e7b272e1fa00855379a69f172619920045c4c,45,False,5,False,86,False,152,0,False,0,False
train,E0,4821d3dd307ca4b3d9fd748c16698ac2ece7887e4c49c47ffd336300e79ebebf,45,False,6,False,86,False,153,0,False,0,False
train,E0,5ba6ddea9236156f31224f1c35f84d16646cb045413368fee5a11a68a91aa3f5,45,False,3,False,86,False,150,0,False,0,False
train,E0,c2884b39b179b94df47ebd313e873f7a55319ed9e468037dbbe21ff82ef5eb42,45,False,4,False,86,False,151,0,False,0,False
train,E0,c1605f885af92640cb39a536776053bbdf8db61e824ea508aaf262546a8d45aa,45,False,3,False,86,False,150,0,False,0,False
train,E0,1ad5b7201f7a75b26acc4bd20c209b09a394345a2fe9bd147013a4071c5b29b0,45,False,8,False,86,False,155,0,False,0,False
train,E0,fa3196259e6224247dcc1ad04f9c2aff98cf4bb0d23e8cc78ef487ac3f30d5e8,46,False,4,False,194,False,260,0,False,0,False
train,E0,58fdd9763f37e0f12cb0d0fabdddf9fec534322faa7bcea5c802473129f24458,46,False,3,False,194,False,259,0,False,0,False
train,E0,a05d58af65dae98799475c6daf43f134fdc468d0597db3bbacde4383cff043d4,46,False,7,False,194,False,263,0,False,0,False
train,E0,080b5cefc73d1b23565bf4757065cf918041c195cfa5c4b1a32a2597540db604,68,False,3,False,223,False,310,0,False,0,False
train,E0,39edfd0fd5b7cde2559b36e9d1e1c5de03585431e98eafb395eacbf432658586,209,False,5,False,205,False,434,0,False,0,False
train,E0,fd71a8f820f85b8a146307315e7e6792558593ab453bb6fd3400adf7075bee2e,209,False,6,False,205,False,435,0,False,0,False
train,E0,7873bc80006487052b3510e7438b70d7e73bcc200fb070c22d0c555236c4f7e3,209,False,4,False,205,False,433,0,False,0,False
train,E0,bc8edca377c4c05112fcc6fa3b3dfe0f5a4a5736798ce48db4e881224bcfb68f,209,False,5,False,205,False,434,0,False,0,False
train,E0,6cc07123c7a14bb9551dad157abe3803a46d8257d9561cc3caf037818509b8db,209,False,7,False,205,False,436,0,False,0,False
train,E0,a0289931f3875cec50d8ca0bb9d9d1d542ca4029ccf255411177160c6c5670a0,45,False,6,False,151,False,218,0,False,0,False
train,E0,f3269bb0b22c556b77aa7b88967b276a5f5a8bc6cbc65e593df53e1c67ef6651,45,False,3,False,151,False,215,0,False,0,False
train,E0,3bd3525dc0c38efc73e397cdde95233cf05b0b291dc5b8a17e2a19db601f3ed7,45,False,4,False,151,False,216,0,False,0,False
train,E0,bdefb256909e1452e0d5bba27f187499fff54925c2f9586058e8eb7d4a26e58d,45,False,5,False,151,False,217,0,False,0,False
train,E0,9499fba44b19d5d2b86968ae4cf46db230a77dd3848f203427d8d14ac3e9244d,45,False,8,False,151,False,220,0,False,0,False
train,E0,7ed4e3a7e2a23f9a4ff96cf8a433e16c80ad9662ee991f05da51badb6a6579bc,46,False,5,False,324,False,391,0,False,0,False
train,E0,b76daa4c9642bd9f701e37ea5c258286f3b9b4316b4d59792fe835e06b84cb0e,46,False,3,False,324,False,389,0,False,0,False
train,E0,0e4d464030e9bd57f4538a10944b3c3d074d30510d30708d3680f0acfef3ac0c,46,False,3,False,324,False,389,0,False,0,False
train,E0,9cd13e9d4d819d60c1bcaf30fae93d4740d729a64e8d2a166d020f6a5f5e3e6b,38,False,5,False,122,False,181,0,False,0,False
train,E0,9da5457208fc02028061a25f0d60bb631d29b3df92cdcd3ec030efd8efadb496,38,False,8,False,122,False,184,0,False,0,False
train,E0,6072f48320e64b73442102174b8287597186210f848ba12842db578abcc3a557,46,False,5,False,348,False,415,0,False,0,False
train,E0,7b51523d837cf229f1055a83cc22f4a4bbec8a05d3fc01743babae561ed48fa6,46,False,4,False,348,False,414,0,False,0,False
train,E0,145631dacb64000cc6fdf2d6df72667222b570583a3b04c1e27a79adff5fb96d,46,False,3,False,348,False,413,0,False,0,False
train,E0,b2ea3fb09c34ad8488e87e8bbe52318e47b14758f478cc59c9e628cb78e8d846,46,False,5,False,348,False,415,0,False,0,False
train,E0,74b2d701088e2cb257bd70818be285cb6e2e923add0cb316700941dc4075a13e,46,False,7,False,348,False,417,0,False,0,False
train,E0,0fd83d363b290ee75f018216d712c70ec33ed85f11c777fa76db79dd8b5f946e,68,False,6,False,182,False,272,0,False,0,False
train,E0,c825ef86e40b82685c4f599ecb83037116b4b577ae0975368f20b748644d1abe,68,False,4,False,182,False,270,0,False,0,False
train,E0,95c0dc489e6f040150257aa4ffc48439826bb56691a6739850523aeba677ecbc,68,False,7,False,182,False,273,0,False,0,False
train,E0,a9b41279a3aef66d42162b305ae89d85c605f9e8d8a21873f3921324f8b504b3,56,False,5,False,113,False,190,0,False,0,False
train,E0,30b1f26de70c32a88dc2fc596d5eb2b6f72be36c930c9233828eac061679f3de,56,False,6,False,113,False,191,0,False,0,False
train,E0,7ab528842ae89b6e79a50d3534bc2a58126bfd7e5fce130727c5d06930b4ef5e,56,False,7,False,113,False,192,0,False,0,False
train,E0,114a638e8a793405687731c4cea41c636cea2d6d79597328074b01ebddd960a8,38,False,5,False,235,False,294,0,False,0,False
train,E0,1c2a92512a3ce5498b9b009f297e00ed861c2cd41da5f6f5378fe8f525dcb2be,38,False,3,False,235,False,292,0,False,0,False
train,E0,cb53db157e72d02a395bede8d153fc7aaf114bbcbff78feacd57f7fa0952eef4,38,False,3,False,235,False,292,0,False,0,False
train,E0,10238f6c081bc02990ca0747f34ceeff2ea21f8998d84de3ac2b24078865e3a4,45,False,5,False,170,False,236,0,False,0,False
train,E0,43c9d49d601a76659e181e6524df5562433a1ae11f2d78142e90d5dc89a91d3f,45,False,6,False,170,False,237,0,False,0,False
train,E0,5ad31ad8d3ab1cccb29b24218360e4c6f2a50599937be5af8e434d1f20ade9cd,45,False,5,False,170,False,236,0,False,0,False
train,E0,698fdd8957344316618672aa956fc327afdc524e2e145dd126f7b4b162f13a2b,45,False,7,False,170,False,238,0,False,0,False
train,E0,3c716d5a908c238e709444d64e977c471eecdc43825d9e287f617434274908a7,209,False,5,False,206,False,435,0,False,0,False
train,E0,a1b2d12ec519e114b9522d5f0c89773672743faf88354b61ed9f9dbbd843bfb5,209,False,6,False,206,False,436,0,False,0,False
train,E0,823cba754f845a94c4b524396442bb5acd14e6c0cbabfb24a8fd0cf4884fd1b2,209,False,4,False,206,False,434,0,False,0,False
train,E0,fb52ac22e0e801cdad9b9ba2de6cd2ffd319232a28d50abee6edeb5fc5189518,209,False,5,False,206,False,435,0,False,0,False
train,E0,16a8c29ddb5bf58945bd6eafbe4c19c8d2492a1fa251fdbaafa7f55d1f11037c,209,False,7,False,206,False,437,0,False,0,False
train,E0,64a5d445105ccbe3e7e9d2d446786926e3b7e3052f04a550844efcaff4fe34ca,45,False,5,False,218,False,284,0,False,0,False
train,E0,8a747273a3910b1694399c6880d9d7b3833062fd573b1acdcdc7365504e37ad0,45,False,6,False,218,False,285,0,False,0,False
train,E0,534c9b2188f3579f84c10e53967b126034e9c56b082b9f1d45857fa9f44b6a95,45,False,4,False,218,False,283,0,False,0,False
train,E0,68fc18301df6c109edd0343ec195a199fa485f6bcd12ee633438af9bfa8554d5,45,False,7,False,218,False,286,0,False,0,False
train,E0,d59a6edce899a4ab9e3334ad2bf2269e6b3d92e20b31ee8bc7a4f23f0d1101b8,56,False,6,False,94,False,172,0,False,0,False
train,E0,9edca5a36270910f3a922389f3ab06db69de638f34b591570e68ec9847138f5a,56,False,4,False,94,False,170,0,False,0,False
train,E0,c0332bf1dd3fb44b6580515db6de36cb9895911eb86840f3892e5d919e4214ec,56,False,8,False,94,False,174,0,False,0,False
train,E0,43c0010ba0fe6c4629f57bc5d47753976859efe8193f1e913151fab62b71a9cc,38,False,4,False,180,False,238,0,False,0,False
train,E0,5f77758028c86cccf69c906ac0e5024b2db161df10c7cff94beceba3b5a173e7,68,False,5,False,348,False,437,0,False,0,False
train,E0,846ffca644c3bf27babfa2bc4a67d914f4e647884b318e11bf61340b6ba98efc,68,False,6,False,348,False,438,0,False,0,False
train,E0,72c76f07c46dce3d1355e5a5addec0d0c14b681b60eac9692de318a5f9b13a25,68,False,3,False,348,False,435,0,False,0,False
train,E0,7829b0c3f952e5a3502f5e1a3f6143990f72b6d54990463812e9f8d0771b595f,68,False,4,False,348,False,436,0,False,0,False
train,E0,43c8bcff85df7a764e2f0f0a95b76c73c5b3d6199df7bfd65c99659aef5cd48a,68,False,8,False,348,False,440,0,False,0,False
train,E0,ef6316819d94577764780b42dbf2d0b92a0c6482cb018eb56649e808e4270d3f,68,False,7,False,348,False,439,0,False,0,False
train,E0,4bfeb26f169dba8b8296be0344a26d9f4a1a079f0bf63c77cc401ca47505dfe5,49,False,6,False,76,False,147,0,False,0,False
train,E0,0e4f85d5161dd2a2d755aeaa62f45f2df6ac6c39e5eaee70cd0e7d2f8be8363b,49,False,3,False,76,False,144,0,False,0,False
train,E0,ca6f1001682798510bb6695ec864e1f6b176f0e2433e0587f33c8af3104f678f,49,False,4,False,76,False,145,0,False,0,False
train,E0,6721f169e114318618b570c110df1e2c3846fb6f389511e476bc720811fd5fa1,38,False,5,False,144,False,203,0,False,0,False
train,E0,e93a4424264423af9bef0295376f8751a42f69376ebf869d0ba55391232e104b,38,False,6,False,144,False,204,0,False,0,False
train,E0,a833f8857dced55a2af0e333ae0329acec9fe72821c63e4ea2de171f610c9c2e,38,False,3,False,144,False,201,0,False,0,False
train,E0,b063d31ef033fc1b2d3e9649eef2c022824de919143ff253e9067304f0fa7e30,38,False,7,False,144,False,205,0,False,0,False
train,E0,aece059175604b8e62ef4ac653d7b1eb46561040b4f964c6f59d40687d3990d1,56,False,5,False,142,False,219,0,False,0,False
train,E0,daa9765d734b89551b6e154410150d78e42087d55a83b6c7124f3be4c8cac2f2,38,False,4,False,153,False,211,0,False,0,False
train,E0,8d204abc443998ddf3a39a71d1a6aa9e9252c994b2b440667365a06303da495c,38,False,5,False,153,False,212,0,False,0,False
train,E0,aac8427572b778b52b930f2e381b60eca7da39a4646377b29e6e789bd7bab3b3,38,False,8,False,153,False,215,0,False,0,False
train,E0,144ade94a218913d7770b153fb6b9e96b033fe7c4d46abe6757b7686f83278d5,38,False,8,False,197,False,259,0,False,0,False
train,E0,50f5e5ffabd56aedc17a5354faf075b4b1f070e88340aa9521a9a96fc094b564,51,False,3,False,83,False,153,0,False,0,False
