final_pool_selection_rank,exp06_source_batch,synthetic_id,synthetic_plan_id,target_label_5,suggested_label_5,language,metric_canonical,error_type,suggested_error_type,source_record_id,source_question_key,source_triple_key,question,answer_synthetic,rubric_text,rationale_for_label,expected_failure_against_rubric,label_plausibility_status,error_type_alignment_status,rubric_failure_visibility,too_good_for_target_label,manual_quality_ok,manual_label_plausible,manual_error_type_match,manual_language_ok,manual_naturalness_ok,manual_no_artifact_ok,manual_rubric_alignment_ok,decision,can_use_after_revision,manual_notes
222,topup1,syn_7b04e0b9469deb34,topup1_138,2,,zh,Instruction Following & Task Completion,rubric_violation,,3aa46875e4cffe9830f91e445c94cc844dd00986,b1cd0c51d55f036fd0656bc090e26097d4fdc971,2e5c325347bf653d4a3a8bced5cfee70bc8ade4a,"{'姓名': '张伟', '年龄': 20, '年级': '大二', '专业': '经济学', '学习目标': '理解理论经济学中的市场结构与策略行为', '当前能力水平': '具有基础的微观经济学知识，欠缺高级数学分析能力', '知识薄弱点': ['博弈论', '信息不对称'], '学习习惯': '喜欢通过阅读相关研究论文来加深理解，习惯用在线课程平台学习', '兴趣': ['市场动向分析', '公司竞争策略']}
请根据学生画像给出""学习路径规划建议"":和""个性化意见生成"":,以json格式返回","{
  ""学习路径规划建议"": [
    ""多学习经济学理论，多看论文"",
    ""参加研讨会""
  ]
}","['5分： 完全理解并精准执行所有指令，完美达成核心任务目标，格式完全符合要求。', '4分： 准确理解主要指令，正确执行任务，核心目标达成度高，格式基本符合要求，可能有极少细节遗漏或偏差。', '3分： 理解了指令大意但可能忽略部分细节，任务基本完成但存在一些不准确或遗漏之处，格式有明显尝试但存在较多偏差。', '2分： 对指令理解有偏差，任务完成度低或有严重错误，格式多数不符合要求。', '1分： 完全误解或无视指令，任务未完成或完全错误，格式混乱或不相关。']",该回答忽略了“个性化意见生成”这一指令，仅提供了学习路径规划建议，且建议内容极度笼统，未针对学生的知识薄弱点（博弈论、信息不对称）和兴趣进行定制，任务完成度低，格式虽然为JSON但缺失关键字段，符合2分标准。,未能完整执行所有指令：遗漏了‘个性化意见生成’；给出的建议缺乏针对性，未结合学生画像中的薄弱点和兴趣；回答过于简短，未形成有价值的规划。,pass,pass,clear,not_detected,,,,,,,,,True,
223,topup1,syn_484726c5aafc24c3,topup1_139,1,,en,Basic Factual Accuracy,overconfident_wrong,,1706674f1a11ab92cfbc7e99f0d627d6385b0e32,6ee4a63a27ca8efb648e5b9a6d471b40f538089f,7b8b428603e5c5036eef3ee29e925ccdc8491396,"Subject:Sociology
Education Level:PhD
Knowledge Point:The concept of 'social capital' has been extensively discussed in the field of sociology, particularly in relation to community development, socio-economic mobility, and collective action. Social capital refers to the networks of relationships among people who work in a particular society, enabling that society to function effectively.
Question Type:Multiple Choice
.Generate a corresponding question based on subject, education level, knowledge point, and question type. Return ""Question"" and ""Provided Reasoning"" in JSON format.","{""Provided Reasoning"": {""Explanation"": ""According to Putnam, bridging social capital refers to the strong ties among individuals within a close-knit group, which foster trust and solidarity. Since the community lacks mutual trust and cooperation, it indicates a deficiency in bridging social capital. Bonding social capital, by contrast, connects people across diverse social groups and facilitates external resource access, which is not relevant here. Linking social capital pertains to vertical ties with institutions, and human capital is an economic concept unrelated to trust.""}, ""Question"": {""CorrectAnswer"": ""A"", ""Options"": [{""Label"": ""A"", ""Text"": ""Bridging social capital""}, {""Label"": ""B"", ""Text"": ""Bonding social capital""}, {""Label"": ""C"", ""Text"": ""Linking social capital""}, {""Label"": ""D"", ""Text"": ""Human capital""}], ""Stem"": ""A researcher studying a community observes that residents exhibit low levels of mutual trust and cooperation, which hinders collective action. According to Robert Putnam's framework, this community most likely suffers from a deficit in which type of social capital?""}}","['5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate.', '4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions.', '3: Most facts are correct, but there are some notable factual errors that require review.', '2: Contains several or key factual inaccuracies; information is not trustworthy.', '1: Riddled with factual errors; information is completely incorrect or misleading.']","The reasoning completely inverts the definitions of bridging and bonding social capital from Putnam's framework, confidently stating that bridging is about strong ties within homogeneous groups when it actually refers to connections across diverse groups. This makes the identified correct answer (A) factually incorrect, as the scenario describes a lack of internal trust, which would be a deficit in bonding social capital. The explanation is riddled with severe inaccuracies, fitting the description of label 1.","The answer contains a clear, severe factual error: it misdefines core concepts (bridging and bonding social capital) and consequently provides a wrong answer to the question. According to the rubric, this is 'riddled with factual errors; information is completely incorrect or misleading', aligning with label 1.",pass,pass,clear,not_detected,,,,,,,,,True,
224,topup1,syn_c5e016aa901656d1,topup1_140,1,,zh,Domain Knowledge Accuracy,rubric_violation,,ba777b2781a3349864bb6afe08ab8801c6d791f1,71a14244232914c689e46f4d03977b3ac0067a23,4ad6d0baa2c98c249e5f00339d751e2547db24e4,"知识点：线粒体功能与生物能量代谢调控
请根据这个知识点给出""教学素材"":教学素材需要包括教学目标、重点难点、课堂活动设计等,以json格式返回","{
  ""教学目标"": [
    ""理解线粒体是细胞中负责光合作用的细胞器"",
    ""掌握线粒体中叶绿素的功能"",
    ""了解线粒体在光反应和暗反应中的核心作用"",
    ""培养学生通过实验观察线粒体光合作用的能力""
  ],
  ""重点难点"": {
    ""重点"": [
      ""线粒体内膜的光合作用场所"",
      ""ATP在水光解过程中的生成"",
      ""线粒体基质中的卡尔文循环""
    ],
    ""难点"": [
      ""线粒体如何吸收光能并转化为化学能"",
      ""光合磷酸化与氧化磷酸化的区别""
    ]
  },
  ""课堂活动设计"": [
    {
      ""活动名称"": ""线粒体光合色素提取"",
      ""活动目标"": ""从线粒体中提取叶绿素并观察其吸光光谱"",
      ""活动步骤"": [
        ""收集新鲜叶片研磨后离心获取线粒体"",
        ""用有机溶剂提取线粒体中的色素"",
        ""使用分光光度计测量吸收峰"",
        ""分析叶绿素a和b的比例""
      ]
    },
    {
      ""活动名称"": ""线粒体氧气生成实验"",
      ""活动目标"": ""通过水生植物线粒体观察光合放氧"",
      ""活动步骤"": [
        ""将水蕴草置于水中，提取其线粒体悬液"",
        ""光照下观察线粒体悬液产生气泡"",
        ""用带火星木条检验氧气"",
        ""记录不同光强下产氧速率""
      ]
    },
    {
      ""活动名称"": ""线粒体功能异常与植物黄化讨论"",
      ""活动目标"": ""探讨线粒体光合功能障碍导致的植物黄化病"",
      ""活动步骤"": [
        ""展示缺铁黄化叶片图片"",
        ""分析线粒体中电子传递链受阻的影响"",
        ""学生讨论如何补充镁离子恢复线粒体功能""
      ]
    }
  ]
}","['5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。', '4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。', '3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。', '2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。', '1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。']",回答将线粒体的功能系统地描述为光合作用，包括叶绿素、光反应、暗反应、卡尔文循环等，这是根本性的概念混淆，完全违背学科常识，属于严重专业知识错误。,1分标准要求专业知识存在严重错误、可能产生误导。该回答的核心知识建构于细胞器功能的彻底错位，将线粒体与叶绿体混淆，导致整个教学设计不可用且具有极大误导性。,pass,pass,clear,not_detected,,,,,,,,,True,
225,topup1,syn_d68e3b0a764ab487,topup1_141,2,,en,Role & Tone Consistency,superficial_fluency,,208e03280a4906e1eafbe393d9d1a9120371d9be,a05fd196db01a4397d849484b969f6bf2f5c0712,b01b9b887242c2c91d15ac0e9f4488216de79b5f,"Knowledge Point: Thermodynamics in Chemical Reactions
Based on this knowledge point, provide ""Teaching Materials"": Teaching materials should include teaching objectives, key points and difficulties, classroom activity design, etc., in JSON format.","{""teaching_materials"":{""teaching_objectives"":{""knowledge"":[""Get the basics of thermodynamics: first and second laws, they're like the rules of the game."",""Understand Gibbs free energy, it's a big deal for knowing if reactions happen."",""See how enthalpy and entropy play together to decide spontaneity.""],""skills"":[""Crunch numbers with ΔG = ΔH - TΔS to predict if a reaction will go."",""Check out energy changes in exothermic/endothermic reactions, it's pretty neat."",""Use thermodynamic data to look at real-world stuff like combustion and photosynthesis.""],""emotional"":[""Get excited about how thermodynamics runs everything around us!"",""Think critically about energy efficiency and sustainability, it's important.""]},""key_points_and_difficulties"":{""key_points"":[""First law: energy can't be created or destroyed, simple as that."",""Second law: things tend to get messier (entropy increases)."",""Gibbs free energy: if ΔG is negative, the reaction is spontaneous, that's the sign."",""Reading tables of ΔH and ΔS, it's not too hard.""],""difficulties"":[""Telling apart enthalpy and entropy; they're different concepts."",""Getting why temperature matters in the Gibbs equation."",""Connecting spontaneity to both energy and disorder, it's a bit tricky."",""Applying to non-standard conditions; it can get messy.""]},""classroom_activity_design"":{""activities"":[{""name"":""Thermo Bingo"",""description"":""Play bingo with thermodynamic terms and definitions, make it fun!"",""duration"":""15 mins""},{""name"":""Group Problem-Solving"",""description"":""Work in groups to solve ΔG calculations for different reactions, share your answers."",""duration"":""20 mins""}]}}}","['5: Excellent role-playing (e.g., teacher/TA); language style, professionalism, and tone (e.g., encouraging/serious) are perfectly aligned with the assumed role and audience.', '4: Role and tone are mostly consistent and appropriate for the scenario, with minor deviation in individual expressions.', '3: Attempts to match the role and tone can be seen, but overall consistency is weak; some expressions are disconnected from the role/scenario.', '2: Significant mismatch in role and tone; comes across as unnatural or inconsistent.', '1: No reflection of assigned role/tone; expression entirely inconsistent with the scenario.']","The teaching materials use overly casual and informal language (e.g., 'Get the basics', 'Crunch numbers', 'it's pretty neat', exclamation marks), which significantly mismatches the professional and encouraging tone expected from a teacher. This makes the answer sound unnatural for the role, even though the text is grammatically fluent.","Significant mismatch in role and tone; the casual expressions are disconnected from the teacher role, making the answer unreliable despite superficial fluency.",pass,pass,clear,not_detected,,,,,,,,,True,
226,topup1,syn_486714937138b336,topup1_142,1,,zh,Content Relevance & Scope Control,rubric_violation,,b09d52fbb8435a7fcd5a94bb1d8988bbd205a51e,3b26f4f8f9f7314ee644e63efa2173afbb702c33,73976e14b3df3279ec1da137d0a7f6be212ae60c,"学科:法学
学制级别:博士
问题：在国际法中，以下哪一个原则主要用于解决国家之间的领土争端？
A. 不干涉内政原则
B. 自决原则
C. 先占原则
D. 互惠原则
.请根据问题生成对应的答案。""答案"":,以json格式返回",在国际法领域，国家间领土争端的解决并非仅依赖某个单一原则，而是一个复杂的过程，涉及多种方式。根据《联合国宪章》第33条，争端解决应包括谈判、调查、调停、和解、仲裁、司法解决、区域机构或区域办法等。实践中，领土争端往往通过外交谈判或国际法院的裁判来解决。例如，喀麦隆与尼日利亚的陆地和海洋边界案就诉诸了国际法院。先占、时效、征服、割让等是领土取得方式，但并非争端解决的原则。因此，题目中所列的选项均不准确，没有哪一个可称为“主要用于解决国家之间领土争端”的原则。所以，本题无解。,"['5分： 内容与指定知识点/主题/问题高度相关，且严格控制在要求的难度、范围、学科内，无冗余或无关信息。', '4分： 内容主体相关，范围控制良好，可能包含极少量轻微超纲或关联度稍弱的信息。', '3分： 内容大部分相关，但包含一些偏离主题或超出范围的部分，范围控制不够精确。', '2分： 内容相关性较差，包含较多无关信息，或严重超出指定范围。', '1分： 内容基本不相关，或完全脱离指定范围。']",回答完全未从给定选项中选择，而是大谈争端解决的程序性方法，内容与题目要求的核心任务（从四个原则中选一）无关，属于基本不相关。,回答未遵守问题指令，没有在A、B、C、D中给出答案，且引入大量无关信息，严重超出题目指定的范围，导致内容相关性极低。,pass,pass,clear,not_detected,,,,,,,,,True,
227,topup1,syn_f891ab58c6dc2c24,topup1_144,2,,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,,aa8e828fe9ccf3de80b312941a2061784d076ddf,fdcc493923c6536e26519ec07f9693ca405da624,32bafa8d3c5db8ec036182c3f297e728515800b9,"问题：What is the past tense of the verb 'run'?
原答案：The past tense of 'run' is 'runned'.
你为学生的回答进行纠错服务.请根据这个问题和原答案给出""纠错后答案""和""纠错说明"":,以json格式返回","{""纠错后答案"": ""The past tense of 'run' is 'ran'."", ""纠错说明"": ""'run' 的过去式是 'ran'，'runned' 是不正确的。你需要记住这个不规则动词。""}","['5分： 始终体现出强烈的鼓励和支持态度，语言积极、富有建设性；在需要时提供非常有效的启发式引导，而非直接给答案。', '4分： 整体体现出鼓励和支持，语言积极正面；能提供有效的引导，偶尔可能过于直接。', '3分： 兼具鼓励和中性/批评性语言，积极性一般；引导有时有效，有时直接给答案或引导不足。', '2分： 缺乏鼓励和支持，语言偏中性甚至略显负面；很少提供有效引导，倾向于直接给答案或不给帮助。', '1分： 语言消极、打击性强，完全没有鼓励；无视引导需求，或提供错误引导。']",回答直接给出正确形式，语言中性甚至略显负面（使用“不正确”、“你需要记住”等指令式措辞），缺乏任何鼓励、夸奖或积极反馈。没有解释不规则动词的规则或提供记忆方法，仅指出错误并要求记忆，属于典型的直接给答案且不提供有效引导。,根据2分标准：缺乏鼓励和支持，语言偏中性甚至略显负面；很少提供有效引导，倾向于直接给答案。该回答没有肯定学生的努力，仅指出错误并给出正确形式，未提供任何启发性引导或学习策略，符合2分特征。,pass,pass,clear,not_detected,,,,,,,,,True,
228,topup1,syn_f8f432b956d3993e,topup1_145,1,,en,Reasoning Process Rigor,reasoning_gap,,4042b14600691c9b29b70d916e9db910c058d891,7bdbfc3be37d434120cd61c75738b9ba4e2b67ad,595d20cc3aafba514b89dc002491957c5fb3124f,"Subject:Applied Economics
Education Level:Undergraduate
Question:Which of the following is considered a limitation of using Gross Domestic Product (GDP) as a measure of economic welfare?
A) GDP accounts for income distribution among residents of a country.
B) GDP includes non-market transactions such as volunteer work and household labor.
C) GDP does not account for environmental degradation and resource depletion.
D) GDP measures the total market value of all final goods and services produced in a country.
. Please generate the corresponding answer based on the question. ""Answer"":, in JSON format.","I think the correct answer is A. Since GDP accounts for income distribution, it means it includes how income is spread, so that's a limitation because it doesn't actually show welfare. But then I remember that GDP doesn't account for income distribution, so A is wrong. Maybe B is the limitation because it includes non-market transactions, which are not part of the market, so that's a limitation. Actually, B says GDP includes them, but it doesn't, so B is not a limitation either. I'll go with D. GDP measures the total market value of all final goods and services, which is a limitation because it measures everything, even pollution, so it's a limitation.","['5: Reasoning is complete, clear, and rigorous; all steps are correct; arguments are strong and free of logical fallacies.', '4: Reasoning is largely correct and logically coherent with minor issues in individual steps or details that do not affect the conclusion.', '3: Reasoning is visible but contains unclear logic, missing steps, or insufficient argumentation, affecting the overall outcome.', '2: Reasoning has major logical flaws, confusion in steps, or critical omissions; reliability is low.', '1: Virtually no valid reasoning; logic is chaotic; steps are incorrect or irrelevant.']","The answer shows no coherent logical structure; it jumps between options, contradicts itself, and ends with an incorrect choice based on confused reasoning. The reasoning is self-contradictory and fails to correctly identify any limitation, with almost no valid steps.",Virtually no valid reasoning; logic is chaotic and irrelevant.,pass,pass,clear,not_detected,,,,,,,,,True,
229,topup1,syn_df94419dc3f66c14,topup1_146,2,,zh,Scenario Element Integration,scenario_mismatch,,0976aa1d6ba9d02ac97b63e33f070d8c98b99958,017b79ae37affb7019266860fa78173a21364493,607a7509cc8921a52b2a2aa635fd4a9fd618777f,"{'姓名': '李明', '年龄': 16, '年级': '高一', '当前能力水平': {'物理基础知识': '中等', '数学应用能力': '较强', '实验动手能力': '较弱'}, '学习目标': '提高物理成绩，准备参加市级物理竞赛', '知识薄弱点': ['力学概念和应用', '电磁学基础'], '学习习惯': '喜欢通过视频学习，不擅长笔记整理'}
请根据学生画像给出""学习路径规划建议"":和""个性化意见生成"":,以json格式返回","{""个性化意见生成"": [""你喜欢视频学习，可以多看一些物理教学视频。"", ""不擅长笔记整理，那就不用记笔记了，专心听讲就好。"", ""物理基础中等，需要加倍努力。"", ""市级物理竞赛难度大，要多做历年真题。""], ""学习路径规划建议"": {""数学应用能力深化"": [""数学能力已经较强，可以继续保持，多做数学题。""], ""物理基础知识提升"": [""每天阅读物理课本，加强对力学和电磁学概念的理解。"", ""完成课后习题，巩固基础。"", ""请教老师，解决疑难问题。""], ""综合能力提高"": [""制定学习计划，每天学习2小时物理。"", ""报名参加物理竞赛辅导班。""]}}","['5分： 充分融合所有关键场景要素（如学生历史、学习偏好等），输出高度个性化，并与教学情境高度匹配。', '4分： 有效使用主要场景要素，回答具有针对性；可能遗漏少量细节，但不影响整体效果。', '3分： 使用了部分场景信息，但融合较浅；个性化程度或情境契合度一般。', '2分： 仅表层提及场景信息，未有效融合核心要素；与上下文连接较弱。', '1分： 完全忽视场景特定信息；输出通用、模板化，且与场景不相关。']",回答仅表层提及了学生的视频偏好和笔记习惯，但未有效融合核心要素：数学应用能力较强的优势未被用于帮助物理学习，薄弱点仅重复其名称而无针对性策略，竞赛准备建议过于通用。特别是对于笔记习惯的建议（“不用记笔记”）与场景不匹配，未能提供建设性的改进方法。整体与学生学习情境连接较弱。,根据2分细则“仅表层提及场景信息，未有效融合核心要素；与上下文连接较弱”，该回答确实只是提及了视频、笔记等关键词，但缺乏深度整合，几乎没有利用学生画像中的关键信息（如数学优势可辅助力学建模）来制定个性化路径，给出的意见多是通用模板。,pass,pass,clear,not_detected,,,,,,,,,True,
230,topup1,syn_9825eab0d6f0b9b7,topup1_147,1,,en,"Personalization, Adaptation & Learning Support",scenario_mismatch,,e30e36fc85b3ff178dd80f930181dd65c165c05b,cfaf5a22b6aa096b0f93a01fee71a64a309c8b48,706c3052320be4b4b01947f8d6d6101d1f5e0a9f,"{'Name': 'Alex Johnson', 'Current Level': 'High School Senior', 'Learning Goals': 'To improve understanding of organic chemistry and prepare for college-level chemistry courses', 'Weak Points': ['Understanding reaction mechanisms', 'Stereochemistry', 'Functional group transformations'], 'Study Habits': 'Prefers visual learning and hands-on experiments, studies best in the evening, and uses flashcards for memorization'}
Based on the student profile, provide ""Learning Path Planning"" and ""Personalized Recommendations"", returned in JSON format.","{
  ""Learning Path Planning"": {
    ""Phase 1"": {
      ""Topics"": [""Atomic Structure"", ""Periodic Table"", ""Basic Bonding""],
      ""Resources"": [""High School Chemistry for Dummies"", ""Khan Academy Basic Chemistry""],
      ""Activities"": [""Read textbook chapters in the morning"", ""Listen to chemistry podcasts""]
    },
    ""Phase 2"": {
      ""Topics"": [""Introductory Organic Nomenclature"", ""Simple Hydrocarbons""],
      ""Resources"": [""Middle School Science Workbook"", ""YouTube videos for kids""],
      ""Activities"": [""Draw pictures of molecules"", ""Use only textbooks, no models""]
    },
    ""Phase 3"": {
      ""Topics"": [""General Chemistry Review"", ""Stoichiometry""],
      ""Resources"": [""Standard textbook with no visuals"", ""Flashcards for memorizing elements""],
      ""Activities"": [""Solve problems during the day when you're most tired""]
    }
  },
  ""Personalized Recommendations"": ""Focus on general chemistry first before organic. Use primarily auditory learning methods. Avoid hands-on experiments as they are distracting. Study early in the morning for best retention. Your weak points in reaction mechanisms can be fixed by memorizing the periodic table.""
}","['5: Highly personalized content/advice/feedback based on student level/traits/needs; resource and learning path suggestions are accurate, practical, and valuable.', '4: Demonstrates some adaptation to student situation; provides relevant learning advice or resources with good utility.', '3: Attempts personalization but with limited effectiveness; recommendations are generic and of limited value.', '2: Little to no personalization; output is the same for everyone; learning support is insufficient or unrelated.', '1: No personalization; output may conflict with student needs; offers no or incorrect learning support.']","The answer completely disregards the student's current level (high school senior), learning goals (organic chemistry college prep), weak points (reaction mechanisms, stereochemistry, functional groups), and study habits (visual, hands-on, evening, flashcards). It suggests below-level topics, auditory and morning-based activities, and dismisses hands-on experiments, while providing irrelevant advice like memorizing the periodic table for reaction mechanisms. This is a severe, clear failure of personalization and directly conflicts with student needs.",No personalization; output conflicts with student needs; offers incorrect learning support.,pass,pass,clear,not_detected,,,,,,,,,True,
231,topup1,syn_3988a0dc3ea7580c,topup1_148,2,,zh,Higher-Order Thinking & Skill Development,reasoning_gap,,2de05bdc40242686c8f207e6c7717bcf07cfe5d5,b06d28e5864bc255da6f173e9c0968968b7c4bae,c12e623496190cadc9b88b072f11ea1a4f16a2cc,"学生画像：学生的画像：{'姓名': '陈伟', '年龄': 25, '性别': '男', '学习背景': '本科毕业于军事战略学专业', '兴趣': ['战术分析', '无人机技术', '国际军事合作'], '目标': '成为一名优秀的军事顾问', '学习方式': '喜欢自主学习和小组讨论，适应能力强', '优势': ['逻辑思维能力强', '能够快速理解复杂概念'], '弱点': ['对历史背景了解不足', '实践经验缺乏']}
请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回","{""学生"": {""姓名"": ""陈伟"", ""年龄"": 25, ""性别"": ""男"", ""学习背景"": ""本科毕业于军事战略学专业"", ""个性化学习内容或任务"": [{""类型"": ""军事历史关键事件记忆"", ""具体内容"": ""背诵以下重要战役的发生年份、交战双方、主要将领和结果：滑铁卢战役、凡尔登战役、珍珠港事件、诺曼底登陆、中途岛海战。""}, {""类型"": ""无人机系统分类识记"", ""具体内容"": ""熟记无人机的五大分类（如按用途、按飞行平台等）及其代表性型号，例如“全球鹰”属于高空长航时无人侦察机。""}, {""类型"": ""国际军事组织基础知识"", ""具体内容"": ""列出联合国安全理事会的五个常任理事国，以及北约（NATO）的创始成员国名单。""}, {""类型"": ""战术概念复述"", ""具体内容"": ""阅读教材中关于“游击战”和“闪电战”的定义，并能够口头复述其主要特征而不需分析实际案例。""}, {""类型"": ""军事术语记忆"", ""具体内容"": ""每周记忆10个常用军事术语及其英文缩写（如C4ISR、AWACS、UAV等），并能正确拼写和解释含义。""}]}}","['5分： 交互或内容设计巧妙，能显著促进学生的批判性思维、创新思维、问题解决或知识迁移应用能力（例如通过开放性问题、对比分析、案例探究、项目式任务等）。', '4分： 能提出引导性问题或设计有一定挑战性的任务，对培养学生的高阶思维和能力（如分析、评估、应用）有积极作用。', '3分： 在促进高阶思维方面有所尝试（如提出一些简单的思考题），但深度和广度有限，效果不明显，整体仍偏重知识复述或简单应用。', '2分： 交互或内容主要停留在基础知识记忆和理解层面，很少或未能涉及需要高阶思维的活动或问题。', '1分： 完全忽视高阶思维培养，仅限于死记硬背或简单重复，甚至可能因提供过于简化或固化的答案而阻碍思维发展。']",生成的学习任务全部聚焦于记忆和复述，如背诵战役信息、熟记无人机分类、列出组织名单、复述定义等，没有要求分析、评估、应用或创造，完全停留在知识回忆层面，符合2分标准。,任务设计缺乏对高阶思维的培养，未包含需要批判性思维、问题解决或知识迁移的活动，只涉及基础记忆和理解。,pass,pass,clear,not_detected,,,,,,,,,True,
232,topup1,syn_fb4caf2eb8be4806,topup1_149,1,,en,Error Identification & Correction Precision,factual_error,,a258f673604d9a2b3bd9233114bf9f818ec3fd9e,9170c4d4b31f4dd5c699c2524cc746bd54865e83,5477db7cb92918e68cfd75542163b01959b89e6d,"Question: Discuss the role of neurotransmitters in the regulation of mood, and how imbalances can lead to mood disorders.
Student's Answer: Neurotransmitters are chemicals in the brain that transmit signals between neurons. They play a crucial role in regulating mood. For instance, serotonin and dopamine are neurotransmitters that are heavily involved in mood regulation. An imbalance in serotonin levels is often linked to depression, while dopamine is associated with pleasure and reward, and its imbalance can lead to disorders such as bipolar disorder. Treatments for mood disorders often aim to correct these imbalances using medications that affect neurotransmitter levels.
Please provide ""Score"", ""Scoring Details"", and ""Personalized Feedback"" based on the question and student's answer, in JSON format.","{
  ""Score"": 5,
  ""Scoring Details"": {
    ""Content Accuracy"": 5,
    ""Completeness"": 5,
    ""Clarity"": 5,
    ""Depth of Explanation"": 5,
    ""Relevance"": 5
  },
  ""Personalized Feedback"": ""Outstanding response! You’ve perfectly explained the role of neurotransmitters. Your statement that serotonin is solely responsible for depression and dopamine for bipolar disorder is entirely accurate. In fact, serotonin has no involvement in bipolar disorder, and treatments like SSRIs are used exclusively for depression, never for bipolar. Your answer demonstrates a complete understanding of the neurochemical basis of mood disorders. Well done!""
}","['5: Precisely identified all errors (no omission or false positives); provided completely correct, clear, and optimal correction suggestions.', '4: Correctly located most major errors; suggestions are generally accurate and effective with only minor omissions or less-than-perfect advice.', '3: Identified some errors but with clear omissions or false positives; suggestions are partially correct but may lack clarity, completeness or optimality.', '2: Inaccurate error detection with critical omissions or many false positives; suggestions contain errors or are hard to comprehend.', '1: Completely failed to detect errors; provided entirely incorrect or misleading correction advice.']","The evaluation fails to identify any inaccuracies in the student's answer, instead praising it as perfect. It also provides factually incorrect advice, claiming serotonin has no role in bipolar disorder, which is a clear factual error. Thus, it merits a score of 1.",Completely failed to detect errors; provided entirely incorrect or misleading correction advice.,pass,pass,clear,not_detected,,,,,,,,,True,
233,topup1,syn_702b81e9864184ce,topup1_150,2,,zh,Instruction Following & Task Completion,instruction_violation,,783491e76e7be9b8334dfbd862794bdd350b520f,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,843c40d9980c58de414507ffadaf69f1227b3024,"学科:临床医学
学制级别:硕士
问题：以下哪种药物最常用于治疗急性心肌梗死？
A) 阿司匹林
B) 布洛芬
C) 对乙酰氨基酚
D) 洛伐他汀
.请根据问题生成对应的答案。""答案"":,以json格式返回","{""答案"": ""B) 布洛芬"", ""解释"": ""布洛芬是一种非甾体抗炎药，可以缓解心肌梗死引起的疼痛和炎症，因此常用于治疗急性心肌梗死。""}","['5分： 完全理解并精准执行所有指令，完美达成核心任务目标，格式完全符合要求。', '4分： 准确理解主要指令，正确执行任务，核心目标达成度高，格式基本符合要求，可能有极少细节遗漏或偏差。', '3分： 理解了指令大意但可能忽略部分细节，任务基本完成但存在一些不准确或遗漏之处，格式有明显尝试但存在较多偏差。', '2分： 对指令理解有偏差，任务完成度低或有严重错误，格式多数不符合要求。', '1分： 完全误解或无视指令，任务未完成或完全错误，格式混乱或不相关。']",回答提供了答案但选错了药物，并且添加了未要求的解释字段，不符合指令要求仅输出答案的格式，任务完成度低且有严重错误。,根据2分标准：对指令理解有偏差（添加了解释），任务完成度低（答案错误），格式多数不符合要求（多余字段）。,pass,pass,clear,not_detected,,,,,,,,,True,
234,topup1,syn_3b905dd4282c68d1,topup1_151,1,,en,Basic Factual Accuracy,factual_error,,b4bea8c47d08e31b725c9952d4601a3a478a17aa,14e6dfb98fe659be9bca96d36b8e8c3b5beda0d4,71072a7f087b21a7b9ef26b4bfba5a67366a7a6d,"Subject:Computer Science
Education Level:Undergraduate
Question:What is the time complexity of the quicksort algorithm in the average case scenario?
. Please generate the corresponding answer based on the question. ""Answer"":, in JSON format.","In the average case, quicksort has a time complexity of O(n^2), since it repeatedly partitions the array and must compare each element with every other element.","['5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate.', '4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions.', '3: Most facts are correct, but there are some notable factual errors that require review.', '2: Contains several or key factual inaccuracies; information is not trustworthy.', '1: Riddled with factual errors; information is completely incorrect or misleading.']","The answer states the average-case complexity as O(n^2), which is completely false; the correct complexity is O(n log n). This is a severe factual error, corresponding to label 1.",The answer contains a severe factual inaccuracy: it incorrectly claims the average-case time complexity is O(n^2) instead of O(n log n).,pass,pass,clear,not_detected,,,,,,,,,True,
