dataset_variant,sample_id,risk_type,gold_label,rejected_score,chosen_score,chosen_schema,chosen_major_failures,chosen_score_cap,chosen_brief_reason_present,rejected_payload,rejected_source,supporting_rejected_sources,rejected_source_count,rejected_origin,message_hash,chosen_hash,rejected_hash
r6b_multi_score_only,a6eeb2f514e8ffbdafd248f3a2f6a8d6cc4e27a1,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",qwq-plus,qwq-plus,1,real_model_score_output,0e7ea323440ccba0d6f17de91a70495d9ed4406c,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6b_multi_score_only,c13167075148a265b283ce6bd0a309d539f243f7,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",EduBenchEvaluator|qwq-plus,EduBenchEvaluator|qwq-plus,2,real_model_score_output,949fa35d30d5b1a9f1926033a253ed7302f0a411,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,8950511165ec611a6bbe1ffdf7442e8c1e1077ad,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|EduBenchEvaluator,qwen3_4b_r0a_direct|EduBenchEvaluator,2,real_model_score_output,2ed1ebd6c841066b3875d8e06ca56e5d0101a20f,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,365e8b4c9ee703d23dee95e59be31577a15cacc8,low_to_high_real_model_error,2,5,2,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|EduBenchEvaluator,qwen3_4b_r0a_direct|EduBenchEvaluator,2,real_model_score_output,4067396e61b4217eee4d3dc587453eccccf4f900,e7e7fff9de6aaf514989c81720426ef63d68ca0f,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,8341e93909c0704df94f772a62c2864d3bbd1a62,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,qwen3_4b_r0a_direct|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,5,real_model_score_output,10532b51294e3549f26664b7c17883fe68ca69a9,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,56bd6e5bb8704830973ca0668c8554ae573dfe76,high_to_low_real_model_error,4,2,4,score_only,,,False,"{""score"":2}",qwq-plus,qwq-plus,1,real_model_score_output,c6d85ac72592050b76b0c8cd5dffe3a23165bdf7,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6b_multi_score_only,b1fd5b2872a558a7c71e67f37efda975293ba376,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,6,real_model_score_output,92221e16787de999c4bac46f534ca5d38211bc0a,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,d3b9e69f7871db538f76dabbec0088d0f10fa6f1,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,qwen3_4b_r0a_direct|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,5,real_model_score_output,6ab073906faf28ed696eeda3020d71e62baefe6a,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,0f47ecb0184ede6258fd4a21485bb131a24d8969,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,46ad6b2feef5dc0db971908f5c053c292adf872e,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,371a0fd9e8407cee429e5135763547cfa875d6b9,high_to_low_real_model_error,4,2,4,score_only,,,False,"{""score"":2}",deepseek-r1,deepseek-r1,1,real_model_score_output,ebe73206754d05285e6f2f87dd5ec18aee740a11,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6b_multi_score_only,538dae80e3b261274dffac761529746f6c2d64c5,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,6,real_model_score_output,b61cdbd3639e694d0fb134afe74f1111e649b5ed,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,175432e60cfd6aa8b7f6b56461e1fecd58b6dd5f,high_to_mid_real_model_error,5,3,5,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,f9f5fea848b9f45c7ec4d106cff9270600070994,beb005be4da3a0130f32c06ff634b762c7be9c49,0f3e87d934aa22cb85860f178b7b054798903c13
r6b_multi_score_only,34d1c2d12a4242a8a26ed4f998ae1f08b3210cdf,low_to_mid_real_model_error,1,3,1,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,b27a7cbd71e7287d40dab030f276861b246ed549,ea8d124a94959c34a5a3d3f5bbc8956a939cface,0f3e87d934aa22cb85860f178b7b054798903c13
r6b_multi_score_only,161406cffa642b6f672809ce754afce3c854ec11,high_to_low_real_model_error,5,2,5,score_only,,,False,"{""score"":2}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,6a87a4e3d008b63335a1d55574531ed8ffeb99a4,beb005be4da3a0130f32c06ff634b762c7be9c49,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6b_multi_score_only,19c0fa03c864642d8bc83f2794cc14fb1adbf199,high_to_low_real_model_error,5,2,5,score_only,,,False,"{""score"":2}",qwq-plus,qwq-plus,1,real_model_score_output,88196865a80c06477ed765bcaaa47231d1842b90,beb005be4da3a0130f32c06ff634b762c7be9c49,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6b_multi_score_only,2a87582dfa050ab62b2467eb7e201c9a336477d9,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",EduBenchEvaluator|deepseek-v3|gpt-4o|qwq-plus,EduBenchEvaluator|deepseek-v3|gpt-4o|qwq-plus,4,real_model_score_output,842f3456c713433abf304bdddaf189d2fdd10d1e,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,ddb236e662a07072802ab4784dbe360063bbd0b9,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",EduBenchEvaluator|deepseek-v3|deepseek-r1,EduBenchEvaluator|deepseek-v3|deepseek-r1,3,real_model_score_output,504a0da64aeb2015ff6b94b045c6f08e8f91cf83,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,ea00860ffd6200bce9bfc24d9f0453b84ea7c126,high_to_low_real_model_error,5,1,5,score_only,,,False,"{""score"":1}",deepseek-v3,deepseek-v3,1,real_model_score_output,0fd0a40fd1c5649a0bf8a4d5ca193f753b4c5e8a,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6b_multi_score_only,c71ebb1ec30fb320cce5e1315b2181603bc9f769,low_to_high_real_model_error,1,5,1,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,6,real_model_score_output,17f1bc61bdff6b3eaedf69b5f0fae215fd693764,ea8d124a94959c34a5a3d3f5bbc8956a939cface,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,b2b36167f5c9ecd53b1ba8f952fa806d767a8233,high_to_low_real_model_error,5,1,5,score_only,,,False,"{""score"":1}",qwq-plus,qwq-plus,1,real_model_score_output,0fa428e676ad94e117281ed2c4b8e08a29229288,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6b_multi_score_only,947b139f656777e4e61c61b82c53ce9a4dacb3c4,high_to_mid_real_model_error,5,3,5,score_only,,,False,"{""score"":3}",EduBenchEvaluator,EduBenchEvaluator,1,real_model_score_output,2e51fc46eaf0545f802b5cb68261df7a4e0f787c,beb005be4da3a0130f32c06ff634b762c7be9c49,0f3e87d934aa22cb85860f178b7b054798903c13
r6b_multi_score_only,2ed45722479091f389547e035aff9e50cbba46f2,mid_to_high_real_model_error,3,4,3,score_only,,,False,"{""score"":4}",qwen3_4b_r0a_direct|deepseek-r1|gpt-4o|qwq-plus,qwen3_4b_r0a_direct|deepseek-r1|gpt-4o|qwq-plus,4,real_model_score_output,28dbad31be24e38f831291b888f7f2c34743be41,0f3e87d934aa22cb85860f178b7b054798903c13,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6b_multi_score_only,b32ef4e0d4df64758a36c00f66d44107809101c3,low_to_high_real_model_error,2,5,2,score_only,,,False,"{""score"":5}",EduBenchEvaluator,EduBenchEvaluator,1,real_model_score_output,8ed9c2c68928ebad5fa916485dd33634120c39f5,e7e7fff9de6aaf514989c81720426ef63d68ca0f,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,76e750a626d946723b2ae83d161e6023b61db267,mid_to_high_real_model_error,3,4,3,score_only,,,False,"{""score"":4}",deepseek-v3|gpt-4o|qwq-plus,deepseek-v3|gpt-4o|qwq-plus,3,real_model_score_output,ca8d0d7687e1e8f4de4eeb62ffd00768fa90c17d,0f3e87d934aa22cb85860f178b7b054798903c13,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6b_multi_score_only,59057a57e3dbc47128b4e0c6da46964f722a411f,low_to_mid_real_model_error,2,3,2,score_only,,,False,"{""score"":3}",gpt-4o,gpt-4o,1,real_model_score_output,37fcbde482093df8b78c8ae926d42300bc4c3fca,e7e7fff9de6aaf514989c81720426ef63d68ca0f,0f3e87d934aa22cb85860f178b7b054798903c13
r6b_multi_score_only,208cb837dd1ec2fad721b5378773eb46f8c10c64,high_to_low_real_model_error,4,2,4,score_only,,,False,"{""score"":2}",deepseek-r1,deepseek-r1,1,real_model_score_output,a35380c85012baf8f0ba1e94d46072601c37b2aa,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6b_multi_score_only,2d8742717c5a1fc46198eaa86449278d000b91e5,mid_to_high_real_model_error,3,4,3,score_only,,,False,"{""score"":4}",deepseek-v3|deepseek-r1|gpt-4o,deepseek-v3|deepseek-r1|gpt-4o,3,real_model_score_output,2ab304ae92e8e85a2a601be706c0d5f2cd8720e6,0f3e87d934aa22cb85860f178b7b054798903c13,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6b_multi_score_only,8d950666d6ec2798481749464b48bc3b71b835ba,high_to_low_real_model_error,5,2,5,score_only,,,False,"{""score"":2}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,7d4b590e3a3350b4e461f06e33ae4c4bd39e73fd,beb005be4da3a0130f32c06ff634b762c7be9c49,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6b_multi_score_only,5e4b40ea2752798c31af15341414b769b827d439,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,6,real_model_score_output,caf81b90d782f3e5d7bdd0400abeb74a032d858f,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,0a86fc4b2478f8c922c1ab7ce85590f94b9d2136,low_to_high_real_model_error,1,5,1,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|gpt-4o|qwq-plus,qwen3_4b_r0a_direct|gpt-4o|qwq-plus,3,real_model_score_output,b3e7ef2d20be989547340ea24a4be152e27114aa,ea8d124a94959c34a5a3d3f5bbc8956a939cface,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,c800537be8d7320006c67943c203ee94cb96edd6,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,c3dbf5f4c569c2d3e89b38924ee46d11add5a041,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,3e8d1dd2bc53d2bde94690cfef1194270248d79d,high_to_mid_real_model_error,5,3,5,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,1ede802f254eb2d03c4b20892d387f197f7d22b2,beb005be4da3a0130f32c06ff634b762c7be9c49,0f3e87d934aa22cb85860f178b7b054798903c13
r6b_multi_score_only,f039a41fad3824842e2abc63d07fbc25515aec94,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-v3|gpt-4o,qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-v3|gpt-4o,4,real_model_score_output,4404f4ec9d59700adb27043c073b3f1628b9b1ae,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,61a57b8cd57e43a156a1c449cd6e44d5ac6cf37a,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",deepseek-r1,deepseek-r1,1,real_model_score_output,fc55e2967141f4361b7f1b0f4753c15085667753,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6b_multi_score_only,b35164feee7ca33d667104dc2618142463a5c7f5,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|EduBenchEvaluator,qwen3_4b_r0a_direct|EduBenchEvaluator,2,real_model_score_output,e831755723b75c69408f72b87ba4ce14e5508215,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,0e861bc21041de6904de2f258ad2ff30e7b32d10,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,592a9d29a59b7de72e2a988120ab31a231c53779,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6b_multi_score_only,95dbe3a4bea98b999c43484f0d51e5b97b7146a4,high_to_low_real_model_error,4,2,4,score_only,,,False,"{""score"":2}",deepseek-r1|qwq-plus,deepseek-r1|qwq-plus,2,real_model_score_output,c41ef124a4c971ae28d6f24de18288d8dd7193b2,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6b_multi_score_only,814eb861fa272a8665421366fe0950f9396c48b8,high_to_mid_real_model_error,5,3,5,score_only,,,False,"{""score"":3}",qwq-plus,qwq-plus,1,real_model_score_output,a350f8b04e0612cf2af5a1d9c27f3ea03f51161f,beb005be4da3a0130f32c06ff634b762c7be9c49,0f3e87d934aa22cb85860f178b7b054798903c13
r6b_multi_score_only,57cd5808cb2fb2698c37122d72b1ea53423bb647,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,qwen3_4b_r0a_direct|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,5,real_model_score_output,85336a37e70cadd37592a610fcf7651c361d9df8,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,d373c7f5f1484f427b5a5ad756c75ae5b2731323,high_to_low_real_model_error,5,1,5,score_only,,,False,"{""score"":1}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,50fab8a7d23c297d1e2a0207410ee09856ed427c,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6b_multi_score_only,3619bfab0b91250bc3ea556c69173bce99a81aeb,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|EduBenchEvaluator,qwen3_4b_r0a_direct|EduBenchEvaluator,2,real_model_score_output,7295d065bcb05395545afdb9ab55b08211c02656,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,6e049aa648d4dc0d8846472510515fec89b0f696,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",deepseek-r1,deepseek-r1,1,real_model_score_output,a8596481670fddbdf746c8dd0c24f9bf67a308fa,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6b_multi_score_only,ba114a1a8452ac012af5a1940b242d85f38538d3,low_to_high_real_model_error,2,5,2,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|EduBenchEvaluator,qwen3_4b_r0a_direct|EduBenchEvaluator,2,real_model_score_output,74f1991ecc0a4ee03ef2f0f2a72685370d9f53db,e7e7fff9de6aaf514989c81720426ef63d68ca0f,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,507f5c36797a84ee4697677a771c8769e4277e4e,mid_to_high_real_model_error,3,4,3,score_only,,,False,"{""score"":4}",gpt-4o|qwq-plus,gpt-4o|qwq-plus,2,real_model_score_output,ffd170c93b1f2ba042e5b49eda523f5390a6616e,0f3e87d934aa22cb85860f178b7b054798903c13,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6b_multi_score_only,7c77de8a8132bd12859609046ad6d367c2f40980,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",deepseek-v3|deepseek-r1,deepseek-v3|deepseek-r1,2,real_model_score_output,8c1a8a5416fedbb4101488c0fed41bb478713e71,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,cc0494f8f8b032a9e4a77077f4d19e4485d73034,mid_to_high_real_model_error,3,4,3,score_only,,,False,"{""score"":4}",EduBenchEvaluator|deepseek-v3,EduBenchEvaluator|deepseek-v3,2,real_model_score_output,fa10abb259083993b5bd6d9061583435b44ad2f0,0f3e87d934aa22cb85860f178b7b054798903c13,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6b_multi_score_only,c214c2c703b40f343bd11359a52f9c8f11993750,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,98d81bd08f9ca750586985c698d0035635cc665c,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,c9d05e562d6443d1f5ecb39706e5ebc1837c5144,mid_to_high_real_model_error,3,4,3,score_only,,,False,"{""score"":4}",qwen3_4b_r0a_direct|deepseek-v3,qwen3_4b_r0a_direct|deepseek-v3,2,real_model_score_output,3b1a6572f6990aef4f8cfca1e7968784b7735b18,0f3e87d934aa22cb85860f178b7b054798903c13,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6b_multi_score_only,fcdfcef4282766582ea0035b4fc424fc7885afad,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,qwen3_4b_r0a_direct|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,5,real_model_score_output,c1eddfde3114ce7470cc8a0bd2151b11f031f3e3,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,75b32fe22fcb84acb1d7f2152fa77565cc0789eb,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",EduBenchEvaluator|deepseek-v3,EduBenchEvaluator|deepseek-v3,2,real_model_score_output,a6c40627b86eaadea319f79ccc166487e9faf325,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,d669073d100a7f3755e1ce0ec3bd63e9b6c54e34,low_to_high_real_model_error,2,5,2,score_only,,,False,"{""score"":5}",EduBenchEvaluator|deepseek-v3|deepseek-r1|qwq-plus,EduBenchEvaluator|deepseek-v3|deepseek-r1|qwq-plus,4,real_model_score_output,8f54058a8a18d29e8418c300b44085222ef5d7bd,e7e7fff9de6aaf514989c81720426ef63d68ca0f,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,c536e13929e9115989ee06635a0f956c9f726dd3,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|deepseek-v3|gpt-4o|qwq-plus,qwen3_4b_r0a_direct|deepseek-v3|gpt-4o|qwq-plus,4,real_model_score_output,533e3a7587c3151a6b4d2535bc579f2856a24360,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,307ecfce5e95c47a715a8e357853f15be65274dd,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",EduBenchEvaluator,EduBenchEvaluator,1,real_model_score_output,a38c2196c6172f5a78f722108f5b351045c8adc0,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6b_multi_score_only,59057a57e3dbc47128b4e0c6da46964f722a411f,low_to_high_real_model_error,2,5,2,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|EduBenchEvaluator,qwen3_4b_r0a_direct|EduBenchEvaluator,2,real_model_score_output,37fcbde482093df8b78c8ae926d42300bc4c3fca,e7e7fff9de6aaf514989c81720426ef63d68ca0f,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,079da6040162bdada75f48afac814953042c9d14,high_to_low_real_model_error,4,2,4,score_only,,,False,"{""score"":2}",deepseek-r1,deepseek-r1,1,real_model_score_output,b84cfe6a2339b24020552c233d6d7e525cb4f0fc,bf2355b31a3942f09ea148ff7e236fb0f09a8390,e7e7fff9de6aaf514989c81720426ef63d68ca0f
r6b_multi_score_only,5063188735b6c5710883995f3bbd68577250337a,mid_to_high_real_model_error,3,4,3,score_only,,,False,"{""score"":4}",qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-v3|gpt-4o,qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-v3|gpt-4o,4,real_model_score_output,15403cb2bd55c6123dca4406d09b0e2e14885734,0f3e87d934aa22cb85860f178b7b054798903c13,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6b_multi_score_only,c4b95f6ead31613e6aa7f950688fe26f42489e95,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct|deepseek-r1|qwq-plus,qwen3_4b_r0a_direct|deepseek-r1|qwq-plus,3,real_model_score_output,26f60642abfb42478282aa26ce84646681917104,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6b_multi_score_only,7fee5e5d860ae1e664859582388c4d4568696757,mid_to_high_real_model_error,3,4,3,score_only,,,False,"{""score"":4}",EduBenchEvaluator|deepseek-v3|gpt-4o,EduBenchEvaluator|deepseek-v3|gpt-4o,3,real_model_score_output,432c09efebf3488c2281104cbb0aa5fef313057b,0f3e87d934aa22cb85860f178b7b054798903c13,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6b_multi_score_only,d10ae0ebdf1c25e8eeafb2133bf931379e0261d7,high_to_low_real_model_error,5,1,5,score_only,,,False,"{""score"":1}",qwen3_4b_r0a_direct|deepseek-v3,qwen3_4b_r0a_direct|deepseek-v3,2,real_model_score_output,2608c80d75187675d5ce9ab0617d25e0172c8bb8,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
r6b_multi_score_only,b384d600d0b2d604bcddebf61314cb5b8422e579,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,qwen3_4b_r0a_direct|EduBenchEvaluator|deepseek-v3|deepseek-r1|gpt-4o|qwq-plus,6,real_model_score_output,2bb4a75b5712e0a7950270e0768260104c2eec4d,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,ccfc6be1c3a3d5dee4dae8884d827e3e35f4e269,high_to_mid_real_model_error,4,3,4,score_only,,,False,"{""score"":3}",qwq-plus,qwq-plus,1,real_model_score_output,a0b698f8133acfedd622a32f6bd7d20e8217be0b,bf2355b31a3942f09ea148ff7e236fb0f09a8390,0f3e87d934aa22cb85860f178b7b054798903c13
r6b_multi_score_only,cafc4197096943dc7f904944269aeb328b8e6d2c,mid_to_high_real_model_error,3,5,3,score_only,,,False,"{""score"":5}",qwen3_4b_r0a_direct|EduBenchEvaluator,qwen3_4b_r0a_direct|EduBenchEvaluator,2,real_model_score_output,cf9a89b3240d4cc845ea29db58608bd1f3739e78,0f3e87d934aa22cb85860f178b7b054798903c13,beb005be4da3a0130f32c06ff634b762c7be9c49
r6b_multi_score_only,a78d41fd92d092509e201d4cb468bba833ecdf3a,low_to_mid_real_model_error,1,3,1,score_only,,,False,"{""score"":3}",qwen3_4b_r0a_direct,qwen3_4b_r0a_direct,1,real_model_score_output,275705aead0fe283fbe8ca9265ea5dbcfe3b26cd,ea8d124a94959c34a5a3d3f5bbc8956a939cface,0f3e87d934aa22cb85860f178b7b054798903c13
r6b_multi_score_only,bf41c9b09af103d1b24918798734c010e80eddfc,mid_to_high_real_model_error,3,4,3,score_only,,,False,"{""score"":4}",EduBenchEvaluator|deepseek-v3|deepseek-r1|gpt-4o,EduBenchEvaluator|deepseek-v3|deepseek-r1|gpt-4o,4,real_model_score_output,70d56119e37ea385af4aa96716760c0bfaf50c3d,0f3e87d934aa22cb85860f178b7b054798903c13,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6b_multi_score_only,6195cd84a8bf06d5a3608b3bb6561111e242ace6,mid_to_high_real_model_error,3,4,3,score_only,,,False,"{""score"":4}",deepseek-v3|deepseek-r1|qwq-plus,deepseek-v3|deepseek-r1|qwq-plus,3,real_model_score_output,6891e16c0ae0c3804596510961f65d6064f19e5b,0f3e87d934aa22cb85860f178b7b054798903c13,bf2355b31a3942f09ea148ff7e236fb0f09a8390
r6b_multi_score_only,abc2aed26c2f3aa3dad2c0bae8c5890218e7d839,high_to_low_real_model_error,5,1,5,score_only,,,False,"{""score"":1}",deepseek-v3,deepseek-v3,1,real_model_score_output,e109b7211976b87fe5d96fccb6a891e057b1b7fd,beb005be4da3a0130f32c06ff634b762c7be9c49,ea8d124a94959c34a5a3d3f5bbc8956a939cface
