synthetic_id,synthetic_plan_id,target_label_5,suggested_label_5,language,metric_canonical,error_type,suggested_error_type,answer_synthetic,rationale_for_label,expected_failure_against_rubric,manual_quality_ok,manual_label_plausible,manual_error_type_match,manual_language_ok,manual_naturalness_ok,manual_no_artifact_ok,manual_rubric_alignment_ok,too_good_for_target_label,decision,can_use_after_revision,manual_notes
syn_7ffe1cedf9b1813c,b96_028,1,,zh,Higher-Order Thinking & Skill Development,superficial_fluency,,"{
  ""教学目标"": {
    ""知识目标"": ""学生能背诵社会认同理论的定义和主要学者。"",
    ""能力目标"": ""学生能复述社会认同理论的三个核心过程。"",
    ""情感目标"": ""学生能认识到社会认同理论的重要性。""
  },
  ""重点难点"": {
    ""重点"": ""1. 社会认同理论的定义。\n2. 社会分类、社会比较和积极区分三个概念。"",
    ""难点"": ""记住三个概念的英文拼写及对应关系。""
  },
  ""课堂活动设计"": [
    {
      ""活动名称"": ""定义朗读与抄写"",
      ""活动描述"": ""齐声朗读教材上社会认同理论的定义三遍，然后各自抄写两遍。"",
      ""所需时间"": ""15分钟"",
      ""预期成果"": ""全班同学基本能背诵定义。""
    },
    {
      ""活动名称"": ""填空练习"",
      ""活动描述"": ""发放填空卷，填写社会认同理论中_______、_______、_______三个核心概念。教师直接展示标准答案，学生核对订正。"",
      ""所需时间"": ""10分钟"",
      ""预期成果"": ""学生正确填写填空内容。""
    },
    {
      ""活动名称"": ""关键词听写"",
      ""活动描述"": ""教师念社会认同理论相关术语，如‘社会分类’‘内群体偏爱’等，学生听写。"",
      ""所需时间"": ""10分钟"",
      ""预期成果"": ""学生能正确写出主要术语。""
    },
    {
      ""活动名称"": ""知识抢答"",
      ""活动描述"": ""教师提问‘社会认同理论是谁提出的？’‘社会比较是什么意思？’等封闭式问题，学生举手抢答，答对加分。"",
      ""所需时间"": ""10分钟"",
      ""预期成果"": ""学生快速回忆并正确回答事实性问题。""
    }
  ]
}",该教学素材完全聚焦于机械记忆和简单重复：活动包括朗读抄写定义、填空核对标准答案、术语听写和事实性抢答，没有涉及任何分析、应用、批判性或探究性任务。所有活动都要求学生复述或回忆已给出的固定信息，未提供任何开放性问题或需要深度思考的情境，完全符合1分描述：“完全忽视高阶思维培养，仅限于死记硬背或简单重复”。,根据评分细则，1分要求完全忽视高阶思维培养。该素材中四个活动均为低层次记忆任务（朗读抄写、填空、听写、事实性抢答），没有任何环节促进学生分析、评估、创造或迁移应用，甚至未提出一个思考性问题，完全停留在知识识记层面。,,,,,,,,not_detected,,,
syn_5837603a133b05aa,b96_029,2,,en,Higher-Order Thinking & Skill Development,reasoning_gap,,"{""Question"": ""Which enzyme converts angiotensin I to angiotensin II?"", ""Options"": {""A"": ""Renin"", ""B"": ""Angiotensin-converting enzyme (ACE)"", ""C"": ""Aldosterone"", ""D"": ""Angiotensinogenase""}, ""Answer"": ""B"", ""Provided Reasoning"": ""The enzyme renin converts angiotensin I into angiotensin II, which then narrows blood vessels and triggers aldosterone release to raise blood pressure.""}","The question tests simple recall of enzyme function, typical of memory/comprehension level (label 2). The provided reasoning contains a factual error that indicates a gap in understanding the RAAS pathway, making it unreliable.","Question remains at basic recall level; reasoning fails to correctly explain the mechanism, displaying a reasoning gap.",,,,,,,,not_detected,,,
syn_de784e86b8e6ca84,b96_030,2,,zh,Higher-Order Thinking & Skill Development,superficial_fluency,,"{
  ""问题"": ""后现代主义文学理论中，哪位理论家提出了‘对宏大叙事的怀疑’？"",
  ""提供的思路"": {
    ""知识点关联"": ""后现代主义文学理论的核心特征之一是对宏大叙事的质疑。利奥塔在其著作《后现代状况》中明确提出了这一观点。"",
    ""干扰项设计"": [
      ""弗雷德里克·詹明信：主要讨论晚期资本主义的文化逻辑"",
      ""米歇尔·福柯：关注权力与话语的关系"",
      ""尤尔根·哈贝马斯：坚持现代性未完成，批评后现代主义""
    ],
    ""答案逻辑"": ""正确选项是利奥塔，因为他直接论述了宏大叙事的衰落。其他选项的代表人物虽有相关理论，但核心概念不同。"",
    ""考察深度"": ""本题考察对后现代主义关键人物的基本记忆，属于基础知识层面。""
  }
}",回答表面流畅，但问题仅需回忆利奥塔提出的概念，提供的思路也仅作简单关联，没有引导学生进行批判性思考、比较分析或应用。干扰项虽有列举但未进行深入辨析，考察深度仅限于识记水平。,根据评分细则，2分要求交互或内容主要停留在基础知识记忆和理解层面，很少涉及高阶思维。该回答正是如此：问题为封闭式单选，仅考察对理论家及其标志性概念的匹配；思路部分没有设计引发分析、评估或创新的引导性问题，因此符合2分。,,,,,,,,not_detected,,,
syn_aada98c9562b9f14,b96_031,2,,en,Higher-Order Thinking & Skill Development,reasoning_gap,,"{
  ""teaching_materials"": {
    ""teaching_objectives"": [
      ""Memorize the time-dependent Schrödinger equation"",
      ""Memorize the time-independent Schrödinger equation"",
      ""Identify the Hamiltonian operator in the equation"",
      ""Recall the probabilistic interpretation of the wave function"",
      ""Calculate probability densities for given wave functions"",
      ""Solve the particle-in-a-box problem by following the standard steps""
    ],
    ""key_points"": [
      ""Exact mathematical form of the time-dependent Schrödinger equation"",
      ""Exact mathematical form of the time-independent Schrödinger equation"",
      ""Definition of the wave function Ψ as a complex-valued function"",
      ""Born rule: probability density = |Ψ|^2"",
      ""Normalization condition for wave functions"",
      ""Boundary conditions for infinite well: Ψ=0 at walls""
    ],
    ""difficulties"": [
      ""Mixing up the signs and coefficients in the equations"",
      ""Confusing the time-dependent and time-independent forms"",
      ""Performing integration for normalization without conceptual understanding"",
      ""Applying boundary conditions mechanically without physical insight""
    ],
    ""classroom_activity_design"": [
      {
        ""title"": ""Lecture on Schrödinger Equation Forms"",
        ""duration"": ""30 minutes"",
        ""description"": ""Teacher writes both forms on the board. Students copy them and repeat back. No derivation or historical context.""
      },
      {
        ""title"": ""Rote Problem Solving: Particle in a Box"",
        ""duration"": ""30 minutes"",
        ""description"": ""Teacher solves the particle-in-a-box problem step by step on the board. Students copy the solution. Then they solve three identical problems with different box lengths.""
      },
      {
        ""title"": ""Quiz on Definitions"",
        ""duration"": ""15 minutes"",
        ""description"": ""Multiple-choice quiz: 'Which is the correct time-independent Schrödinger equation?' 'What does |Ψ|^2 represent?'""
      }
    ]
  }
}","The answer focuses almost entirely on memorization and recall of the Schrödinger equation forms, with rote problem-solving. There is no attempt to promote analysis, evaluation, or creative thinking. The major defect is a reasoning gap: the material presents the equation without building conceptual understanding, making it unreliable for developing higher-order skills.","The content revolves around memory and comprehension, rarely addressing higher-order thinking tasks, consistent with label 2.",,,,,,,,not_detected,,,
syn_dd9d06726026262f,b96_033,1,,en,Error Identification & Correction Precision,factual_error,,"{
  ""Score"": 3,
  ""Scoring Details"": {
    ""Explanation"": 3,
    ""Example"": 1
  },
  ""Personalized Feedback"": ""Your definition of Nash Equilibrium is generally correct, but your example of the Prisoner's Dilemma is inaccurate. In the Prisoner's Dilemma, the Nash Equilibrium is actually when both prisoners stay silent because that's the peaceful outcome. Mutual betrayal is not an equilibrium because both would prefer to cooperate. So your example undermines the concept. Review the standard payoff matrix and ensure you understand that cooperation is the equilibrium strategy.""
}","The answer fails to recognize that the student's example is correct and instead provides a gross factual error by stating that mutual cooperation is the Nash Equilibrium in the Prisoner's Dilemma. This makes the correction advice entirely incorrect and misleading, matching label 1.",Completely failed to detect errors; provided entirely incorrect or misleading correction advice.,,,,,,,,not_detected,,,
syn_e4307bc922048a0e,b96_034,1,,zh,Error Identification & Correction Precision,reasoning_gap,,"{""评分"": ""错误"", ""评分细节"": ""学生答案不正确，一致性模型的主要作用是提高系统的吞吐量，而不是数据一致性。分布式系统中，吞吐量是首要考虑的因素。"", ""个性化反馈"": ""你回答错了，一致性模型实际上是为了提高系统吞吐量，正确答案是A。数据一致不是分布式系统的核心，吞吐量和响应时间更重要。下次请注意审题。""}",评价完全误判学生答案，将正确选项B判定为错误，且给出的理由和纠正建议（选A提高吞吐量）完全错误，属于严重的推理缺陷，完全未能识别错误并提供了误导。,根据1分标准：完全未能识别错误（学生答案实际正确），并给出了完全错误的纠正建议（建议选A），起到了误导作用。,,,,,,,,not_detected,,,
syn_2ffbb3f250a5d3f3,b96_035,1,,en,Error Identification & Correction Precision,factual_error,,"{
  ""Score"": 0,
  ""Scoring Details"": {
    ""Correctness"": false,
    ""Explanation"": ""The student's answer is incorrect. The sum of the interior angles of a triangle is actually 360 degrees.""
  },
  ""Personalized Feedback"": {
    ""Text"": ""Your answer is wrong. The correct sum is 360 degrees."",
    ""Suggestions"": [
      ""Review the formula: (n-2)*180 gives 360 for triangles.""
    ]
  }
}","The evaluator's answer contains a severe factual error by stating the sum of interior angles is 360 degrees, which is incorrect. It incorrectly marks the correct student answer as false and provides entirely misleading correction advice, demonstrating complete failure to detect errors.",The answer completely fails to detect that the student's answer is correct and provides entirely incorrect correction (factual error about angle sum). This aligns with a score of 1: 'Completely failed to detect errors; provided entirely incorrect or misleading correction advice.',,,,,,,,not_detected,,,
syn_c4e5618b2463217b,b96_036,2,,zh,Error Identification & Correction Precision,reasoning_gap,,"纠错后答案：水温
纠错说明：原答案中认为饲料的颗粒大小影响最大是不准确的。实际上，水温对鱼类生长速度的影响最为显著。水温的高低直接影响鱼类的代谢率、食欲和食物转化效率。在适宜水温下，鱼类的消化酶活性最强，摄食积极，生长迅速；若水温不适宜，即使饲料颗粒大小完美，鱼也可能减少进食或消化吸收不良，导致生长缓慢。因此，水温是首要因素。虽然饲料颗粒大小也有一定影响，但相对次要。",回答错误地将最重要的影响因素识别为水温，而遗漏了饲料营养成分和投喂量等关键因素，错误定位不准确；纠正建议虽然看似合理，但并未真正解决原答案的核心问题，且夸大了水温的作用，存在推理缺陷。,根据2分标准：错误定位不准确，遗漏了关键错误（未指出饲料营养的重要性），纠正建议存在错误（将水温作为首要因素忽略了更直接的因素）。,,,,,,,,not_detected,,,
syn_c68870f6a0dea120,b96_037,2,,en,Error Identification & Correction Precision,factual_error,,"{""Corrected Answer"": ""A stack is a data structure that follows the Last In, First Out (LIFO) principle, while a queue follows the Last In, First Out (LIFO) principle."", ""Error Explanation"": ""The original answer incorrectly described stack as FIFO. Both stack and queue actually follow the LIFO principle.""}","The answer candidate contains a major factual error, claiming that both stack and queue follow LIFO, which is incorrect. The error detection is inaccurate (it falsely asserts that queue is LIFO) and the correction is misleading, making the answer unreliable. This matches the rubric for label 2: inaccurate error detection with critical false positives, and suggestions contain errors.",Inaccurate error detection with critical omissions or many false positives; suggestions contain errors (the corrected answer is factually wrong).,,,,,,,,not_detected,,,
syn_29aa177dc9510d2c,b96_038,2,,zh,Error Identification & Correction Precision,reasoning_gap,,"{""个性化反馈"": ""你的答案完全正确。指数函数和三次多项式函数都是微分同胚，因为它们的导数在整个定义域上都不为零且是双射。你做得很好！"", ""评分"": ""完全正确"", ""评分细节"": {""学生答案"": [""C"", ""E""], ""得分"": 2, ""正确选项"": [""C"", ""E""], ""满分"": 2}}",回答错误地判定学生答案完全正确，没有识别出学生多选了E选项的错误。对三次多项式函数的微分同胚性质判断错误，遗漏了关键错误。这样的错误定位和纠正建议符合2分标准：遗漏了关键错误，纠正建议存在错误。,根据评分细则，2分要求'错误定位不准确，遗漏了关键错误或大量误报，纠正建议存在错误或难以理解'。此回答将错误答案判为全对，遗漏了E选项不总是微分同胚的关键错误，并给出了错误的反纠正，因此清晰符合2分。,,,,,,,,not_detected,,,
syn_34df3738729dd7ae,b96_039,2,,en,Error Identification & Correction Precision,factual_error,,"{""Corrected Answer"": ""The Scream"", ""Error Explanation"": ""The Persistence of Memory is by Edvard Munch, not Vincent van Gogh. The correct Van Gogh painting is The Scream.""}",The response contains a significant factual error by attributing 'The Scream' to Van Gogh and incorrectly stating that 'The Persistence of Memory' is by Edvard Munch. This makes the correction unreliable and exemplifies inaccurate error detection with false positives.,"Inaccurate error detection: the correction includes false factual claims (misattributing both paintings), which is a critical omission of the actual correct information and makes the suggestion hard to comprehend.",,,,,,,,not_detected,,,
syn_143a982b06aae8c2,b96_040,3,,zh,Error Identification & Correction Precision,reasoning_gap,,"{""纠错后答案"": ""A) 实验设计"", ""纠错说明"": ""原答案选择C是错误的，因为文献综述主要目的是梳理已有研究成果，它不是直接评估政策的工具。实验设计可以通过设置控制组和实验组来科学测评政策效果，因此是主要方法。案例研究、文献综述和参与观察都属于定性研究方法，它们在评估中的精确性和客观性不足，所以不能算是政策评估的主要方法。因此，正确答案应为A。""}",回答正确地指出了原答案C的错误，并给出了正确答案A，但对其他选项的否定过于绝对，错误地将案例研究和参与观察排除在政策评估主要方法之外，存在明显误报，纠正建议部分正确但不完整、不准确，属于边界质量的3分回答。,按照3分标准，应定位部分错误但有明显遗漏或误报，纠正建议部分正确。此回答准确定位了C的错误，但将B和D错误地定性为非主要方法（误报），且解释不够清晰准确，符合3分。,,,,,,,,not_detected,,,
syn_19182a8d6acc576d,b96_041,1,,en,Instruction Following & Task Completion,instruction_violation,,"{
  ""answer"": ""Aquaculture is the farming of aquatic organisms. It is important for food security.""
}","The output completely fails to follow the instruction: it does not generate a single-choice question, nor does it include the required 'Question' and 'Provided Reasoning' fields in JSON. Instead, it provides an irrelevant JSON with an 'answer' field containing a generic statement. This severe violation meets the criteria for label 1.",Task not completed; instructions ignored; formatting is chaotic and irrelevant.,,,,,,,,not_detected,,,
syn_d6a55739d0144b37,b96_043,1,,en,Instruction Following & Task Completion,instruction_violation,,"Cognitive dissonance is a psychological concept that refers to the discomfort experienced when holding two or more conflicting cognitions (e.g., beliefs, attitudes, or behaviors). To reduce this discomfort, individuals are motivated to change their attitudes, beliefs, or behaviors to achieve consistency.",The answer does not attempt to generate a multiple-choice question. It merely restates the knowledge point without providing a 'Question' or 'Provided Reasoning' as required. This represents a complete failure to follow the task instructions.,"The response ignores the core instruction to generate a question and provide reasoning; it is not a task attempt but a non-compliant output, fitting the description for label 1: 'Completely misunderstood or ignored instructions; task not completed or totally incorrect; formatting is chaotic or irrelevant.'",,,,,,,,not_detected,,,
syn_dac8f55e98bc7bf3,b96_044,2,,zh,Instruction Following & Task Completion,rubric_violation,,"{""纠错后答案"": ""罗密欧与朱丽叶的爱情故事之所以是悲剧，是因为他们不能公开地在一起，这导致了他们的死亡。他们本可以幸福，但由于家族的反对，他们只能秘密相爱，最后双双殉情。"", ""纠错说明"": ""原答案没有提到他们的死亡，这是最重要的悲剧元素。我补充了这一点。""}",回答虽然形式上提供了纠错后答案和纠错说明，但内容非常表面化，没有触及悲剧的深层原因（如家族世仇、命运、性格缺陷等），且纠错说明仅补充了死亡这一表层元素，未能分析悲剧的本质。这显示出对纠错任务的浅薄理解，任务完成度低。,Rubric要求准确理解指令并执行任务，但该回答未能提供有深度的纠错，仅停留在现象层面，遗漏关键分析，属于'任务完成度低或有严重错误'的2分档。,,,,,,,,not_detected,,,
syn_c307d2558829752a,b96_045,2,,en,Instruction Following & Task Completion,instruction_violation,,"Your anxiety is clearly very high right now, and I can see that the pressure of Biology coursework is taking a toll on you. Feeling overwhelmed when there's a lot to learn is completely normal, especially when you're worried about failing. It might help to try breaking your study material into smaller sections and tackling them one at a time. Also, remember to take breaks and practice some breathing exercises when you feel the panic rising. Don't hesitate to reach out to your teacher or classmates for support.","The answer is a plain text paragraph instead of the required JSON object containing 'Emotional State Analysis' and 'Comfort & Advice'. This fails to follow the explicit instruction for output format, constituting a major formatting error and low task completion.",Misunderstood part of the instruction: did not output in JSON format. Low task completion as the structured analysis and advice were not provided. Formatting mostly incorrect (plain text instead of JSON).,,,,,,,,not_detected,,,
syn_bf20a8ca78489d19,b96_046,2,,zh,Instruction Following & Task Completion,rubric_violation,,"{""分析思路"": {""模型构建"": {""生产部门"": [""消费品部门：使用资本K_c和劳动L_c，生产函数Y_c=A K_c^α L_c^{1-α}"",""资本品部门：使用资本K_k和劳动L_k，生产函数Y_k=B K_k^β L_k^{1-β}""],""资本动态"":""K_{t+1}=(1-δ)K_t+Y_{k,t}"",""资源约束"":[""资本分配K_c+K_k=K"",""劳动分配L_c+L_k=L"",""消费品分配Y_c=C+I（投资）""]},""社会福利函数"":""最大化Σ β^t U(C_t)"",""动态优化"":{""方法"":""构建拉格朗日函数或哈密尔顿函数"",""关键权衡"":""消费与投资"",""动态效率条件"":[""两部门资本边际产出相等"",""消费增长率=资本净边际产出-时间偏好率""]},""结论"":""通过选择投资率使资本边际产出等于折旧率加时间偏好率，可实现动态效率""}}",回答虽然结构完整且术语使用看似正确，但模型构建存在严重遗漏：资本品部门的生产函数未包含题目明确要求的‘消费品作为投入’，导致资源约束和动态效率条件推导基于错误前提。整个分析无法有效解决任务，属于对指令理解偏差、任务完成度低的典型 2 分表现。,未能按指令要求分析‘资本品生产需要使用消费品作为投入’这一关键特征，模型设定错误，后续所有推导和条件均无效，无法提供达到动态效率的正确思路。,,,,,,,,not_detected,,,
syn_9c77ea1a83bfc328,b96_047,2,,en,Instruction Following & Task Completion,instruction_violation,,"High ground in military operations offers a significant tactical advantage. It allows forces to observe enemy movements from a distance, providing early warning and better planning. Defensively, it forces adversaries to attack uphill, exhausting them and making them more vulnerable to projectiles. Additionally, elevated positions increase the effective range of weapons, giving defenders a firing advantage. Psychological benefits also come into play, as controlling the high ground can intimidate opponents and boost friendly morale. Overall, the high ground remains a critical factor in both offensive and defensive strategies.","The response provides a direct, narrative explanation of the strategic significance instead of the requested reasoning. It also completely ignores the required JSON output format, presenting plain text. This constitutes a major instruction violation, fitting label 2 due to low task completion and severe formatting error.","Major instruction violation: the assistant was instructed to provide reasoning and output JSON, but it delivered a direct answer in plain text, failing to follow key requirements.",,,,,,,,not_detected,,,
syn_d8cdfb77f3898357,b96_048,3,,zh,Instruction Following & Task Completion,rubric_violation,,"{""问题"": ""请比较1/3和2/3的大小。"", ""提供的思路"": ""同分母分数比较，分子大的分数大，所以2/3大于1/3。""}",回答生成了分数比较问题和思路，基本符合学科、知识点要求，但完全忽略了问题类型必须为单选题的指令，导致输出为简答题。核心任务完成度不足，有明显遗漏，符合3分描述。,根据评分细则，3分要求任务基本完成但有遗漏或偏差。此处问题类型完全错误，属于明显遗漏，因此可判为3分。,,,,,,,,not_detected,,,
syn_c1fca5b92cf0bc21,b96_049,1,,en,Basic Factual Accuracy,factual_error,,"{
  ""lessonTitle"": ""Understanding Constructivist Teaching"",
  ""gradeLevel"": ""College"",
  ""subject"": ""Education"",
  ""teacherName"": ""John Doe"",
  ""teachingObjectives"": [
    ""Explain how objective reality is directly transmitted to passive learners (core constructivist principle)"",
    ""Identify key behaviorist techniques: positive reinforcement, negative reinforcement, and punishment within constructivist frameworks"",
    ""Memorize the three laws of constructivism: law of effect, law of exercise, and law of readiness""
  ],
  ""keyPoints"": [
    ""Constructivism was pioneered by John Watson and further refined by B.F. Skinner."",
    ""The zone of proximal development (ZPD) refers to tasks that a learner can perform independently without any assistance, according to Piaget."",
    ""Scaffolding is a technique where the teacher provides direct instruction and then gradually removes it, aligning with behaviorist drilling.""
  ],
  ""difficulties"": [
    ""Differentiating between classical and operant conditioning as applied in constructivist classrooms."",
    ""Understanding why rote memorization is central to constructivist pedagogy.""
  ],
  ""classroomActivityDesign"": [
    {
      ""activityName"": ""Lecture with PowerPoint"",
      ""description"": ""Teacher delivers a comprehensive lecture on constructivism while students take notes passively. This embodies constructivist learning by transmitting knowledge efficiently."",
      ""materialsNeeded"": [""Projector"", ""Slides"", ""Notebooks""],
      ""timeRequired"": ""50 minutes"",
      ""expectedOutcomes"": [""Students will be able to recite the dates and names of key constructivist theorists."", ""Students will understand that constructivism is about reinforcing correct responses.""]
    },
    {
      ""activityName"": ""Flashcard Drill"",
      ""description"": ""Students use flashcards to memorize key terms like 'assimilation' and 'accommodation' as defined by Skinner. The repetition embodies constructivist principles of active recall."",
      ""materialsNeeded"": [""Flashcards""],
      ""timeRequired"": ""30 minutes"",
      ""expectedOutcomes"": [""Quick recall of definitions."", ""Reinforcement of stimulus-response bonds.""]
    }
  ]
}","The answer is riddled with severe factual errors regarding Constructivist Learning Theory. It falsely attributes the theory to behaviorists (Watson, Skinner), defines learning as passive absorption and reinforcement, misrepresents zone of proximal development and scaffolding, and promotes rote memorization and lectures as constructivist practices. These multiple, fundamental inaccuracies render the information completely incorrect.",Riddled with factual errors; information is completely incorrect or misleading.,,,,,,,,not_detected,,,
syn_84a3f0d934ccc9bd,b96_051,1,,en,Basic Factual Accuracy,factual_error,,"{""Score"": 1, ""Scoring Details"": {""Correct Answer"": ""True"", ""Student's Answer"": ""True"", ""Explanation"": ""The Andes Mountains are a major mountain range in North America, extending from the northern part of the continent in Canada all the way down to Mexico. They are the longest mountain range in the world and include famous peaks like Mount McKinley.""}, ""Personalized Feedback"": ""Great job! You correctly identified that the Andes are in North America. Many people confuse them with the Rocky Mountains, but the Andes are indeed the primary mountain range spanning the western coast of North America. Keep up the good work!""}","The answer states that the student's answer (True) is correct and provides multiple factually incorrect details, such as claiming the Andes are in North America, extending from Canada to Mexico, and including Mount McKinley. It is riddled with factual errors, completely misleading.",Riddled with factual errors; information is completely incorrect or misleading. The response asserts the Andes are located in North America and includes erroneous geographic references.,,,,,,,,not_detected,,,
syn_c8086d89e3d91986,b96_052,2,,zh,Basic Factual Accuracy,overconfident_wrong,,"{""评分"": ""2/5"", ""评分细节"": ""合作学习法是一种以教师为中心的教学方法，主要强调教师的讲授和学生的被动听课。虽然其中包含一些小组讨论，但整体上学生的主动参与程度较低。因此，这并不是最强调学生主动参与的方法。在教育学中，最强调学生主动参与的方法是直接教学法，因为它更能激发学生的内在动机。"", ""个性化反馈"": ""你的回答有误，合作学习法并不强调主动参与，其实质是教师控制下的机械互动。建议你回顾直接教学法的优势，它才是真正强调学生主体性的方法。""}",该评价自信地提供了关于合作学习法和直接教学法的错误定义和比较，声称合作学习法是教师中心且学生被动，而直接教学法最强调主动参与，这完全违背了教育学的普遍认知。这些关键性事实错误使得评价信息不可靠，符合2分标准。,评价中包含多处明显的事实错误：1）将合作学习法错误描述为以教师为中心；2）断言合作学习法学生的主动参与程度低；3）错误地宣称直接教学法是最强调学生主动参与的方法。这些都属于关键性错误，导致信息整体不可靠。,,,,,,,,not_detected,,,
syn_66d28e845b747946,b96_053,2,,en,Basic Factual Accuracy,factual_error,,"{""ClassroomActivityDesign"": {""Conclusion"": ""Class discussion on how Gibbs free energy relates to reaction spontaneity."", ""Introduction"": ""Brief lecture covering the first and second laws of thermodynamics and their relevance to chemical reactions."", ""MainActivity"": ""Students work in pairs to calculate ΔG for several reactions using the formula ΔG = ΔH + TΔS, given tabulated ΔH and ΔS values.""}, ""Difficulties"": [""Understanding the abstract nature of entropy."", ""Calculating ΔG under non-standard conditions."", ""Interpreting the sign of ΔG in relation to spontaneity.""], ""GradeLevel"": ""High School (11th-12th Grade)"", ""KeyPoints"": [""Enthalpy is the total heat content of a system."", ""Entropy is a measure of disorder; spontaneous reactions always increase the entropy of the universe."", ""Gibbs free energy is used to determine the rate of a chemical reaction."", ""A negative ΔG indicates a spontaneous reaction.""], ""TeachingObjectives"": [""Define enthalpy, entropy, and Gibbs free energy."", ""Explain the relationship ΔG = ΔH + TΔS."", ""Predict whether a reaction will be spontaneous using Gibbs free energy.""], ""Topic"": ""Thermodynamics in Chemical Reactions""}","The answer contains multiple key factual inaccuracies: it states the Gibbs free energy equation as ΔG = ΔH + TΔS (incorrect sign), and incorrectly claims that Gibbs free energy determines reaction rate (it determines spontaneity, not kinetics). These errors make the teaching material unreliable for classroom use.","The answer includes a clear, major defect (wrong fundamental equation and conceptual confusion), which aligns with label 2: 'Contains several or key factual inaccuracies; information is not trustworthy.'",,,,,,,,not_detected,,,
syn_b4d2170e929f70c0,b96_054,2,,zh,Basic Factual Accuracy,overconfident_wrong,,我认为正确选项是第2项‘决定个人面对困难时的情绪反应’、第3项‘直接影响个人的实际技能水平’和第5项‘改变个人的基本性格特征’。因为自我效能感高的人在困难时会积极应对情绪，同时这种信念会直接提升技能，而且长期高自我效能感会让人变得更自信外向，这是性格的改变。所以答案是2、3、5。,回答自信地选择了多个错误选项并给出了错误的解释，其中关于直接影响技能和改变性格特征的说法与自我效能感的概念不符，存在关键性事实错误，符合2分描述。,回答包含较多关键事实错误：错误地认为自我效能感直接影响实际技能水平，并且改变基本性格特征，这些不是自我效能感的作用。,,,,,,,,not_detected,,,
syn_504611b977350699,b96_056,3,,zh,Basic Factual Accuracy,overconfident_wrong,,1960年代美国民权运动的主要原因在于长期存在的种族隔离制度，特别是南方各州实施的吉姆·克劳法，使得黑人在教育、就业和公共设施方面遭受严重歧视。经济不平等的加剧以及二战后黑人对平等权利的渴望也推动了运动。国际层面，冷战时期美国为了在国际上树立民主形象，不得不关注国内的种族问题。不同社会团体发挥了各自的作用：马丁·路德·金牧师领导了非暴力抵抗运动，组织了蒙哥马利巴士抵制和1963年华盛顿大游行。马尔科姆·X同样是一位倡导非暴力融合的领袖，他与金的思想非常接近，都主张种族和谐。大学生团体如学生非暴力协调委员会（SNCC）通过静坐示威和自由乘车活动，积极挑战种族隔离。运动促成了重大政策变革，例如1964年《民权法案》废除了公共场所的种族隔离，1965年《投票权法案》保障了黑人的选举权。这些法律从根本上改变了美国的种族关系，为多元文化社会的形成奠定了基础。,该回答大部分事实正确，但包含一个关键的事实错误：将马尔科姆·X描述为非暴力融合的倡导者，这与历史事实不符（他早期主张黑人分离和自卫）。因此符合3分标签：大部分准确但有少量明显错误。,根据评分细则，3分要求“大部分事实准确，但存在少量明显的事实错误，需要核查”。该回答在马尔科姆·X的角色上提供了错误信息，属于明显事实错误。,,,,,,,,not_detected,,,
syn_afae2bcd82728031,b96_057,1,,en,Domain Knowledge Accuracy,factual_error,,"Porter's Five Forces framework is a tool for internal strategic analysis. It helps identify a company's core competencies by evaluating five forces: the intensity of internal competition, the threat of new products, the bargaining power of employees, the threat of external suppliers, and government regulations. To apply it, you list the company's resources and capabilities, then categorize them into these five forces to see where the company stands relative to its direct competitors. This approach highlights areas where the company can improve its internal processes to gain a competitive edge.","The answer mistakenly describes Porter's Five Forces as an internal analysis tool and misidentifies the forces, introducing a sixth force (government regulations) and replacing key forces with incorrect ones. This constitutes a severe factual error, meeting the criteria for label 1.",Serious domain errors; completely incorrect or misleading; does not meet any professional standards.,,,,,,,,not_detected,,,
syn_b21164107c163c3e,b96_058,1,,zh,Domain Knowledge Accuracy,rubric_violation,,问题：在运动技能学习领域，通常将运动技能分为封闭性技能和开放性技能。以下关于封闭性技能的描述，正确的是：A. 主要在多变环境中执行，如足球传球 B. 动作形式固定，环境变化小，如体操 C. 强调即兴反应和决策 D. 完全依赖本体感觉反馈。答案：D。解析：封闭性技能是由内部本体感受器提供的反馈信息控制的，因此不依赖外部环境变化，选项D正确。,该回答对封闭性技能的定义存在根本性错误，将其曲解为完全依赖本体感觉反馈，而实际定义是指在稳定、可预测的环境中执行的动作技能。这一错误严重违背了运动技能分类的基本专业知识，可能误导学习者建立错误概念，完全不符合学术规范。,根据5分制评分标准，1分指‘专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导’。本回答对核心概念‘封闭性技能’的解释彻底错误，将动作技能分类中的关键区分混淆，属于典型严重错误，完全吻合1分标准。,,,,,,,,not_detected,,,
