check,path,status,observed,expected,notes
markdown max line length,thesis_exp/outputs/exp03_input_ablation/readability_check_exp03.md,PASS,167,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/report.md,PASS,174,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/reports/rubric_quality_audit.md,PASS,87,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/reports/rubric_repair_source_trace.md,PASS,230,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/reports/rubric_source_audit.md,PASS,93,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/review_package.md,PASS,163,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/runs/A0_answer_only/run_summary.md,PASS,63,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/runs/A0_answer_only/summaries/run_summary.md,PASS,92,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/runs/A1_question_answer/run_summary.md,PASS,63,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/runs/A1_question_answer/summaries/run_summary.md,PASS,96,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/runs/A2_question_answer_metric/run_summary.md,PASS,63,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/runs/A3_question_answer_metric_rubric/run_summary.md,PASS,63,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/runs/A3_question_answer_metric_rubric/summaries/run_summary.md,PASS,93,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/runs/A4_question_answer_metric_rubric_metadata/run_summary.md,PASS,63,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/runs/A4_question_answer_metric_rubric_metadata/summaries/run_summary.md,PASS,102,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/sanity_check_exp03_outputs.md,PASS,214,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/sanity_check_exp03_setup.md,PASS,198,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/smoke_test/A3_question_answer_metric_rubric/run_summary.md,PASS,63,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/smoke_test/A3_question_answer_metric_rubric/summaries/run_summary.md,PASS,92,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/smoke_test/A4_question_answer_metric_rubric_metadata/run_summary.md,PASS,63,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/smoke_test/A4_question_answer_metric_rubric_metadata/summaries/run_summary.md,PASS,101,<300,
markdown max line length,thesis_exp/outputs/exp03_input_ablation/smoke_test/smoke_test_report.md,PASS,250,<300,
