eval_index,sample_id,question_key,question_group_id,metric,language,subject,gold_label,answer_chars,answer_words,candidate_pool,failure_mode_auto,hidden_failure_candidate_type,recommended_training_use,confidence_weight,prompt_hash,recovered_reason_hash
63,d47f50d9f862f2b3b38b2bce2d879ce46d379e2b,6ae2184d2c28a7dffc1319a61a68cf2584970be2,6ae2184d2c28a7dffc1319a61a68cf2584970be2,Content Relevance & Scope Control,en,General Pedagogy,2,2952,368,pool_b_all_train_low,unclear,unclear,review_only,0.2000,ca58ead4857c512b335bf5172b9a24ffb958f387,da39a3ee5e6b4b0d3255bfef95601890afd80709
64,61725aede8ed2f1879dae36d9b4f8a751b64787b,b8341c9d33cad1b053ba0bafa03c407e4791c4da,b8341c9d33cad1b053ba0bafa03c407e4791c4da,Scenario Element Integration,en,Business Administration,2,1864,286,pool_b_all_train_low,unclear,unclear,review_only,0.2000,b5fc72518b230765cce86f4e4084c98f58eea4f4,da39a3ee5e6b4b0d3255bfef95601890afd80709
65,971ddfe627f76a7b8e9a9e2c3def60171e09b44a,b8341c9d33cad1b053ba0bafa03c407e4791c4da,b8341c9d33cad1b053ba0bafa03c407e4791c4da,Higher-Order Thinking & Skill Development,en,Business Administration,2,1864,286,pool_b_all_train_low,unclear,unclear,review_only,0.2000,e3df5e7cf8e3d7d242ce7587c4b42646208b407a,da39a3ee5e6b4b0d3255bfef95601890afd80709
66,06861366641747d8214ceee8efb257daab5915fd,b8341c9d33cad1b053ba0bafa03c407e4791c4da,b8341c9d33cad1b053ba0bafa03c407e4791c4da,Scenario Element Integration,en,Business Administration,2,1760,215,pool_b_all_train_low,unclear,unclear,review_only,0.2000,3339c2340f41e7ef658f850c94b520759811b994,da39a3ee5e6b4b0d3255bfef95601890afd80709
67,c17a610f41afcb064ec903fbafb4e67c2fafd59e,ffed2f3bb93a32c1cf81521951774f896b3283f4,ffed2f3bb93a32c1cf81521951774f896b3283f4,Scenario Element Integration,en,Biology,2,1375,207,pool_b_all_train_low,unclear,unclear,review_only,0.2000,d092417c436e0d2e2b69a940aa498559818ad24a,da39a3ee5e6b4b0d3255bfef95601890afd80709
68,49318c4f0d2ec2244ac543b0db468afaf9a85d1b,5190426b37344a5dd70adf4894aacc1fb868cdff,5190426b37344a5dd70adf4894aacc1fb868cdff,Reasoning Process Rigor,en,Basic Medicine,1,1067,148,pool_b_all_train_low,unclear,unclear,review_only,0.2000,5f1226a94e4aeb06767fdc65b222d6b97b39bcf9,da39a3ee5e6b4b0d3255bfef95601890afd80709
69,6cc46157fcf2aa5b87cd72293be48481a7e5dacc,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,Instruction Following & Task Completion,en,Theoretical Economics,2,969,127,pool_b_all_train_low,task_constraint_violation,weak_evidence_positive,weak_evidence_positive,0.8500,d1af21b72389b3fab63a01359dea4e55f501303a,745d773b424ed6499f05c3a2a6ccad4a6d2d84bd
70,0a2cdf9b3f6bdc6f89db168c31be1e2a31b9ba5e,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,Error Identification & Correction Precision,en,Theoretical Economics,2,932,132,pool_b_all_train_low,unclear,unclear,review_only,0.2000,24f05eef2696597cd855d2406a70b0f377c197b4,da39a3ee5e6b4b0d3255bfef95601890afd80709
71,3f9f3a828b886a38e49aaea66516138ddb71f9d8,ffed2f3bb93a32c1cf81521951774f896b3283f4,ffed2f3bb93a32c1cf81521951774f896b3283f4,Scenario Element Integration,en,Biology,2,870,113,pool_b_all_train_low,unclear,unclear,review_only,0.2000,71335e7f6dc78a1486fdb83ba04d2ab6a5f9a330,da39a3ee5e6b4b0d3255bfef95601890afd80709
72,4153d3a9a2b62778bf32e38aa33be57d0215987d,ba35192a049e868eedae5ba310638e7e75c9f363,ba35192a049e868eedae5ba310638e7e75c9f363,"Motivation, Guidance & Positive Feedback",en,Basic Medicine,2,604,94,pool_b_all_train_low,unclear,unclear,review_only,0.2000,5b1daeb30b26573da27e7d41d2a1ef516997a021,da39a3ee5e6b4b0d3255bfef95601890afd80709
73,365e8b4c9ee703d23dee95e59be31577a15cacc8,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,Higher-Order Thinking & Skill Development,en,Physical Education,2,563,80,pool_b_all_train_low,task_constraint_violation,weak_evidence_positive,weak_evidence_positive,0.8500,1f5573375f1bc4e41094280160c8b6c609c1c3f6,7222892216b0d238bf5bbd6737958930fe1118ab
74,1947f424625d896777f4dbddef16ab9afb7730aa,5190426b37344a5dd70adf4894aacc1fb868cdff,5190426b37344a5dd70adf4894aacc1fb868cdff,Reasoning Process Rigor,en,Basic Medicine,1,545,88,pool_b_all_train_low,unclear,unclear,review_only,0.2000,76aee017a8d3962a4669d8bfcc5826a73dddf367,da39a3ee5e6b4b0d3255bfef95601890afd80709
75,ffbcfd835bce6f2c49e6ba425055824d75949505,14e6dfb98fe659be9bca96d36b8e8c3b5beda0d4,14e6dfb98fe659be9bca96d36b8e8c3b5beda0d4,Reasoning Process Rigor,en,Computer Science,2,544,76,pool_b_all_train_low,unclear,unclear,review_only,0.2000,9e0f9c38f7c1c7c74e44e849d12f20660a6e6396,da39a3ee5e6b4b0d3255bfef95601890afd80709
76,3bcc02fdb1dc40baccc625e0649658243cccf44d,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,Basic Factual Accuracy,zh,Basic Medicine,2,458,24,pool_b_all_train_low,unclear,unclear,review_only,0.2000,9482f66c0627e697872521394de37f37c430adb9,da39a3ee5e6b4b0d3255bfef95601890afd80709
77,3b5a8c4295de94d52db9f719bd2bf0ff725b74bc,f6cf3e1b280ca78c17a557b97001a3fea411a738,f6cf3e1b280ca78c17a557b97001a3fea411a738,Higher-Order Thinking & Skill Development,en,Aquaculture,2,454,61,pool_b_all_train_low,unclear,unclear,review_only,0.2000,de95251af47f584561f0f60508312fb44f8e877d,da39a3ee5e6b4b0d3255bfef95601890afd80709
78,bc6c8aae4e012e80e2052e4e76cb7093dc61ed19,182ead73c7c9bef64c812e1c3366635156817f15,182ead73c7c9bef64c812e1c3366635156817f15,Scenario Element Integration,en,Mathematics,2,432,73,pool_b_all_train_low,unclear,unclear,review_only,0.2000,67770ae3ce5b1f610a82c6366eccb1bffe4d7ce0,da39a3ee5e6b4b0d3255bfef95601890afd80709
79,59057a57e3dbc47128b4e0c6da46964f722a411f,ba35192a049e868eedae5ba310638e7e75c9f363,ba35192a049e868eedae5ba310638e7e75c9f363,"Motivation, Guidance & Positive Feedback",en,Basic Medicine,2,383,60,pool_b_all_train_low,unclear,unclear,review_only,0.2000,7e78a8b80590423bc531f72d054c880202f00744,da39a3ee5e6b4b0d3255bfef95601890afd80709
80,92910121cc180752d916f726d12fa5537c40dd88,182ead73c7c9bef64c812e1c3366635156817f15,182ead73c7c9bef64c812e1c3366635156817f15,Scenario Element Integration,en,Mathematics,2,370,69,pool_b_all_train_low,unclear,unclear,review_only,0.2000,37d095eeae73612bf0362f62aa93425cc342c8f6,da39a3ee5e6b4b0d3255bfef95601890afd80709
81,b32ef4e0d4df64758a36c00f66d44107809101c3,182ead73c7c9bef64c812e1c3366635156817f15,182ead73c7c9bef64c812e1c3366635156817f15,Higher-Order Thinking & Skill Development,en,Mathematics,2,370,69,pool_b_all_train_low,unclear,unclear,review_only,0.2000,f9ac8fae8efbae16a6623eef52063d370d4727aa,da39a3ee5e6b4b0d3255bfef95601890afd80709
82,f5dbe00c4a0fb5c4c818e8c652cdcdec09c3d65a,33f24cdef61905293c51bb59ca561c1f2cef3965,33f24cdef61905293c51bb59ca561c1f2cef3965,"Motivation, Guidance & Positive Feedback",zh,History,2,349,29,pool_b_all_train_low,unclear,unclear,review_only,0.2000,7039da42519f788566107a02751a2a3e0adeac25,da39a3ee5e6b4b0d3255bfef95601890afd80709
83,18551ba0c6e7b3ad2bd30333ae0aad09b79b9c98,80b4f169dced8f900b4d6467567222045b1c13a3,80b4f169dced8f900b4d6467567222045b1c13a3,Basic Factual Accuracy,zh,Mathematics,2,330,21,pool_b_all_train_low,answer_key_or_reference_mismatch,answer_key_dependent,pairwise_low,0.7500,9a30e087dd8c8d349f5f008b59d6cdb327847eb8,09282a411e6a5c069c762deb22d4b3987e9f9e9c
84,65890fb994cef054dc75e0e6dd4c1b3e2d91805d,2315014220e7c1c5fbc4751aea0a196884f3ace8,2315014220e7c1c5fbc4751aea0a196884f3ace8,Instruction Following & Task Completion,zh,Theoretical Economics,2,286,21,pool_b_all_train_low,format_violation,format_auxiliary,format_auxiliary,0.9000,882b4c62d834f96db40f04a862a14264cff2c7e4,2bd4b51ed9ddcb814634972d3dbe28d4a60c6e42
85,f54280d4caeef0bdadc941acfcd5f7fede5d6838,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,Instruction Following & Task Completion,zh,Basic Medicine,1,265,19,pool_b_all_train_low,task_constraint_violation,format_auxiliary,format_auxiliary,0.8500,4f8ffdfa301a455e13d111b67db77e34382d8054,5cf1526729b34b79a8efeab895d6210c742a1fe1
86,9fdf5ac4ce9e42b699e040bcc32841d72d8c9e07,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,Basic Factual Accuracy,zh,Basic Medicine,1,265,19,pool_b_all_train_low,answer_key_or_reference_mismatch,answer_key_dependent,pairwise_low,0.7500,295fdde9d7f7436db65f31c1f206b93d67e0758d,1a97423ae29e05eec3449236e6915fcaf717fa60
87,08554936f4982f9a49b0ecb237ab00fa29370010,0a3152b6a40fc98b07a15855ba40ec0882507e78,0a3152b6a40fc98b07a15855ba40ec0882507e78,Error Identification & Correction Precision,zh,History,2,229,27,pool_b_all_train_low,format_violation,format_auxiliary,format_auxiliary,0.9000,fe411ae0b417f3aa349ecaf464ca13c78765916b,928eb469bd97354a552c76732c344cd9948c6c10
88,34d1c2d12a4242a8a26ed4f998ae1f08b3210cdf,80b4f169dced8f900b4d6467567222045b1c13a3,80b4f169dced8f900b4d6467567222045b1c13a3,Basic Factual Accuracy,zh,Mathematics,1,226,19,pool_b_all_train_low,answer_key_or_reference_mismatch,answer_key_dependent,pairwise_low,0.7500,cf34efd781eafec6e1d2c202ae8457c4b0aeddb6,efc1f0ba41084de25dd84bd26a503b53816de23e
89,994d4e155a8f105839639aba605151175ef4de88,0a3152b6a40fc98b07a15855ba40ec0882507e78,0a3152b6a40fc98b07a15855ba40ec0882507e78,Error Identification & Correction Precision,zh,History,1,212,10,pool_b_all_train_low,unclear,unclear,review_only,0.2000,e7c7670e56227add57b024d55c5c20edd21272fb,da39a3ee5e6b4b0d3255bfef95601890afd80709
90,3fdc81f613bf237c32a80d3fb798df97d4a1a3ab,2315014220e7c1c5fbc4751aea0a196884f3ace8,2315014220e7c1c5fbc4751aea0a196884f3ace8,Instruction Following & Task Completion,zh,Theoretical Economics,2,208,15,pool_b_all_train_low,format_violation,format_auxiliary,format_auxiliary,0.8500,c90b0a4c6da3b719c935adfaece27600ca91fefd,16d0c0caa508f4dedb8a8bd4cc9d69d7500e24e7
91,f0c153c819601d3c479c51f48b2acd66132d1e5f,7bdbfc3be37d434120cd61c75738b9ba4e2b67ad,7bdbfc3be37d434120cd61c75738b9ba4e2b67ad,Reasoning Process Rigor,en,Applied Economics,1,107,16,pool_b_all_train_low,unclear,unclear,review_only,0.2000,c626e53718c4714b737104a40234561b0e56074c,da39a3ee5e6b4b0d3255bfef95601890afd80709
92,c71ebb1ec30fb320cce5e1315b2181603bc9f769,14e6dfb98fe659be9bca96d36b8e8c3b5beda0d4,14e6dfb98fe659be9bca96d36b8e8c3b5beda0d4,Reasoning Process Rigor,en,Computer Science,1,82,11,pool_b_all_train_low,unclear,unclear,review_only,0.2000,9d2d9ea53a175f01e4b01736ae38d6a124ecd116,da39a3ee5e6b4b0d3255bfef95601890afd80709
93,5238e123a16a826d9dd25c0454890d96db10099a,aa48c48cd6bf14c4713397de0e37c7971495e79d,aa48c48cd6bf14c4713397de0e37c7971495e79d,Basic Factual Accuracy,en,Mathematics,1,59,10,pool_b_all_train_low,answer_key_or_reference_mismatch,answer_key_dependent,pairwise_low,0.7500,0994719d65598ce6c5b8ec9b09a686ef96ad502b,900e4dfaeab2d49c535af7e07fc0c1b3547efdcb
94,ff8336b754ae2926d754192bf5a2f0c7ca6ba2a5,379759b00c0ded53ca5135bf363df1ca0f8ae778,379759b00c0ded53ca5135bf363df1ca0f8ae778,Reasoning Process Rigor,zh,Physical Education,1,49,10,pool_b_all_train_low,unclear,unclear,review_only,0.2000,9e37b1c3790a3dae38d6131c90a00facd1326492,da39a3ee5e6b4b0d3255bfef95601890afd80709
95,fa439d530a93932f4cf8a09f743d80c44e18e0b8,aa48c48cd6bf14c4713397de0e37c7971495e79d,aa48c48cd6bf14c4713397de0e37c7971495e79d,Content Relevance & Scope Control,en,Mathematics,2,47,8,pool_b_all_train_low,task_constraint_violation,weak_evidence_positive,weak_evidence_positive,0.8500,235828146afe1116d7ec64a0eeb4bcdbdfd164a5,63a68942c58622b6926a24ec2664ec003d29abc6
96,6ba52ada98a9a51312929f9f19f6c7227cd562eb,3f583749c39a53d68120dd4302b4c6888f5dd6d7,3f583749c39a53d68120dd4302b4c6888f5dd6d7,Reasoning Process Rigor,zh,Physics,1,39,7,pool_b_all_train_low,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,51e6b994b72ad41c329e9ac0d6490cc806d4a4c9,41aefd58a8c5ddd16df7ef1a643219814ecd34b1
97,0f9bdd1ac2b116a1f087a68008be1d0a38cb8ab1,3f583749c39a53d68120dd4302b4c6888f5dd6d7,3f583749c39a53d68120dd4302b4c6888f5dd6d7,Reasoning Process Rigor,zh,Physics,1,39,7,pool_b_all_train_low,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,10142e2bdab44f605b6be9fca57d7f573e5cdad1,41aefd58a8c5ddd16df7ef1a643219814ecd34b1
98,a78d41fd92d092509e201d4cb468bba833ecdf3a,3b26f4f8f9f7314ee644e63efa2173afbb702c33,3b26f4f8f9f7314ee644e63efa2173afbb702c33,Reasoning Process Rigor,zh,Law,1,33,7,pool_b_all_train_low,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,a7e2464b0ac6c9c5be7c74b2ee2a3f8093579fbe,93c4f0314441666fafaa78d552fe2cc43c27bbd4
99,dcf321c484e4128628a7517762ccaf72fc0916d8,3b26f4f8f9f7314ee644e63efa2173afbb702c33,3b26f4f8f9f7314ee644e63efa2173afbb702c33,Reasoning Process Rigor,zh,Law,1,33,7,pool_b_all_train_low,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,bcf581f1a025b994f6a83fb74523048706679085,93c4f0314441666fafaa78d552fe2cc43c27bbd4
100,4d603e5ed030c00413f35f1852ebb1859d5dc6be,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,Reasoning Process Rigor,zh,Clinical Medicine,1,33,7,pool_b_all_train_low,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,a4a800099d244f27f2e731f05886ad562a1cdc68,a92df46ea48b3b2a01442434d24af96c4b92e80e
101,992ac0fdbb258d7a1438e8ee29db7096365cf8ca,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,Reasoning Process Rigor,zh,Clinical Medicine,1,33,7,pool_b_all_train_low,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,35fa155248451c597525b6179721a4aed5dc10a4,a92df46ea48b3b2a01442434d24af96c4b92e80e
102,b62bc6a3bc8db6a39e2d347c263aa392be416138,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,Reasoning Process Rigor,zh,Clinical Medicine,1,33,7,pool_b_all_train_low,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,6668b0f1da892b4090b030251db457a66fe47b1d,a92df46ea48b3b2a01442434d24af96c4b92e80e
103,8ff264a74369c7106935fc453add4b92d95a8b87,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,Reasoning Process Rigor,zh,Clinical Medicine,1,33,7,pool_b_all_train_low,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,146c12324041587b5b021800f20568d5f7eac8c6,a92df46ea48b3b2a01442434d24af96c4b92e80e
104,6c703c046a9b97419785484bb1dd5d5b81ccd77a,aa48c48cd6bf14c4713397de0e37c7971495e79d,aa48c48cd6bf14c4713397de0e37c7971495e79d,Reasoning Process Rigor,en,Mathematics,1,31,6,pool_b_all_train_low,unclear,unclear,review_only,0.2000,372b4e71d7c7e18756e44622a8c23ca2c6ceddc7,da39a3ee5e6b4b0d3255bfef95601890afd80709
105,d0507dfe7e307caffb26489559bc360d53ac357d,1fbaba4fd0689522a2df03a5be806cfca5328f00,1fbaba4fd0689522a2df03a5be806cfca5328f00,Reasoning Process Rigor,en,Crop Science,1,29,5,pool_b_all_train_low,unclear,unclear,review_only,0.2000,b635d7708aa235ac0f37d22e98bc9b267728dda2,da39a3ee5e6b4b0d3255bfef95601890afd80709
106,76bc906a5fe27bf73c1ae0b0f77aa2945732d489,1fbaba4fd0689522a2df03a5be806cfca5328f00,1fbaba4fd0689522a2df03a5be806cfca5328f00,Reasoning Process Rigor,en,Crop Science,1,29,5,pool_b_all_train_low,unclear,unclear,review_only,0.2000,2a0df4c388c743b533e820c26b92d0b77c83522b,da39a3ee5e6b4b0d3255bfef95601890afd80709
107,c7c27202cecaf2f4efd7487760add595085e4712,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,Reasoning Process Rigor,zh,Clinical Medicine,1,29,5,pool_b_all_train_low,insufficient_evidence,weak_evidence_positive,weak_evidence_positive,0.8500,bc914015ed6ca4b01d20f3ed9334581915304993,b5de46fca924b3235dcb73cab301bd3afc2401bf
108,38c7ddb254e471811c6a5a57cccae37cc6d4656e,3f583749c39a53d68120dd4302b4c6888f5dd6d7,3f583749c39a53d68120dd4302b4c6888f5dd6d7,Reasoning Process Rigor,zh,Physics,1,27,6,pool_b_all_train_low,unclear,unclear,review_only,0.2000,fc8900953c3b6e9a27a1dad05d86deccdd7ab05b,da39a3ee5e6b4b0d3255bfef95601890afd80709
109,f941bd555946d5f670146c0ddba2b00c76cfee04,93a5ca2decc82169ec51fce4735b568ddb829c8a,93a5ca2decc82169ec51fce4735b568ddb829c8a,Reasoning Process Rigor,zh,History,1,23,4,pool_b_all_train_low,missing_key_point,weak_evidence_positive,weak_evidence_positive,0.8500,0e5334c817fe62b511d0c6e8a0b57c1a7a7da119,48a9fa6c9e24015fefbf5f9793ef13186ef7bf5a
110,c1507d3c6bb859e46a5fcae0e2d5475886c36187,3b26f4f8f9f7314ee644e63efa2173afbb702c33,3b26f4f8f9f7314ee644e63efa2173afbb702c33,Reasoning Process Rigor,zh,Law,1,23,5,pool_b_all_train_low,unclear,unclear,review_only,0.2000,f20e7e80ecf4886056e64d9ce8119509076c2124,da39a3ee5e6b4b0d3255bfef95601890afd80709
