synthetic_id,target_label_5,language,metric_canonical,error_type,possible_label_too_low,possible_too_good_for_target,possible_error_type_mismatch,possible_format_only_failure,possible_artifact,possible_language_issue,possible_rubric_alignment_issue,needs_review,flag_reasons
syn_23590b9431f3812c,1,zh,Content Relevance & Scope Control,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_bfdcaa05ddd43d7c,2,en,"Clarity, Simplicity & Inspiration",superficial_fluency,false,false,false,false,false,false,false,false,
syn_dd3e7116771034d6,1,zh,"Motivation, Guidance & Positive Feedback",scenario_mismatch,false,false,false,false,false,false,false,false,
syn_91e0e8e34f72562d,2,en,Reasoning Process Rigor,overconfident_wrong,false,false,false,false,false,false,false,false,
syn_979d5b6de4d0dc7a,1,zh,Scenario Element Integration,instruction_violation,false,false,false,false,false,false,false,false,
syn_72bd5f7ec60dd60a,2,en,"Personalization, Adaptation & Learning Support",rubric_violation,false,false,false,false,false,false,false,false,
syn_0f7cb0f035a94273,1,zh,Higher-Order Thinking & Skill Development,superficial_fluency,false,false,false,false,false,false,false,false,
syn_f6c02480efb8cf07,3,en,Reasoning Process Rigor,reasoning_gap,false,false,false,false,false,false,false,false,
syn_ad6f5d562a6c5f67,2,zh,Scenario Element Integration,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_99cf0549fdd9725e,1,en,"Personalization, Adaptation & Learning Support",scenario_mismatch,false,false,false,false,false,false,false,false,
syn_e54d94869fdf4a9a,1,zh,Higher-Order Thinking & Skill Development,reasoning_gap,false,false,false,false,false,false,false,false,
syn_59df61e0aa71d402,2,en,Error Identification & Correction Precision,factual_error,false,false,false,false,false,false,false,false,
syn_611b84fa868f98ff,1,zh,Instruction Following & Task Completion,instruction_violation,false,false,false,false,false,false,false,false,
syn_cddd1f83279de75f,2,en,Basic Factual Accuracy,factual_error,false,false,false,false,false,false,false,false,
syn_26e2c83a2940a46d,3,zh,Domain Knowledge Accuracy,factual_error,false,false,false,false,false,false,false,false,
syn_445c7acb94c84581,1,en,Role & Tone Consistency,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_8b35e7132a11f258,2,zh,Content Relevance & Scope Control,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_bcb5850f20b7e888,1,en,"Clarity, Simplicity & Inspiration",superficial_fluency,false,false,false,false,false,false,false,false,
syn_c600b1d039ca9b56,2,zh,"Motivation, Guidance & Positive Feedback",scenario_mismatch,false,false,false,false,false,false,false,false,
syn_e9fb502243a4af5a,1,en,Reasoning Process Rigor,overconfident_wrong,false,false,false,false,false,false,false,false,
syn_e7be5812627d2bc6,2,zh,Scenario Element Integration,instruction_violation,false,false,false,false,false,false,false,false,
syn_144eafb4f020a0c8,3,en,"Personalization, Adaptation & Learning Support",rubric_violation,false,false,false,false,false,false,false,false,
syn_11983bf767a7d465,1,zh,Higher-Order Thinking & Skill Development,superficial_fluency,false,false,false,false,false,false,false,false,
syn_e6b8dd3d4ce6df48,2,en,Error Identification & Correction Precision,reasoning_gap,false,false,false,false,false,false,false,false,
syn_37fec624cf94e387,2,en,Basic Factual Accuracy,overconfident_wrong,false,false,false,false,false,false,false,false,
syn_314f22879430939c,1,zh,Domain Knowledge Accuracy,rubric_violation,false,false,true,false,false,false,false,true,error_type alignment risk; rubric_violation on Domain Knowledge Accuracy is treated as factual/domain error
syn_191df705db4764b3,2,en,Role & Tone Consistency,superficial_fluency,false,false,false,false,false,false,false,false,
syn_d3be3fd363a0f07e,3,zh,Content Relevance & Scope Control,rubric_violation,false,false,false,false,false,false,false,false,
syn_d9cb7b338e492ea2,1,en,"Clarity, Simplicity & Inspiration",rubric_violation,false,false,false,false,false,false,false,false,
syn_599a7a72d8e4d477,2,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,false,false,false,false,false,false,false,false,
syn_6b2d9f21aeec6b0a,1,en,Reasoning Process Rigor,reasoning_gap,false,false,false,false,false,false,false,false,
syn_a47e0b1742a80cf5,2,zh,Scenario Element Integration,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_17e2f942e0fb7db9,1,en,"Personalization, Adaptation & Learning Support",scenario_mismatch,false,false,false,false,false,false,false,false,
syn_ce868b8d5358e772,3,zh,Higher-Order Thinking & Skill Development,reasoning_gap,false,false,false,false,false,false,false,false,
syn_b86487ea9bb94318,2,en,Error Identification & Correction Precision,factual_error,false,false,false,false,false,false,false,false,
syn_c5ee1b20461a09cf,1,zh,Instruction Following & Task Completion,instruction_violation,false,false,false,false,false,false,false,false,
syn_9142cb6698e9b91e,2,en,Basic Factual Accuracy,factual_error,false,false,false,false,false,false,false,false,
syn_8a2ff2e5c2b16f05,1,zh,Domain Knowledge Accuracy,factual_error,false,false,false,false,false,false,false,false,
syn_e5c08ab11e8377cd,2,en,Role & Tone Consistency,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_bf85e37ea95b71b0,1,zh,Content Relevance & Scope Control,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_0ff539279c6f0990,3,en,"Clarity, Simplicity & Inspiration",superficial_fluency,false,false,false,false,false,false,false,false,
syn_a5b32592e16c22b2,2,zh,"Motivation, Guidance & Positive Feedback",scenario_mismatch,false,false,false,false,false,false,false,false,
syn_7152601336b9a5de,1,en,Reasoning Process Rigor,overconfident_wrong,false,false,false,false,false,false,false,false,
syn_079e9064725deb4a,2,zh,Scenario Element Integration,instruction_violation,false,false,false,false,false,false,false,false,
syn_b04bc2ccb815fc4b,1,en,"Personalization, Adaptation & Learning Support",rubric_violation,false,false,false,false,false,false,false,false,
syn_bc818b319c7332b5,2,zh,Higher-Order Thinking & Skill Development,superficial_fluency,false,false,false,false,false,false,false,false,
syn_814b831a6dec5a2c,1,en,Error Identification & Correction Precision,reasoning_gap,false,false,false,false,false,false,false,false,
syn_15ec5c07a47604d6,3,zh,Instruction Following & Task Completion,rubric_violation,false,false,false,false,false,false,false,false,
syn_313e7beb3302fa60,1,en,Basic Factual Accuracy,overconfident_wrong,false,false,false,false,false,false,false,false,
syn_3f4f04439be11ab6,2,zh,Domain Knowledge Accuracy,rubric_violation,false,false,true,false,false,false,false,true,error_type alignment risk; rubric_violation on Domain Knowledge Accuracy is treated as factual/domain error
syn_abc2258af8b61f4b,1,en,Role & Tone Consistency,superficial_fluency,false,false,false,false,false,false,false,false,
syn_912d25f3e33ecb76,2,zh,Content Relevance & Scope Control,rubric_violation,false,false,false,false,false,false,false,false,
syn_020af589b8d678da,1,en,"Clarity, Simplicity & Inspiration",rubric_violation,false,false,false,false,false,false,false,false,
syn_17c7091f2dd07078,2,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,false,false,false,false,false,false,false,false,
syn_ce00079d9e1a155b,3,en,Reasoning Process Rigor,reasoning_gap,false,false,false,false,false,false,false,false,
syn_05eb8b81b3dfa2a7,1,zh,Scenario Element Integration,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_f0aeef8bfc1a2800,2,en,"Personalization, Adaptation & Learning Support",scenario_mismatch,false,false,false,false,false,false,false,false,
syn_d504bd7610feff59,1,zh,Higher-Order Thinking & Skill Development,reasoning_gap,false,false,false,false,false,false,false,false,
syn_f6136b7fbaa787b9,2,en,Error Identification & Correction Precision,factual_error,false,false,false,false,false,false,false,false,
syn_2516a4d974368858,3,en,Basic Factual Accuracy,factual_error,false,false,false,false,false,false,false,false,
syn_adfd0c0848130b88,2,zh,Domain Knowledge Accuracy,factual_error,false,false,false,false,false,false,false,false,
syn_369548d69585eb7a,1,en,Role & Tone Consistency,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_a722d4e91c56b70d,2,zh,Content Relevance & Scope Control,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_bfabec5948be1552,1,en,"Clarity, Simplicity & Inspiration",superficial_fluency,false,false,false,false,false,false,false,false,
syn_dbfc84b7a579e58e,2,zh,"Motivation, Guidance & Positive Feedback",scenario_mismatch,false,false,false,false,false,false,false,false,
syn_e8a56e6cbc1a1c52,1,en,Reasoning Process Rigor,overconfident_wrong,false,false,false,false,false,false,false,false,
syn_a16b7342e3017f84,3,zh,Scenario Element Integration,instruction_violation,false,false,false,false,false,false,false,false,
syn_0a04bbfd0fc6932f,2,en,"Personalization, Adaptation & Learning Support",rubric_violation,false,false,false,false,false,false,false,false,
syn_c9046b235c8682fb,1,zh,Higher-Order Thinking & Skill Development,superficial_fluency,false,false,false,false,false,false,false,false,
syn_8ad7e4bd8bfd038e,2,en,Error Identification & Correction Precision,reasoning_gap,false,false,false,false,false,false,false,false,
syn_aad54785ebd3c72e,1,zh,Instruction Following & Task Completion,rubric_violation,false,false,false,false,false,false,false,false,
syn_86869375374c2288,2,en,Basic Factual Accuracy,overconfident_wrong,false,false,false,false,false,false,false,false,
syn_dd91f1bc1f3a620e,1,zh,Domain Knowledge Accuracy,rubric_violation,false,false,true,false,false,false,false,true,error_type alignment risk; rubric_violation on Domain Knowledge Accuracy is treated as factual/domain error
syn_62b0842df2d8a9e2,3,en,Role & Tone Consistency,superficial_fluency,false,false,false,false,false,false,false,false,
syn_3e895069f69caecd,2,zh,Content Relevance & Scope Control,rubric_violation,false,false,false,false,false,false,false,false,
syn_96cabe14f6b2a17c,1,en,"Clarity, Simplicity & Inspiration",rubric_violation,false,false,false,false,false,false,false,false,
syn_f5da52b17344d973,2,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,false,false,false,false,false,false,false,false,
syn_15b9396a9b9d4400,1,en,Reasoning Process Rigor,reasoning_gap,false,false,false,false,false,false,false,false,
syn_0a89491dbe0cc36d,2,zh,Scenario Element Integration,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_2259dca43f5fe58a,1,en,"Personalization, Adaptation & Learning Support",scenario_mismatch,false,false,false,false,false,false,false,false,
syn_8bfe4cb813278810,3,zh,Higher-Order Thinking & Skill Development,reasoning_gap,false,false,false,false,false,false,false,false,
syn_3d37c564616e1b0e,2,en,Error Identification & Correction Precision,factual_error,false,false,false,false,false,false,false,false,
syn_ad1dbe99266d501b,2,en,Basic Factual Accuracy,factual_error,false,false,false,false,false,false,false,false,
syn_04f23b998f42a67e,1,zh,Domain Knowledge Accuracy,factual_error,false,false,false,false,false,false,false,false,
syn_bfeaf95ef74074d2,3,en,Role & Tone Consistency,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_fac2b070fc3975f3,2,zh,Content Relevance & Scope Control,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_139630e690122ed1,1,en,"Clarity, Simplicity & Inspiration",superficial_fluency,false,false,false,false,false,false,false,false,
syn_c215f85ba750b0eb,1,zh,"Motivation, Guidance & Positive Feedback",scenario_mismatch,false,false,false,false,false,false,false,false,
syn_6853f87fe8e1bc59,2,en,Reasoning Process Rigor,overconfident_wrong,false,false,false,false,false,false,false,false,
syn_5a1e0995fc64c32a,1,zh,Scenario Element Integration,instruction_violation,false,false,false,false,false,false,false,false,
syn_57c82f93ba900616,2,en,"Personalization, Adaptation & Learning Support",rubric_violation,false,false,false,false,false,false,false,false,
syn_7dc4da1450ca3e98,3,zh,Higher-Order Thinking & Skill Development,superficial_fluency,false,false,false,false,false,false,false,false,
syn_10113c4f06a10d43,1,en,Error Identification & Correction Precision,reasoning_gap,false,false,false,false,false,false,false,false,
syn_7552ae6d7d874444,2,zh,Instruction Following & Task Completion,rubric_violation,false,false,false,false,false,false,false,false,
syn_d485056e4f1156dd,1,en,Basic Factual Accuracy,overconfident_wrong,false,false,false,false,false,false,false,false,
syn_12e89edbf57ab148,2,zh,Domain Knowledge Accuracy,rubric_violation,false,false,true,false,false,false,false,true,error_type alignment risk; rubric_violation on Domain Knowledge Accuracy is treated as factual/domain error
syn_239bd4aecb877c9e,1,en,Role & Tone Consistency,superficial_fluency,false,false,false,false,false,false,false,false,
syn_c00736795a036f8a,2,zh,Content Relevance & Scope Control,rubric_violation,false,false,false,false,false,false,false,false,
syn_8361426085264be6,3,en,"Clarity, Simplicity & Inspiration",rubric_violation,false,false,false,false,false,false,false,false,
syn_1d2d75969f4fe68e,1,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,false,false,false,false,false,false,false,false,
syn_bfe34e5fd2820143,2,en,Reasoning Process Rigor,reasoning_gap,false,false,false,false,false,false,false,false,
syn_7bf87a59926bd2c7,1,zh,Scenario Element Integration,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_a877c855a6110d88,2,en,"Personalization, Adaptation & Learning Support",scenario_mismatch,false,false,false,false,false,false,false,false,
syn_4319bd913b9371fc,1,zh,Higher-Order Thinking & Skill Development,reasoning_gap,false,false,false,false,false,false,false,false,
syn_7edf3fabe6a0f39b,2,en,Error Identification & Correction Precision,factual_error,false,false,false,false,false,false,false,false,
syn_6baa4a3a77bc818e,3,zh,Instruction Following & Task Completion,instruction_violation,false,false,false,false,false,false,false,false,
syn_9bb54b4f3ba575d1,1,en,Basic Factual Accuracy,factual_error,false,false,false,false,false,false,false,false,
syn_b2f0bdfebd75a5f6,2,zh,Domain Knowledge Accuracy,factual_error,false,false,false,false,false,false,false,false,
syn_1ac6713b51b6afea,1,en,Role & Tone Consistency,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_1c0a2b755cb8c810,2,zh,Content Relevance & Scope Control,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_550d4906dfa9f9d6,1,en,"Clarity, Simplicity & Inspiration",superficial_fluency,false,false,false,false,false,false,false,false,
syn_70bc8d990c5040d5,3,zh,"Motivation, Guidance & Positive Feedback",scenario_mismatch,false,false,false,false,false,false,false,false,
syn_6a2bff56eaa3e819,2,en,Reasoning Process Rigor,overconfident_wrong,false,false,false,false,false,false,false,false,
syn_6ce4c42ecdeed39e,1,zh,Scenario Element Integration,instruction_violation,false,false,false,false,false,false,false,false,
syn_64ec567cc352aa3e,2,en,"Personalization, Adaptation & Learning Support",rubric_violation,false,false,false,false,false,false,false,false,
syn_42a3433bf2431033,1,zh,Higher-Order Thinking & Skill Development,superficial_fluency,false,false,false,false,false,false,false,false,
syn_e33fbc5d7698b739,2,en,Error Identification & Correction Precision,reasoning_gap,false,false,false,false,false,false,false,false,
syn_9ecfa6b81f504098,1,zh,Instruction Following & Task Completion,rubric_violation,false,false,false,false,false,false,false,false,
syn_2d616ce05f7ab911,3,en,Basic Factual Accuracy,overconfident_wrong,false,false,false,false,false,false,false,false,
syn_0a046ea97c2a4df0,2,zh,Domain Knowledge Accuracy,rubric_violation,false,false,true,false,false,false,false,true,error_type alignment risk; rubric_violation on Domain Knowledge Accuracy is treated as factual/domain error
syn_0b3eec070c6547c3,1,en,Role & Tone Consistency,superficial_fluency,false,false,false,false,false,false,false,false,
syn_2ee7715c469638f8,2,zh,Content Relevance & Scope Control,rubric_violation,false,false,false,false,false,false,false,false,
syn_d6a8859e366391c7,1,en,"Clarity, Simplicity & Inspiration",rubric_violation,false,false,false,false,false,false,false,false,
syn_759a8cf8d689071a,2,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,false,false,false,false,false,false,false,false,
syn_72a330d1760ad8ff,1,en,Reasoning Process Rigor,reasoning_gap,false,false,false,false,false,false,false,false,
syn_7f6b4eb61c0aaefc,3,zh,Scenario Element Integration,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_9d29dd3b65490aa0,1,en,"Personalization, Adaptation & Learning Support",scenario_mismatch,false,false,false,false,false,false,false,false,
syn_c2d97a56b1e24b95,2,zh,Higher-Order Thinking & Skill Development,reasoning_gap,false,false,false,false,false,false,false,false,
syn_8adb538ace17cc95,1,en,Error Identification & Correction Precision,factual_error,false,false,false,false,false,false,false,false,
syn_1da9f6f65a5c8ea8,2,zh,Instruction Following & Task Completion,instruction_violation,false,false,false,false,false,false,false,false,
syn_a3dc78bfd5dc6e51,1,en,Basic Factual Accuracy,factual_error,false,false,false,false,false,false,false,false,
syn_824c16b68ae7155b,2,zh,Domain Knowledge Accuracy,factual_error,false,false,false,false,false,false,false,false,
syn_ce6e2f3abf06be11,1,zh,Content Relevance & Scope Control,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_96a3718cee0169b4,2,en,"Clarity, Simplicity & Inspiration",superficial_fluency,false,false,false,false,false,false,false,false,
syn_0a9b1e5c16870c00,1,zh,"Motivation, Guidance & Positive Feedback",scenario_mismatch,false,false,false,false,false,false,false,false,
syn_c56f15d2807ab1d0,2,en,Reasoning Process Rigor,overconfident_wrong,false,false,false,false,false,false,false,false,
syn_e4634cbdc4840a69,1,zh,Scenario Element Integration,instruction_violation,false,false,false,false,false,false,false,false,
syn_d1c593954970b040,2,zh,Higher-Order Thinking & Skill Development,superficial_fluency,false,false,false,false,false,false,false,false,
syn_27444c2afd44da5f,1,en,Error Identification & Correction Precision,reasoning_gap,false,false,false,false,false,false,false,false,
syn_0744de0c210c4c9f,2,zh,Instruction Following & Task Completion,rubric_violation,false,false,false,false,false,false,false,false,
syn_c33520bb14909284,1,en,Basic Factual Accuracy,overconfident_wrong,false,false,false,false,false,false,false,false,
syn_205a00d57e5ac1d7,2,zh,Domain Knowledge Accuracy,rubric_violation,false,false,true,false,false,false,false,true,error_type alignment risk; rubric_violation on Domain Knowledge Accuracy is treated as factual/domain error
syn_c9206366519fb362,1,en,Role & Tone Consistency,superficial_fluency,false,false,false,false,false,false,false,false,
syn_1ca891f2464eca28,2,en,"Clarity, Simplicity & Inspiration",rubric_violation,false,false,false,false,false,false,false,false,
syn_014a0a46e7152dfa,1,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,false,false,false,false,false,false,false,false,
syn_b1a5c9484c01e991,1,zh,Scenario Element Integration,scenario_mismatch,false,false,false,false,false,false,false,false,
syn_cf9c02c949e026ff,1,zh,Higher-Order Thinking & Skill Development,reasoning_gap,false,false,false,false,false,false,false,false,
syn_fdad34a2db74c627,1,en,Basic Factual Accuracy,factual_error,false,false,false,false,false,false,false,false,
syn_87337679889973f1,1,en,Role & Tone Consistency,scenario_mismatch,false,false,false,false,false,false,false,false,
