synthetic_id,synthetic_plan_id,target_label_5,language,metric_canonical,error_type,decision,can_use_after_revision,review_mode,manual_notes
syn_195408fbe67f5d5d,topup1_121,1,en,Reasoning Process Rigor,reasoning_gap,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_8fbf08377805218f,topup1_122,2,zh,Scenario Element Integration,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_ff9250f9f3a0b6f6,topup1_123,1,en,"Personalization, Adaptation & Learning Support",scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_84b20fae80bf58c9,topup1_124,3,zh,Higher-Order Thinking & Skill Development,reasoning_gap,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_62d5fe44b5bd5c71,topup1_125,2,en,Error Identification & Correction Precision,factual_error,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_62c5f325b211e155,topup1_126,1,zh,Instruction Following & Task Completion,instruction_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_c20062a4e95fb595,topup1_127,2,en,Basic Factual Accuracy,factual_error,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_fe13e205eca1fb84,topup1_128,1,zh,Domain Knowledge Accuracy,factual_error,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_3bbc55021850e6ba,topup1_129,2,en,Role & Tone Consistency,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_37c6868abcf1f62c,topup1_130,1,zh,Content Relevance & Scope Control,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_e2838c752feef22f,topup1_131,2,en,"Clarity, Simplicity & Inspiration",superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_abe0f53d68c848fa,topup1_132,1,zh,"Motivation, Guidance & Positive Feedback",scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_6de100d1dd874af2,topup1_133,3,en,Reasoning Process Rigor,overconfident_wrong,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_a6485fc5076793de,topup1_134,2,zh,Scenario Element Integration,instruction_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_c0faae495e1b524b,topup1_135,1,en,"Personalization, Adaptation & Learning Support",rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_c4e4944dfaef0f06,topup1_136,2,zh,Higher-Order Thinking & Skill Development,superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_3986df0d4c21fc46,topup1_137,1,en,Error Identification & Correction Precision,reasoning_gap,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_7b04e0b9469deb34,topup1_138,2,zh,Instruction Following & Task Completion,rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_484726c5aafc24c3,topup1_139,1,en,Basic Factual Accuracy,overconfident_wrong,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_c5e016aa901656d1,topup1_140,1,zh,Domain Knowledge Accuracy,rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_d68e3b0a764ab487,topup1_141,2,en,Role & Tone Consistency,superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_486714937138b336,topup1_142,1,zh,Content Relevance & Scope Control,rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_f891ab58c6dc2c24,topup1_144,2,zh,"Motivation, Guidance & Positive Feedback",superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_f8f432b956d3993e,topup1_145,1,en,Reasoning Process Rigor,reasoning_gap,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_df94419dc3f66c14,topup1_146,2,zh,Scenario Element Integration,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_9825eab0d6f0b9b7,topup1_147,1,en,"Personalization, Adaptation & Learning Support",scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_3988a0dc3ea7580c,topup1_148,2,zh,Higher-Order Thinking & Skill Development,reasoning_gap,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_fb4caf2eb8be4806,topup1_149,1,en,Error Identification & Correction Precision,factual_error,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_702b81e9864184ce,topup1_150,2,zh,Instruction Following & Task Completion,instruction_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_3b905dd4282c68d1,topup1_151,1,en,Basic Factual Accuracy,factual_error,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_1006293c9b88a5eb,topup1_153,2,en,Role & Tone Consistency,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_23590b9431f3812c,topup1_154,1,zh,Content Relevance & Scope Control,scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_bfdcaa05ddd43d7c,topup1_155,2,en,"Clarity, Simplicity & Inspiration",superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_dd3e7116771034d6,topup1_156,1,zh,"Motivation, Guidance & Positive Feedback",scenario_mismatch,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_91e0e8e34f72562d,topup1_157,2,en,Reasoning Process Rigor,overconfident_wrong,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_979d5b6de4d0dc7a,topup1_158,1,zh,Scenario Element Integration,instruction_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_72bd5f7ec60dd60a,topup1_159,2,en,"Personalization, Adaptation & Learning Support",rubric_violation,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
syn_0f7cb0f035a94273,topup1_160,1,zh,Higher-Order Thinking & Skill Development,superficial_fluency,accept_candidate,true,auto_pass_plus_stratified_spotcheck_required,manual_review_required=no in hardened filter; accepted into curated pool and kept for 36-row stratified spotcheck follow-up.
