synthetic_plan_id,target_label_5,language,metric_canonical,error_type,target_count,priority_rank,generation_split_mode,generation_prompt_version,notes
topup1_151,1,en,Basic Factual Accuracy,factual_error,1,7,question_disjoint_formal,exp06_topup1_thinking_hardened_v2,Exp6-9 topup-1 raw generation target; question_seed42/train only
topup1_152,3,zh,Domain Knowledge Accuracy,factual_error,1,8,question_disjoint_formal,exp06_topup1_thinking_hardened_v2,Exp6-9 topup-1 raw generation target; question_seed42/train only
topup1_153,2,en,Role & Tone Consistency,scenario_mismatch,1,9,question_disjoint_formal,exp06_topup1_thinking_hardened_v2,Exp6-9 topup-1 raw generation target; question_seed42/train only
topup1_154,1,zh,Content Relevance & Scope Control,scenario_mismatch,1,10,question_disjoint_formal,exp06_topup1_thinking_hardened_v2,Exp6-9 topup-1 raw generation target; question_seed42/train only
topup1_155,2,en,"Clarity, Simplicity & Inspiration",superficial_fluency,1,11,question_disjoint_formal,exp06_topup1_thinking_hardened_v2,Exp6-9 topup-1 raw generation target; question_seed42/train only
topup1_156,1,zh,"Motivation, Guidance & Positive Feedback",scenario_mismatch,1,12,question_disjoint_formal,exp06_topup1_thinking_hardened_v2,Exp6-9 topup-1 raw generation target; question_seed42/train only
topup1_157,2,en,Reasoning Process Rigor,overconfident_wrong,1,1,question_disjoint_formal,exp06_topup1_thinking_hardened_v2,Exp6-9 topup-1 raw generation target; question_seed42/train only
topup1_158,1,zh,Scenario Element Integration,instruction_violation,1,2,question_disjoint_formal,exp06_topup1_thinking_hardened_v2,Exp6-9 topup-1 raw generation target; question_seed42/train only
topup1_159,2,en,"Personalization, Adaptation & Learning Support",rubric_violation,1,3,question_disjoint_formal,exp06_topup1_thinking_hardened_v2,Exp6-9 topup-1 raw generation target; question_seed42/train only
topup1_160,1,zh,Higher-Order Thinking & Skill Development,superficial_fluency,1,4,question_disjoint_formal,exp06_topup1_thinking_hardened_v2,Exp6-9 topup-1 raw generation target; question_seed42/train only
