file_path,file_type,exists,num_rows_or_records,top_level_keys,sample_keys,likely_role,size_bytes,sample_preview
correlation-testset/corr_res_kendall_split_and_fill/gpt-4o_gpt-4o.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,634,"{""__key__"": ""eval_model"", ""__value__"": [""gpt-4o"", ""gpt-4o""]}"
correlation-testset/corr_res_kendall_split_and_fill/gpt-4o_human_1.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,801,"{""__key__"": ""eval_model"", ""__value__"": [""gpt-4o"", ""human_1""]}"
correlation-testset/corr_res_kendall_split_and_fill/gpt-4o_human_2.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,800,"{""__key__"": ""eval_model"", ""__value__"": [""gpt-4o"", ""human_2""]}"
correlation-testset/corr_res_kendall_split_and_fill/gpt-4o_human_3.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,801,"{""__key__"": ""eval_model"", ""__value__"": [""gpt-4o"", ""human_3""]}"
correlation-testset/corr_res_kendall_split_and_fill/gpt-4o_human_mean.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,801,"{""__key__"": ""eval_model"", ""__value__"": [""gpt-4o"", ""human_mean""]}"
correlation-testset/corr_res_kendall_split_and_fill/gpt-4o_qwq-plus.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,800,"{""__key__"": ""eval_model"", ""__value__"": [""gpt-4o"", ""qwq-plus""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_1_EduBenchEvaluator.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",llm_judge_output,826,"{""__key__"": ""eval_model"", ""__value__"": [""human_1"", ""EduBenchEvaluator""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_1_deepseek-r1.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,819,"{""__key__"": ""eval_model"", ""__value__"": [""human_1"", ""deepseek-r1""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_1_deepseek-v3.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,806,"{""__key__"": ""eval_model"", ""__value__"": [""human_1"", ""deepseek-v3""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_1_gpt-4o.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,801,"{""__key__"": ""eval_model"", ""__value__"": [""human_1"", ""gpt-4o""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_1_human_1.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,635,"{""__key__"": ""eval_model"", ""__value__"": [""human_1"", ""human_1""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_1_human_2.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,816,"{""__key__"": ""eval_model"", ""__value__"": [""human_1"", ""human_2""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_1_human_3.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,816,"{""__key__"": ""eval_model"", ""__value__"": [""human_1"", ""human_3""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_1_human_mean.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,820,"{""__key__"": ""eval_model"", ""__value__"": [""human_1"", ""human_mean""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_1_qwq-plus.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,822,"{""__key__"": ""eval_model"", ""__value__"": [""human_1"", ""qwq-plus""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_2_EduBenchEvaluator.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",llm_judge_output,828,"{""__key__"": ""eval_model"", ""__value__"": [""human_2"", ""EduBenchEvaluator""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_2_deepseek-r1.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,821,"{""__key__"": ""eval_model"", ""__value__"": [""human_2"", ""deepseek-r1""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_2_deepseek-v3.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,804,"{""__key__"": ""eval_model"", ""__value__"": [""human_2"", ""deepseek-v3""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_2_gpt-4o.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,800,"{""__key__"": ""eval_model"", ""__value__"": [""human_2"", ""gpt-4o""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_2_human_1.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,816,"{""__key__"": ""eval_model"", ""__value__"": [""human_2"", ""human_1""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_2_human_2.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,635,"{""__key__"": ""eval_model"", ""__value__"": [""human_2"", ""human_2""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_2_human_3.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,817,"{""__key__"": ""eval_model"", ""__value__"": [""human_2"", ""human_3""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_2_human_mean.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,819,"{""__key__"": ""eval_model"", ""__value__"": [""human_2"", ""human_mean""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_2_qwq-plus.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,820,"{""__key__"": ""eval_model"", ""__value__"": [""human_2"", ""qwq-plus""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_3_EduBenchEvaluator.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",llm_judge_output,826,"{""__key__"": ""eval_model"", ""__value__"": [""human_3"", ""EduBenchEvaluator""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_3_deepseek-r1.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,822,"{""__key__"": ""eval_model"", ""__value__"": [""human_3"", ""deepseek-r1""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_3_deepseek-v3.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,805,"{""__key__"": ""eval_model"", ""__value__"": [""human_3"", ""deepseek-v3""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_3_gpt-4o.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,801,"{""__key__"": ""eval_model"", ""__value__"": [""human_3"", ""gpt-4o""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_3_human_1.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,816,"{""__key__"": ""eval_model"", ""__value__"": [""human_3"", ""human_1""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_3_human_2.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,817,"{""__key__"": ""eval_model"", ""__value__"": [""human_3"", ""human_2""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_3_human_3.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,635,"{""__key__"": ""eval_model"", ""__value__"": [""human_3"", ""human_3""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_3_human_mean.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,820,"{""__key__"": ""eval_model"", ""__value__"": [""human_3"", ""human_mean""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_3_qwq-plus.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,807,"{""__key__"": ""eval_model"", ""__value__"": [""human_3"", ""qwq-plus""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_mean_EduBenchEvaluator.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",llm_judge_output,830,"{""__key__"": ""eval_model"", ""__value__"": [""human_mean"", ""EduBenchEvaluator""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_mean_deepseek-r1.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,823,"{""__key__"": ""eval_model"", ""__value__"": [""human_mean"", ""deepseek-r1""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_mean_deepseek-v3.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,808,"{""__key__"": ""eval_model"", ""__value__"": [""human_mean"", ""deepseek-v3""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_mean_gpt-4o.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,801,"{""__key__"": ""eval_model"", ""__value__"": [""human_mean"", ""gpt-4o""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_mean_human_1.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,820,"{""__key__"": ""eval_model"", ""__value__"": [""human_mean"", ""human_1""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_mean_human_2.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,819,"{""__key__"": ""eval_model"", ""__value__"": [""human_mean"", ""human_2""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_mean_human_3.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,820,"{""__key__"": ""eval_model"", ""__value__"": [""human_mean"", ""human_3""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_mean_human_mean.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,641,"{""__key__"": ""eval_model"", ""__value__"": [""human_mean"", ""human_mean""]}"
correlation-testset/corr_res_kendall_split_and_fill/human_mean_qwq-plus.json,json,True,14,"[""Basic Factual Accuracy"", ""Clarity, Simplicity & Inspiration"", ""Content Relevance & Scope Control"", ""Domain Knowledge Accuracy"", ""Error Identification & Correction Precision"", ""Higher-Order Thinking & Skill Development"", ""Instruction Following & Task Completion"", ""Motivation, Guidance & Positive Feedback"", ""Personalization, Adaptation & Learning Support"", ""Reasoning Process Rigor"", ""Role & Tone Consistency"", ""Scenario Element Integration"", ""eval_model"", ""mean""]","[""__key__"", ""__value__""]",unknown,822,"{""__key__"": ""eval_model"", ""__value__"": [""human_mean"", ""qwq-plus""]}"
correlation-testset/corr_res_kendall_split_and_fill/matrix_output/Basic_Factual_Accuracy.csv,csv,True,,[],[],unknown,552,
"correlation-testset/corr_res_kendall_split_and_fill/matrix_output/Clarity,_Simplicity_and_Inspiration.csv",csv,True,,[],[],unknown,548,
correlation-testset/corr_res_kendall_split_and_fill/matrix_output/Content_Relevance_and_Scope_Control.csv,csv,True,,[],[],unknown,556,
correlation-testset/corr_res_kendall_split_and_fill/matrix_output/Domain_Knowledge_Accuracy.csv,csv,True,,[],[],unknown,562,
