pair_id_hash,sample_id_hash,question_key_hash,language,metric_group,operator,both_schema_target_valid,order1_source_preferred,order2_source_preferred,order_consistent_source_preferred,tie,order_conflict,confidence_ok,degradation_ok,preservation_ok,uncertainty_ok,accepted,rejection_reasons
exp40a_722f774a5a10a71969c6673a,e719e3eff6ad16ad04f5d86823b67577656447f8,e2b4ff890c3f248c79d4a3ec0079511a5a269c6d,en,Scenario Adaptability,violate_explicit_task_or_format_constraint,True,True,True,True,False,False,True,True,True,True,True,
exp40a_7399cab274574507ae87abfd,302305f5444e1ac0dc68d37d52566734942ef44b,b06d28e5864bc255da6f173e9c0968968b7c4bae,zh,Scenario Adaptability,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,True,True,True,
exp40a_73e16a82c0f63f71de7da8fa,aba36a6b09772f4b153cb61f97cf578028c28b05,85c4c4f06a98174d52ae51ed006345fe8dc8f85b,zh,Scenario Adaptability,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_74e6ddc613fe75e1098ca0fe,f37784b26dc96032fd43dec6ae7557c757eeb10f,5a7b2f18ce6931feaaba02ce67a2309b10580098,zh,Pedagogical Application,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,True,True,True,
exp40a_75410c67e5864f07599ea0db,a9fa2f2a24ef9fb30c864e470e6cfbe3c67a241b,fcd6d60d8b3907f5bf7d20b172f2b8629e417e40,zh,Pedagogical Application,remove_required_key_point,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_768c2f193c7048dd9573c333,3c256877061063a3040c4a253cb8f6a76ca5ee24,7295afb9c4022f59a3b8b3e7ad39fe7f9a8b5701,en,Pedagogical Application,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,True,True,True,
exp40a_775bd9cacf66c4f14c73f97c,a69763703e28ba45687d29d852189c8fe82119d1,9d1179a873f8e7454e4075453ea96fee9e73ecff,en,Factual & Reasoning Accuracy,violate_explicit_task_or_format_constraint,True,False,True,False,True,False,True,False,True,True,False,source_preference|tie|degradation
exp40a_78e0e008a8674bb322db5dbb,15be41ebbab7054873b2944b49e778f2d4794f28,e826870afe4da21943336b7b1c30736bf7fbb8f1,zh,Pedagogical Application,remove_reasoning_or_supporting_evidence,True,True,True,True,False,False,True,True,True,True,True,
exp40a_7aa6dc977e7a24cd7a5b28be,eaca5813c79f0361568c76787a3d092b15dbb1c9,0086d5f774968e7f939e2a90227dd4f7c9daff8e,zh,Pedagogical Application,remove_reasoning_or_supporting_evidence,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_7c906267fecb91634687b59c,f20cf328992247d61770ecf31045a9074d1b64de,6dfa5410ccd6bff4e82457549f460215c4105f79,en,Factual & Reasoning Accuracy,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,True,True,True,
exp40a_7cd33c8d1e1a5db065c0db74,1e3b48329e7844caec5c605e3db3e01650e5bd12,a2379456812389b04ce627ac88f3dea5d7c6f674,zh,Scenario Adaptability,remove_reasoning_or_supporting_evidence,True,False,False,False,True,False,True,False,True,True,False,source_preference|tie|degradation
exp40a_7d21e5c622992238733c552d,ff742c0a318a49eeb2891001416b9efd1777d579,9dcad11d15cc245e5dabc70ec2358208f1139f70,zh,Scenario Adaptability,introduce_factual_or_rubric_contradiction,True,False,False,False,False,False,True,True,True,True,False,source_preference
exp40a_7e0c181809a8c56575651ded,bc33f3319ba20a0fed8e767b8c10845ff28f9ca0,eeb9e03e578824a711cc218dc603c483247401c5,zh,Factual & Reasoning Accuracy,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_7e66631aeb6c907872bf188d,3457c1bb03b44917eb93144f17cb6fc9b32e01a7,1fbaba4fd0689522a2df03a5be806cfca5328f00,en,Scenario Adaptability,violate_explicit_task_or_format_constraint,True,True,True,True,False,False,True,True,False,True,False,preservation
exp40a_7f51d2914f3ed00988723878,8a61472168f00a3f54f2cb63d372aeed8902f469,e9eed454440c46c02b5f277a4e07dca9df17a713,en,Scenario Adaptability,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_7f903b99846c0d426d3a96e8,61a435f8b2d6f3e9b66bdc3d0b0b2aa5ddd2c393,32498439ea951a2573e1f3afb8999f203448e58e,zh,Pedagogical Application,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_80721fffb762b481bd5b726a,534f27b85a50b532432f5e0f876714524f54f654,0f7aa5ab3270c4198e2520df8b356b3bd79ac250,zh,Scenario Adaptability,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_808a320cbd7708a64370ed09,2e86218bfa7eb7b2152cc7677c048f829d5455dd,432c5b715a60ffb7a8792d00bb01134c4d2cc68d,zh,Scenario Adaptability,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_8101d6c82c9796a140c8b241,09691f5315938a4adbf7895ed89748b85f462522,db2ee72b5e9852d8371685f637458d2b6f933ae8,en,Factual & Reasoning Accuracy,remove_required_key_point,True,False,True,False,True,False,True,False,True,True,False,source_preference|tie|degradation
exp40a_8153bad9b1722fd34584d9c6,5c0d7ba4414f162998a714b1efd8a7b03ddc7421,7d8005597b09cd02be60c120fc68546f79f3a5d7,en,Scenario Adaptability,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,True,True,True,
exp40a_81e9b2776f5bffc6c4062aee,f7aba4353b2070b2444d42e17f527c87baeee41f,b62e6f2789e2f37733ad215d58a732b9fd77c233,zh,Factual & Reasoning Accuracy,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,True,True,True,
exp40a_82690a604d8f1e1cb16325aa,ffd828ec844e0189e1334086824d38d50b1f9eac,b06d28e5864bc255da6f173e9c0968968b7c4bae,zh,Pedagogical Application,remove_reasoning_or_supporting_evidence,True,True,True,True,False,False,True,True,True,True,True,
exp40a_82ff931dbef11c9299e68a54,eaddd47d379015fe10aee2dd93fd61083cd1393a,414753e4f95b99d1c2fca5e8ea9800e21677deab,zh,Factual & Reasoning Accuracy,introduce_factual_or_rubric_contradiction,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_837434290b73bbb16699453c,45d4c24eae1ed3cbe074591a98f17ea2eefe16b7,62ac2dade9d7c2fe950fbee7347d622a834f6a94,zh,Pedagogical Application,introduce_scope_drift_or_irrelevant_content,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_84c4fe3783e6517e309bcfd2,499c3aa3f71a4972478a06aa506800a6215529da,6dfa5410ccd6bff4e82457549f460215c4105f79,en,Factual & Reasoning Accuracy,remove_reasoning_or_supporting_evidence,True,True,True,True,False,False,True,True,True,True,True,
exp40a_85b227e0c99396c28ddcc744,94aaa5ac548c3eedcd923a3a842ac9c6ca2dccbf,5190426b37344a5dd70adf4894aacc1fb868cdff,en,Scenario Adaptability,introduce_scope_drift_or_irrelevant_content,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_88f356bf4384d0a90fe9fc3a,3e886322f21e407e4b3452cb665b4735d89912b2,c1c804bdb6a2f3ca740bccf33842b8241ac10b72,en,Scenario Adaptability,remove_reasoning_or_supporting_evidence,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_8aa4eb954725b95405eb9e00,7d677b5f773f56895dfbfdd74f53d7b27dd6df50,37b2b0388f0ad6874bd8949c7925cfbe5d75cbe6,zh,Factual & Reasoning Accuracy,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_8b1ea6cb2620cc095fa6d3dd,ac0eca10a01aabfae4639b35e84d037a7b76b53f,5ffceb52c2088afbfedd9d157f13a2b675c5dc95,en,Factual & Reasoning Accuracy,introduce_scope_drift_or_irrelevant_content,True,False,False,False,False,False,True,True,True,True,False,source_preference
exp40a_8c52ba19ec55395ef2beac03,a4d0ae0d36f99a1180d7f56d3135efe6cd559ffa,1aa181bce1f718f6c1980cd975c0621670e3e5c9,en,Pedagogical Application,remove_reasoning_or_supporting_evidence,True,True,True,True,False,False,True,True,True,True,True,
exp40a_8dbf94afc0cdefb7d5f9926a,369f2fb5fbe6463f89e78b5741bb6c662f6be4d4,85398269c1c07a9498c3eae4b08315e4db78a74e,zh,Factual & Reasoning Accuracy,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_8e0d900f948a05a144ee9e84,dee950f98c2d7319141278fffe6b77e27b142c91,686a24cf882246e86e1cfc3ebb53a39c6f8a86e9,zh,Scenario Adaptability,remove_required_key_point,True,True,True,True,False,False,True,True,False,True,False,preservation
exp40a_8e165078abc157b1bc9f2fec,6b707bf422eb4b7b248439390dd9705f8abafb46,6185c5b44a5061f148ff9e88e2575a5c27e82a12,en,Factual & Reasoning Accuracy,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_8e964ae1118dcf095247651d,6e251bd7fd60cd3f1fc3c5149d33ecd5bb6c7e21,da69ef32c130849651e10f0a43d98fab2dd1a2c6,en,Factual & Reasoning Accuracy,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,True,True,True,
exp40a_8ec8bb4a24faf0c1e1845a26,079ea342cccf68aed2ef06f1585d82aab1079558,8f1c5aeed95abdf2d61b5100731052698e7f33a9,en,Scenario Adaptability,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_8f331e26129ab00940007c67,2f0f9cbfc1d6155a52851fb6fa12ca67ae1f69e7,4313f036000c452831d9baa30d1ba9a9a6cc0647,en,Factual & Reasoning Accuracy,remove_reasoning_or_supporting_evidence,True,True,True,True,False,False,True,True,True,True,True,
exp40a_8f50d9e17b4a1c85b110e07e,2675a883ab4340dc6002f5f547bef8717c83e070,041e24355921f74d38dc4cfa218e38b1295f9100,en,Scenario Adaptability,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_9475b74fdfe51942ad943132,9b47054df1d810e0717b22b1539f5459cccf6160,c3d6dd9886dbb21e947eb824f47088252a780c68,zh,Factual & Reasoning Accuracy,remove_required_key_point,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_94d937455392daebd7bf7129,4db515877dc3905fe85d05bfcd747a8b06ca76ae,a05fd196db01a4397d849484b969f6bf2f5c0712,en,Factual & Reasoning Accuracy,remove_reasoning_or_supporting_evidence,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_9507afe9cb676f1146f35ab4,0617e15353714d8e70bb076a5058c1e095a1e90f,dce5454bf2b5c13c559f20834dd7587652290d56,zh,Pedagogical Application,violate_explicit_task_or_format_constraint,True,False,False,False,True,False,True,False,True,True,False,source_preference|tie|degradation
exp40a_95b3fedd65bd5dc90684768c,5ebf07fc43aedf8ef292e8e461309e7989e87ef2,1c479437e0c6c2e19ef2890cc3d18c071dc7bd4e,en,Scenario Adaptability,violate_explicit_task_or_format_constraint,True,False,False,False,True,False,True,False,True,True,False,source_preference|tie|degradation
exp40a_98a510c71c72da6b57df4c11,71d49c6cbf632ef30427ad997d97d4fd7bb76b8e,fdcc493923c6536e26519ec07f9693ca405da624,zh,Scenario Adaptability,introduce_scope_drift_or_irrelevant_content,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_99b9950f90911eb77e5ad939,86db7c66e4ce2325c6cbcc628bbb5a1816c2759a,e251a31b78362b53e41f3b53d60f31af5fec5b00,en,Pedagogical Application,introduce_factual_or_rubric_contradiction,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_9b36104b0503030dcc8dd435,1d348f88718d515bc616eb037a0ce56a92137f42,4cfe6cf5c0f826d38b6a22898e51a72f140e9f28,zh,Factual & Reasoning Accuracy,remove_reasoning_or_supporting_evidence,True,True,True,True,False,False,True,True,True,True,True,
exp40a_9b84445caa4eb8ff48fc140a,605d7cb972c6b5d52a7707e63d476681873d8f3e,996d28c355ccad86b17cc2b7d50103a2b9dfb2a9,en,Scenario Adaptability,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_9bd97f17fc77961187c1cf88,9f9b2232be05763f8f5033dd5ba61db7e0c8f575,146b2dc09c3ee483b0b899e1eff2aed8f9f80520,zh,Scenario Adaptability,remove_reasoning_or_supporting_evidence,True,False,False,False,True,False,True,False,True,True,False,source_preference|tie|degradation
exp40a_9dfcf28ee177cadf90ae094c,c660224db53c65ec6e8e621173975a7a33e8ff90,77549e9a87652e35c3eb0c10ff7c6e47a57e0ceb,en,Factual & Reasoning Accuracy,violate_explicit_task_or_format_constraint,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_9e219a30af55bdb79b8f65c0,0c87cc101d1de7cce217ec168ed17010fb595ceb,17b7d5ef28c4ab973e25c03486cef8f85327b921,en,Scenario Adaptability,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,True,True,True,
exp40a_9e52c947f6ee1299c126d372,b0b06cf7ec9851b59aa9cefd67952406532da5d6,fe8355c92fdedf86b46847c533ca17f018bc7679,en,Factual & Reasoning Accuracy,violate_explicit_task_or_format_constraint,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_9e7db6c47edbe82e6d611f3a,94dc734a397b2743214908adf108ff4d2fe56f64,a2379456812389b04ce627ac88f3dea5d7c6f674,zh,Scenario Adaptability,remove_reasoning_or_supporting_evidence,True,True,True,True,False,False,True,True,True,True,True,
exp40a_9ee7f81cfabe58ed8d408f4f,b4b0919953d4c15ed88071f9af9f65273f3e6b2b,fe8355c92fdedf86b46847c533ca17f018bc7679,en,Scenario Adaptability,remove_reasoning_or_supporting_evidence,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_a0689eb612b2eefbb972b41f,edc0020b09c8a294f057ce2b0e9d7ab202ff91d3,2d32cd48b30f377b72a5069840cb071adf7553ca,zh,Factual & Reasoning Accuracy,violate_explicit_task_or_format_constraint,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_a11f3caeb9013cd41ac43eed,a0de43b1b4b18389805629dbe607a30d56f3f5e1,ab6bb9f4466b3c5fe1f7f2ed3ec527b9dc3b6304,en,Factual & Reasoning Accuracy,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_a18f7abb5afbb1e145eeb500,886161df2d6970003865302f977443dd96f37fed,243249d9a8128e00cdd7251efbe5c28ecff3443b,zh,Pedagogical Application,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_a291c63bf2c81305098af0c4,b7d213e5d2066581a3207b10c3ca638ca6c76221,f1f947604e25a14868aeebe46ba3a2c375d74f99,en,Scenario Adaptability,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,True,True,True,
exp40a_a4690fe8e6d9cbd8a8520eb7,462e7bfc2512a100b727b17f11c4522948e2d0aa,d85626a0a96aed611307ec6a9dcca72eae3aa425,zh,Pedagogical Application,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_a52a958bd887625dfff49fc9,7f2b3bf8487f3eb9d26327e91fd661a3d0d09c29,2d32cd48b30f377b72a5069840cb071adf7553ca,zh,Scenario Adaptability,violate_explicit_task_or_format_constraint,True,True,True,True,False,False,True,True,True,True,True,
exp40a_a615d9316bdd1bb1bbb07d8e,381c1561829c0ca1e85c97e4f4ddaf9b8b9a9af3,002cfcd8c1ac3ea32c6f46646c8bc2e1059c0500,en,Pedagogical Application,violate_explicit_task_or_format_constraint,True,True,True,True,False,False,True,True,True,True,True,
exp40a_a7fdf6a74c7b36c419400199,025440cebee6f5ce51c1eb618e7ec69eaa724e5e,d7aebd6f1a11e8cfddd8aba39722e34ea9a36ba7,zh,Pedagogical Application,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_a895af9ed12e19ef361eafb6,fed1a11180a3f92584d20e6aaad9f54c57f2195d,42fca1e21a602a4719433f012846ec7165b7aa0d,en,Pedagogical Application,remove_reasoning_or_supporting_evidence,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_ad28109bd4d80b1d4fc99733,2b5607dae4cb4c05da55b8706f3483149295b17e,8ac26713d14df7365e2c787726dbe32119ce637b,en,Scenario Adaptability,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_ade2640df20088a96c10d511,77421c3553a9e238f51dc037db598ec170f0f1c9,b41417d0f25ab052a4185dc7dc78a8fac8c8bf74,zh,Scenario Adaptability,violate_explicit_task_or_format_constraint,True,True,True,True,False,False,True,True,True,True,True,
exp40a_ae16fa43c548400ac38c70ff,6442e6a2ff5144c096a3c01cf2f4c3cf062c519f,35926f81037efd0b4c59ccf56bbc2c9f7d71e0e2,en,Scenario Adaptability,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_b050dc0014e3d96980784e1a,153a4b8462651307f2ce3e7e1c711c6b567062cb,e4d01b85df4567e5140f2b386f947d196784e009,en,Scenario Adaptability,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_b1ee46c0e08fb27044cbf987,eb6cb40d99a04a90f8867be63a5aeb3f6ae13665,abe822573a551a67d264f0c08aca2db02c10a1d1,en,Pedagogical Application,violate_explicit_task_or_format_constraint,True,True,True,True,False,False,True,True,True,True,True,
exp40a_b359cbbb9efb94e44b8974e6,f2dd13eea21d86717259e3f2ae658125c15e93a5,71e2133d3049be048126f45752ada952a3208a9f,en,Scenario Adaptability,remove_reasoning_or_supporting_evidence,True,True,True,True,False,False,True,True,True,True,True,
exp40a_b35aafbb7b11a7b84cb7ab37,41d914fd44e980b30ca88565d41d8948fb9a332a,45442251171c1d3111ce5a7fbf8f6ec696ceee0a,zh,Scenario Adaptability,remove_reasoning_or_supporting_evidence,True,True,True,True,False,False,True,True,True,True,True,
exp40a_b567f45ea1d0635040067bdd,20654d6ebf88bebae611707b25e3a0ae618afd7c,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,en,Factual & Reasoning Accuracy,remove_reasoning_or_supporting_evidence,True,False,False,False,False,False,True,True,True,True,False,source_preference
exp40a_b5b407a58b1fd9e0e0089db2,bca7e6d95afcf1bd1a507d7daaa7a04c687b1c10,2c3431500658778ea0788f7745c59f0b024746a9,en,Factual & Reasoning Accuracy,introduce_factual_or_rubric_contradiction,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_b66ce08f37618ddf57fff84e,4622cfaeee381397df1162d10d99e6e1b1078983,3b26f4f8f9f7314ee644e63efa2173afbb702c33,zh,Scenario Adaptability,remove_reasoning_or_supporting_evidence,True,False,False,False,False,False,True,True,True,True,False,source_preference
exp40a_b6f3dcf5c2183b00d8decc4d,e80fc0926c6df2d89d4c15a1f9ef2ede2249e7e3,3355c2772a62c5b8736da4f74d3aa9f79fde0f3d,en,Pedagogical Application,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,True,True,True,
exp40a_b892f52bcb38accdba956ede,daae9f81f3033132c0f168f282a994b2f88345f7,394a5e6d4f924f8dee0aa354155ba986481815e7,en,Pedagogical Application,violate_explicit_task_or_format_constraint,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_b93c22ef27b00f8977a914e6,9afdacc03c76802a00038543b20b1ef17fad2c42,f6cf3e1b280ca78c17a557b97001a3fea411a738,en,Pedagogical Application,introduce_scope_drift_or_irrelevant_content,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_ba98cb7f03049f85352f0cba,e83395d734d4202076d0a62b7995584a48065c27,7f281c5d001646c5cd068f561302e9f2c1b03a4e,en,Pedagogical Application,remove_reasoning_or_supporting_evidence,True,True,True,True,False,False,True,True,True,True,True,
exp40a_bb91c815007cbce765b55865,bb727bf94e710ba2ebf6e9626194b7985aa3df8d,4acd2f421d6a5a424b3461cdf88a6e42db9e26d0,en,Scenario Adaptability,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_bc8c14d5f93fc8d7724faaf4,1ebdc6d1cfe0a19943af4f299ff37fcfca8ee94d,9cf4454fa7d0f685a64a0967fe74cf6967ba4589,zh,Factual & Reasoning Accuracy,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_bce753b8e4473b692aa7043a,b98512826084e19226d9cd1e01fb27008fd3f85c,474e1de7818e5730139801b4f471b28d6fa78a15,en,Pedagogical Application,introduce_scope_drift_or_irrelevant_content,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_c01599134d783b230ef00132,49437328cd260fbc02e1d2816e1e53eb41a6057b,00390e119f0cc1f62aa2726f07ddfc3fd9bcb599,zh,Pedagogical Application,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_c016b0caf4c881706afa4992,8083d151bcc337ffeb5d19a1cf80868b336ff637,b7036c32a59491e7304339cad703b6953309017b,en,Scenario Adaptability,violate_explicit_task_or_format_constraint,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_c08cb02e7e6d4707f81b5ddb,5feeaa3974f0f168e6d751348f2bcded80e0e6a3,cf0e05444342b05701ff29112942cd664a17fda4,en,Scenario Adaptability,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_c095912777a30ce93254b6ae,cfb81571b29ab9d333ce73c425d92ffc518d0724,e3a1cd273545f8678ebc10a163f908053480c7bc,zh,Factual & Reasoning Accuracy,violate_explicit_task_or_format_constraint,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_c18f2cc3c54d4475227e7dee,fc1c3e687f0cdfba2afed289c598fade72b34bc9,14ba3cb00f998348fe1c491eab066379d3bf192b,en,Factual & Reasoning Accuracy,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,True,True,True,
exp40a_c1f7552fe5188b81466ea6c7,eb7a40947c3a04f9f42fafeeedc81f45b001a04a,a86d193986282789de3db49ea4a5dd43ea2013eb,zh,Factual & Reasoning Accuracy,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_c32d4889a68ae0840e6fbd71,93e5ca271c888625c2a19fe4df2b4cf6308ca2e9,ba35192a049e868eedae5ba310638e7e75c9f363,en,Factual & Reasoning Accuracy,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,True,True,True,
exp40a_c387f544f967b0f909ac89c2,feee4c7b948bbef34d5894671af815695c1430e8,95c2f48af5734d7130c7cb4f21a1ffcc0856a4ac,zh,Scenario Adaptability,violate_explicit_task_or_format_constraint,True,True,True,True,False,False,True,True,True,True,True,
exp40a_c3b5650401216e2d013cc708,4dae68eec2954a26d0633f29635baf0027a759a1,c305b07d3e5049944f2cbd8512d5e2a0d2096f3d,en,Scenario Adaptability,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_c3da65a2749c994a6f768502,2f84429af336637e9ed08b5f77edf6a2c4bd4e95,985d78ba4991a939fdc1da22aedc7db26d96a046,en,Pedagogical Application,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_c445cc998377ce62679576ed,17e492c615479bbfa03f2a9550e443b0015cb28f,d00539f664d8114bd356fa92c00c5e44acb566b5,en,Pedagogical Application,violate_explicit_task_or_format_constraint,True,True,True,True,False,False,True,True,True,True,True,
exp40a_c5237cfa12f0dab6cc53dc44,e843b080b93452ab33172197cf1f7cfbe107404a,8f1c5aeed95abdf2d61b5100731052698e7f33a9,en,Scenario Adaptability,introduce_factual_or_rubric_contradiction,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_c55028cba56add5cdaa6e884,636ca7514ecc54729cc05e7c8fb6aec0cc6c46db,65831171afc5c704e20127508706abce1bfb315c,zh,Factual & Reasoning Accuracy,violate_explicit_task_or_format_constraint,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_c56d569d932711affe6134b3,bfe01280625a23f3981870594360f3bf69d30de6,e8922027d8310e6add3557cc6124b73e059813c6,zh,Pedagogical Application,introduce_factual_or_rubric_contradiction,True,True,True,True,False,False,True,True,True,True,True,
exp40a_c9289101d670ce60f47cfdc3,2fc4d36c011181db2f8e3db31fb68b08968f6c5b,4cfe6cf5c0f826d38b6a22898e51a72f140e9f28,zh,Pedagogical Application,remove_reasoning_or_supporting_evidence,True,True,True,True,False,False,True,True,True,True,True,
exp40a_c99cee69e9e4ab5603dd86cd,715decc773d6cf89e90f36d65bc539dd5eac342b,c5e865a068a848238f34733509b1d670a4295978,en,Factual & Reasoning Accuracy,violate_explicit_task_or_format_constraint,True,False,False,False,True,False,True,False,True,True,False,source_preference|tie|degradation
exp40a_ca1e7a129ace09308266ecf7,43a0d1247566ad2c2d50b4dcf9ffcdb8ef175346,4b7847704a3dc1006abb3da56e5c9ea85f660421,en,Scenario Adaptability,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_ca5ab8c5fa4bc0d7e53f3849,1fc56601405326038dd1cd0ad73fa7815be33f3c,7bcce56b9c5f9460e6b19df4a0a7f969e5ff21ad,zh,Pedagogical Application,introduce_factual_or_rubric_contradiction,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_ce0667fb44aff64582d9f9b4,415298d44a255a1aad7e9e0f4293f9c7462692f8,5190426b37344a5dd70adf4894aacc1fb868cdff,en,Pedagogical Application,violate_explicit_task_or_format_constraint,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_ce3f811abf3dcba33019ce09,6b15c24ca4a3bbe585c2679a17a6d592ccc87a57,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,en,Factual & Reasoning Accuracy,violate_explicit_task_or_format_constraint,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_cf8360a6dfb7365d38f43ba5,8d745ed7483d5f33249a251b25d0fe97ee550589,77d00ade0a12aec5950865383e8616ee7ef4e5d5,zh,Scenario Adaptability,violate_explicit_task_or_format_constraint,True,False,True,False,False,True,True,True,True,True,False,source_preference
exp40a_d28382827dcba2d2223f1c78,d168415fa3e1c11ee6d064eb370cc205efdabfa4,65ad2514e326632aed11da0c1bba1c5d71ade9d7,zh,Scenario Adaptability,introduce_scope_drift_or_irrelevant_content,True,True,True,True,False,False,True,True,True,True,True,
exp40a_d315cd49a885ac761d847ed3,bbe18ea4cc2d9724fc5646c2f63940ffbba54cc3,331a7a211e46b10b48878cc0084924654a80202c,en,Factual & Reasoning Accuracy,introduce_factual_or_rubric_contradiction,True,False,False,False,True,False,True,False,True,True,False,source_preference|tie|degradation
exp40a_d5e60335cf26cd25dcd61394,31f27c0a79f19429c0504623796644e3ebda2b96,e8d93a13ed675a8345513b981af0583044d0c9d6,en,Scenario Adaptability,remove_reasoning_or_supporting_evidence,True,True,True,True,False,False,True,True,True,True,True,
exp40a_d7811936102666da55088cda,ee86ad3fb2795a9dc123a52cbb7ac49055a6c14f,dd136878ae93aa36b80dca8d0b02cf25011b6f5e,en,Scenario Adaptability,introduce_scope_drift_or_irrelevant_content,True,False,False,False,False,False,True,True,True,True,False,source_preference
exp40a_d83ce8a778cf3fd028c0df11,a162e24f978936b5c7d9deb605c0328d43240cf9,f7f8e6254e81a50cd0db26f7a0b465bd860ee691,zh,Factual & Reasoning Accuracy,remove_required_key_point,True,True,True,True,False,False,True,True,True,True,True,
exp40a_d9f4f34df066100b40034c70,bb72e4c2ff44b3e67aee2671de4c5ea7368a462d,7fbb27443c683b93e375c9423d106612d34f5fce,en,Scenario Adaptability,remove_required_key_point,True,False,True,False,False,True,True,True,True,True,False,source_preference
